area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2024-12-31T1100,24,82,0.7,7,5,64,62,66,颗粒物(PM10)
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2024-12-31T1100,15,,0.4,15,4,52,52,22,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2024-12-31T1100,11,20,0.5,11,6,56,62,20,
阿克苏地区,电视台,80.292,41.1694,2024-12-31T1100,64,110,1.1,36,4,38,30,87,细颗粒物(PM2.5)
阿克苏地区,艺术中心,80.2613,41.1551,2024-12-31T1100,98,143,2.1,50,4,29,24,129,细颗粒物(PM2.5)
阿拉善盟,西城区西花园,105.6467,38.8363,2024-12-31T1100,22,38,0.7,15,13,78,89,38,
阿拉善盟,蒙二幼,105.6985,38.8411,2024-12-31T1100,16,46,0.8,30,6,62,84,46,
阿拉善盟,环保局新楼,105.724,38.8516,2024-12-31T1100,23,32,0.6,16,,79,93,,
阿勒泰地区,市站,88.1264,47.8517,2024-12-31T1100,16,29,0.8,52,9,8,48,29,
阿里地区,阿里监测站,80.1161,32.5,2024-12-31T1100,18,30,0.8,21,10,54,50,30,
阿里地区,阿里藏医院,80.0903,32.5028,2024-12-31T1100,11,24,0.9,14,21,58,60,24,
安康市,香溪洞,109.0318,32.6537,2024-12-31T1100,46,60,0.8,21,15,30,43,64,细颗粒物(PM2.5)
安康市,汉滨区检察院,109.0072,32.6975,2024-12-31T1100,47,70,0.8,30,8,24,24,65,细颗粒物(PM2.5)
安康市,市邮政管理局,109.0325,32.6913,2024-12-31T1100,50,69,0.9,28,8,26,16,69,细颗粒物(PM2.5)
安庆市,环科院,117.0809,30.5177,2024-12-31T1100,68,143,0.7,37,10,44,33,97,颗粒物(PM10)
安庆市,马山宾馆,117.0331,30.5119,2024-12-31T1100,69,139,0.6,29,15,50,27,95,颗粒物(PM10)
安庆市,安庆大学,116.9896,30.6145,2024-12-31T1100,62,137,0.8,47,18,54,34,94,颗粒物(PM10)
安庆市,市人大,117.0598,30.5351,2024-12-31T1100,69,138,0.7,39,13,52,28,94,颗粒物(PM10)
安顺市,伍家关,105.9606,26.2611,2024-12-31T1100,25,30,0.9,17,21,85,67,36,
安顺市,凤凰山,105.9408,26.2431,2024-12-31T1100,26,31,0.7,23,,,47,,
安顺市,金钟山,105.9439,26.2564,2024-12-31T1100,25,30,0.7,14,27,75,53,36,
安顺市,娄家坡,105.8983,26.2481,2024-12-31T1100,27,32,0.5,18,15,73,59,39,
安阳市,棉研所,114.4839,36.0621,2024-12-31T1100,79,180,1.3,42,15,28,8,115,颗粒物(PM10)
安阳市,红庙街,114.3551,36.1017,2024-12-31T1100,68,164,1.0,37,,40,12,107,颗粒物(PM10)
