stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
3612A,2024-11-06T1300,85.1045,45.6899,20,59,0.4,23,9,25,12,55,颗粒物(PM10),白碱滩区新站,克拉玛依市
2697A,2024-11-06T1300,76.1454,39.7142,84,191,0.8,30,80,60,77,121,颗粒物(PM10),市人民政府,克孜勒苏柯尔克孜自治州
3665A,2024-11-06T1300,76.1658,39.7157,59,164,1.0,48,25,—,76,107,颗粒物(PM10),克州文化中心,克孜勒苏柯尔克孜自治州
1450A,2024-11-06T1300,102.8204,24.8886,29,36,0.5,7,4,86,71,42,—,呈贡新区,昆明市
1451A,2024-11-06T1300,102.6251,24.9608,—,—,—,—,—,—,—,—,—,西山森林公园,昆明市
1452A,2024-11-06T1300,102.7252,25.0902,30,36,0.7,19,7,76,46,43,—,龙泉镇,昆明市
1453A,2024-11-06T1300,102.7266,25.0375,37,51,0.7,22,7,73,53,53,细颗粒物(PM2.5),东风东路,昆明市
1454A,2024-11-06T1300,102.6742,25.0669,—,—,0.7,24,4,80,51,—,—,金鼎山,昆明市
1455A,2024-11-06T1300,102.6644,25.0401,33,44,0.5,16,5,82,53,48,—,碧鸡广场,昆明市
3179A,2024-11-06T1300,102.7494,25.0119,35,41,0.5,15,7,86,52,50,—,官渡区博物馆,昆明市
3375A,2024-11-06T1300,102.8017,24.8336,30,36,0.5,9,4,86,59,43,—,青年创业园,昆明市
3550A,2024-11-06T1300,102.7997,24.9786,31,44,0.5,13,6,92,61,45,—,昆明学院,昆明市
3551A,2024-11-06T1300,102.5967,24.6736,24,—,0.7,6,1,96,61,35,—,晋宁区生态环境分局,昆明市
3552A,2024-11-06T1300,102.6678,24.9856,32,41,0.5,9,5,94,61,46,—,云天化总部,昆明市
1456A,2024-11-06T1300,91.1319,29.6514,16,17,0.3,7,5,107,79,34,—,八廓街,拉萨市
1457A,2024-11-06T1300,91.1221,29.6747,16,43,0.2,16,7,97,74,43,—,市环保局,拉萨市
1458A,2024-11-06T1300,91.0874,29.6475,9,15,0.4,13,5,88,71,28,—,区监测站,拉萨市
1459A,2024-11-06T1300,91.1774,29.6541,9,12,0.6,7,2,99,73,31,—,西藏大学,拉萨市
1460A,2024-11-06T1300,90.9798,29.6588,7,14,0.3,11,8,91,79,29,—,区辐射站,拉萨市
1461A,2024-11-06T1300,91.0834,29.6292,3,11,0.4,14,4,84,71,27,—,拉萨火车站,拉萨市
2520A,2024-11-06T1300,109.2203,23.7256,52,67,0.8,13,6,160,127,72,细颗粒物(PM2.5),来宾技工学校,来宾市
3535A,2024-11-06T1300,109.1781,23.7297,52,74,0.9,11,6,158,131,72,细颗粒物(PM2.5),兴宾区政府,来宾市
4002A,2024-11-06T1300,109.2416,23.7461,50,72,0.8,9,3,158,121,69,细颗粒物(PM2.5),中南小学,来宾市
1476A,2024-11-06T1300,103.631,36.1031,51,107,1.3,68,25,59,23,79,颗粒物(PM10),兰炼宾馆,兰州市
1477A,2024-11-06T1300,104.1373,35.9454,—,—,—,—,—,—,—,—,—,榆中兰大校区,兰州市
1478A,2024-11-06T1300,103.8412,36.0726,37,61,1.0,40,26,52,16,56,颗粒物(PM10),生物制品所,兰州市
1479A,2024-11-06T1300,103.831,36.0464,47,74,1.1,47,17,41,14,65,细颗粒物(PM2.5),铁路设计院,兰州市
3186A,2024-11-06T1300,103.7158,36.1058,55,102,1.3,55,21,45,14,76,颗粒物(PM10),教育港,兰州市
3241A,2024-11-06T1300,103.7439,36.0842,29,63,1.1,47,22,45,17,57,颗粒物(PM10),百合公园,兰州市
3242A,2024-11-06T1300,103.9611,35.998,40,67,0.5,22,24,74,34,59,颗粒物(PM10),和平,兰州市
3245A,2024-11-06T1300,103.6633,36.533,38,71,0.6,18,24,83,38,61,颗粒物(PM10),新区管委会,兰州新区
3246A,2024-11-06T1300,103.6975,36.4789,52,98,0.7,24,25,72,30,74,颗粒物(PM10),舟曲中学,兰州新区
1067A,2024-11-06T1300,116.6708,39.5111,58,84,0.7,65,8,30,12,79,细颗粒物(PM2.5),药材公司,廊坊市
1068A,2024-11-06T1300,116.7214,39.5589,52,95,0.7,58,8,32,9,73,颗粒物(PM10),开发区,廊坊市
1070A,2024-11-06T1300,116.7244,39.5269,66,87,0.7,55,10,32,12,89,细颗粒物(PM2.5),北华航天学院,廊坊市
2919A,2024-11-06T1300,116.7022,39.5453,54,78,0.7,56,9,35,12,74,细颗粒物(PM2.5),河北工业大学,廊坊市
2535A,2024-11-06T1300,103.7723,29.5462,51,63,0.8,31,5,25,35,70,细颗粒物(PM2.5),花湖湾,乐山市
2536A,2024-11-06T1300,103.7627,29.5844,61,62,0.6,30,6,36,29,83,细颗粒物(PM2.5),牛耳桥,乐山市
2537A,2024-11-06T1300,103.7508,29.6006,49,58,0.7,23,7,50,38,68,细颗粒物(PM2.5),市第三水厂,乐山市
2538A,2024-11-06T1300,103.7571,29.5664,50,58,0.8,30,6,29,35,69,细颗粒物(PM2.5),市监测站,乐山市
3361A,2024-11-06T1300,103.7311,29.5628,58,67,0.7,26,6,42,33,79,细颗粒物(PM2.5),理工大学,乐山市
2598A,2024-11-06T1300,100.2143,26.8576,13,21,1.0,6,7,77,50,25,—,西南郊,丽江市
2599A,2024-11-06T1300,100.2497,26.8802,18,26,0.5,8,11,70,54,26,—,丽江古城,丽江市
2600A,2024-11-06T1300,100.2203,26.8906,19,34,0.7,8,9,72,55,34,—,市中心,丽江市
1267A,2024-11-06T1300,119.914,28.4514,13,44,0.2,14,1,113,50,44,—,监测站大楼,丽水市
1268A,2024-11-06T1300,119.93,28.4586,16,36,0.3,15,6,114,49,36,—,莲都小学,丽水市
1269A,2024-11-06T1300,119.879,28.4231,22,31,0.3,12,6,116,48,37,—,余庄前,丽水市
1173A,2024-11-06T1300,119.176,34.5885,14,31,0.3,20,10,84,40,31,—,市环境监测站,连云港市
3000A,2024-11-06T1300,119.3581,34.6972,7,14,0.2,14,7,91,39,29,—,德源药业,连云港市
3007A,2024-11-06T1300,119.178,34.844,17,53,1.0,25,12,81,33,52,颗粒物(PM10),新城一中,连云港市
3008A,2024-11-06T1300,119.3608,34.7519,14,19,0.2,10,10,93,46,30,—,胡沟管理处,连云港市
3009A,2024-11-06T1300,119.1478,34.5911,12,27,0.6,23,9,84,35,27,—,矿山设计院,连云港市
3434A,2024-11-06T1300,119.2413,34.6539,9,20,0.3,11,8,98,44,31,—,工贸学校,连云港市
3664A,2024-11-06T1300,119.4172,34.7341,14,23,0.4,11,8,93,53,30,—,连云街道,连云港市
2571A,2024-11-06T1300,102.3431,27.8099,11,25,1.0,8,10,51,20,25,—,青龙寺,凉山彝族自治州
2572A,2024-11-06T1300,102.2721,27.8415,35,51,1.4,14,14,40,16,51,颗粒物(PM10),邛海宾馆,凉山彝族自治州
2573A,2024-11-06T1300,102.2625,27.898,32,43,1.3,13,11,45,18,46,—,西昌市政府,凉山彝族自治州
2574A,2024-11-06T1300,102.2685,27.8851,40,64,1.1,15,13,44,21,57,"颗粒物(PM10),细颗粒物(PM2.5)",凉山州政府,凉山彝族自治州
2575A,2024-11-06T1300,102.237,27.8914,30,58,1.1,17,17,44,15,54,颗粒物(PM10),长安,凉山彝族自治州
2212A,2024-11-06T1300,123.2,41.1953,20,23,0.3,11,9,58,26,29,—,宏伟区,辽阳市
2213A,2024-11-06T1300,123.1683,41.2495,17,26,0.3,10,7,56,25,26,—,新华园,辽阳市
2214A,2024-11-06T1300,123.2354,41.2639,13,—,—,—,18,52,22,—,—,滨河路,辽阳市
2215A,2024-11-06T1300,123.149,41.2991,14,—,0.5,7,14,55,21,20,—,铁西工业园,辽阳市
2227A,2024-11-06T1300,125.1358,42.8845,11,29,0.4,7,6,65,34,29,—,环保局,辽源市
3239A,2024-11-06T1300,125.0764,42.9078,3,8,0.4,6,6,64,35,20,—,银鹰制药,辽源市
1625A,2024-11-06T1300,115.9848,36.4372,17,47,0.7,16,13,83,40,47,—,区政府,聊城市
2878A,2024-11-06T1300,116.0072,36.4343,27,51,0.6,17,13,87,40,51,颗粒物(PM10),聊大东校,聊城市
3200A,2024-11-06T1300,115.9819,36.4978,—,—,—,24,11,83,35,—,—,监控中心,聊城市
3513A,2024-11-06T1300,116.0445,36.4361,8,47,0.6,30,8,82,36,47,—,九州社区,聊城市
4018A,2024-11-06T1300,116.0567,36.4608,23,59,0.5,22,10,84,46,55,颗粒物(PM10),星美广场,聊城市
2632A,2024-11-06T1300,94.3681,29.6376,3,15,0.3,4,7,75,71,24,—,林芝监测站,林芝市
2633A,2024-11-06T1300,94.3616,29.6616,8,10,0.4,4,6,75,69,24,—,林芝人民医院,林芝市
2603A,2024-11-06T1300,100.0781,23.8982,20,32,0.6,14,8,55,25,32,—,市环保局,临沧市
2604A,2024-11-06T1300,100.0894,23.8822,31,35,0.6,10,8,58,22,45,—,市气象局,临沧市
1733A,2024-11-06T1300,111.5531,36.0783,53,80,1.1,37,17,81,24,73,细颗粒物(PM2.5),临钢医院,临汾市
1734A,2024-11-06T1300,111.5028,36.0714,52,90,1.1,37,19,84,31,72,细颗粒物(PM2.5),技工学校,临汾市
1736A,2024-11-06T1300,111.5018,36.0855,47,72,1.0,30,19,94,33,65,细颗粒物(PM2.5),市委,临汾市
3018A,2024-11-06T1300,111.505,36.1014,48,82,1.0,33,18,88,31,67,细颗粒物(PM2.5),唐尧大酒店,临汾市
3668A,2024-11-06T1300,111.5036,36.0414,43,80,1.0,38,16,82,26,65,颗粒物(PM10),城南,临汾市
2667A,2024-11-06T1300,103.2069,35.5993,13,51,0.6,18,10,82,22,51,颗粒物(PM10),环保局,临夏回族自治州
2668A,2024-11-06T1300,103.2417,35.6057,18,35,0.4,15,9,82,33,35,—,建设大厦,临夏回族自治州
1618A,2024-11-06T1300,118.3429,35.0532,28,48,0.4,—,8,81,39,—,—,沂河小区,临沂市
1619A,2024-11-06T1300,118.295,35.0583,19,24,0.6,22,6,78,36,28,—,鲁南制药厂,临沂市
1620A,2024-11-06T1300,118.2794,34.9976,21,29,0.6,24,8,86,40,30,—,新光毛纺厂,临沂市
1621A,2024-11-06T1300,118.3956,35.0888,15,36,0.6,20,5,83,35,36,—,河东保险公司,临沂市
3370A,2024-11-06T1300,118.3564,35.0215,24,39,0.4,28,8,83,36,39,—,十里堡居委,临沂市
3496A,2024-11-06T1300,118.3604,35.1084,19,27,0.5,25,5,87,41,28,—,南坊新区,临沂市
3860A,2024-11-06T1300,118.3920,35.0300,21,34,0.4,27,5,81,31,34,—,皇山花园小区,临沂市
1870A,2024-11-06T1300,109.4856,24.3895,50,63,0.6,8,10,143,129,69,细颗粒物(PM2.5),柳东小学,柳州市
1871A,2024-11-06T1300,109.4157,24.3277,50,69,0.7,11,10,143,126,69,细颗粒物(PM2.5),环保监测站,柳州市
1872A,2024-11-06T1300,109.389,24.341,50,74,1.0,10,9,141,121,69,细颗粒物(PM2.5),河西水厂,柳州市
1873A,2024-11-06T1300,109.4311,24.2921,44,62,0.7,9,10,147,136,62,细颗粒物(PM2.5),市四中,柳州市
1874A,2024-11-06T1300,109.4006,24.3631,57,71,0.8,8,8,—,112,—,—,市九中,柳州市
1875A,2024-11-06T1300,109.4958,24.3134,45,79,1.0,15,12,149,140,65,颗粒物(PM10),古亭山,柳州市
3402A,2024-11-06T1300,109.5422,24.3996,44,72,0.8,19,11,138,127,62,细颗粒物(PM2.5),市二中,柳州市
2307A,2024-11-06T1300,116.5079,31.737,23,65,0.6,24,8,96,58,58,颗粒物(PM10),监测大楼,六安市
2308A,2024-11-06T1300,116.4738,31.7643,28,76,0.7,22,8,100,48,63,颗粒物(PM10),皖西学院,六安市
2309A,2024-11-06T1300,116.4996,31.7905,27,57,0.7,25,6,98,44,54,颗粒物(PM10),朝阳厂,六安市
2310A,2024-11-06T1300,116.5567,31.7886,35,76,0.6,23,8,97,44,63,颗粒物(PM10),开发区,六安市
2576A,2024-11-06T1300,104.8,26.5892,37,42,0.6,8,5,66,55,53,细颗粒物(PM2.5),窑上,六盘水市
2577A,2024-11-06T1300,104.83,26.5917,29,35,0.6,11,6,72,63,42,—,黄土坡,六盘水市
2578A,2024-11-06T1300,104.89,26.5939,—,—,0.5,10,3,78,69,—,—,水钢,六盘水市
2579A,2024-11-06T1300,104.8475,26.5894,29,36,0.6,13,8,70,64,42,—,民中,六盘水市
2580A,2024-11-06T1300,104.9544,26.5506,28,41,0.4,10,7,83,72,41,—,双水,六盘水市
2335A,2024-11-06T1300,117.0189,25.1181,—,—,—,—,—,—,—,—,—,龙岩师专,龙岩市
2336A,2024-11-06T1300,117.0217,25.1033,21,28,0.5,8,2,107,96,34,—,龙岩市监测站,龙岩市
2337A,2024-11-06T1300,117.0258,25.0661,20,28,0.6,4,2,109,99,35,—,闽西职业技术学院,龙岩市
2338A,2024-11-06T1300,117.0196,25.0306,19,37,0.6,6,5,107,100,37,—,龙岩学院,龙岩市
2665A,2024-11-06T1300,105.0822,33.3261,—,—,—,—,—,—,—,—,—,汉王镇固水子,陇南市
2885A,2024-11-06T1300,104.9339,33.3826,22,43,0.6,12,10,54,26,43,—,滨江中学,陇南市
3247A,2024-11-06T1300,104.955,33.371,20,48,0.8,13,9,55,38,48,—,市总工会,陇南市
2487A,2024-11-06T1300,111.9589,27.8901,36,51,1.6,16,8,128,99,52,细颗粒物(PM2.5),电视发射台,娄底市
2488A,2024-11-06T1300,111.9975,27.725,48,51,0.5,10,5,137,82,67,细颗粒物(PM2.5),市监测站,娄底市
2489A,2024-11-06T1300,112.0194,27.7314,—,—,—,15,5,131,84,—,—,市委党校,娄底市
2490A,2024-11-06T1300,111.9561,27.7569,30,31,0.7,12,12,132,76,43,—,涟钢,娄底市
2491A,2024-11-06T1300,111.9892,27.7044,36,59,0.7,13,7,132,64,55,颗粒物(PM10),市政府,娄底市
1893A,2024-11-06T1300,105.4324,28.9634,54,81,0.4,22,5,5,5,74,细颗粒物(PM2.5),九狮山,泸州市
1894A,2024-11-06T1300,105.4427,28.9063,59,93,0.7,33,5,9,19,80,细颗粒物(PM2.5),小市上码头,泸州市
1895A,2024-11-06T1300,105.4241,28.8573,67,68,0.8,21,5,20,16,90,细颗粒物(PM2.5),兰田宪桥,泸州市
1896A,2024-11-06T1300,105.4379,28.8833,70,93,0.8,27,6,12,19,94,细颗粒物(PM2.5),市环监站,泸州市
3490A,2024-11-06T1300,105.3617,28.7703,53,58,0.7,24,6,20,7,73,细颗粒物(PM2.5),纳溪区环保局,泸州市
2183A,2024-11-06T1300,111.1406,37.5211,14,37,0.5,23,5,68,24,37,—,环保局,吕梁市
2185A,2024-11-06T1300,111.1297,37.5136,18,56,0.6,24,6,67,22,53,颗粒物(PM10),自来水公司,吕梁市
2867A,2024-11-06T1300,111.1283,37.51,18,—,0.6,28,6,67,24,—,—,马茂庄小学,吕梁市
1812A,2024-11-06T1300,112.3931,34.6516,66,100,0.6,51,10,54,19,89,细颗粒物(PM2.5),市委党校,洛阳市
1814A,2024-11-06T1300,112.4657,34.6871,56,112,0.5,39,11,76,25,81,颗粒物(PM10),豫西宾馆,洛阳市
1815A,2024-11-06T1300,112.494,34.6886,72,90,0.2,37,10,59,19,97,细颗粒物(PM2.5),河南林校,洛阳市
1816A,2024-11-06T1300,112.3844,34.623,58,99,0.5,39,14,62,24,79,细颗粒物(PM2.5),开发区管委会,洛阳市
1817A,2024-11-06T1300,112.4267,34.6258,58,102,0.3,47,10,—,15,—,—,市委新办公区,洛阳市
3340A,2024-11-06T1300,112.6005,34.6326,56,116,0.3,47,12,48,16,83,颗粒物(PM10),伊滨,洛阳市
3341A,2024-11-06T1300,112.4951,34.6332,58,87,0.5,43,11,62,21,79,细颗粒物(PM2.5),中移产业园,洛阳市
3593A,2024-11-06T1300,112.5736,34.8993,65,91,0.4,30,14,72,28,88,细颗粒物(PM2.5),吉利监测站,洛阳市
3635A,2024-11-06T1300,112.3677,34.662,62,103,0.6,42,10,63,21,84,细颗粒物(PM2.5),河科大西苑校区,洛阳市
3636A,2024-11-06T1300,112.4388,34.6781,47,98,0.5,39,10,64,18,74,颗粒物(PM10),英才小学,洛阳市
2399A,2024-11-06T1300,114.051,33.5699,71,115,0.5,22,10,109,46,95,细颗粒物(PM2.5),三五一五工厂,漯河市
2400A,2024-11-06T1300,114.0055,33.5698,66,116,0.5,20,10,112,53,89,细颗粒物(PM2.5),漯河大学,漯河市
2401A,2024-11-06T1300,114.0138,33.5828,63,107,0.5,16,10,110,51,85,细颗粒物(PM2.5),市水利局,漯河市
2402A,2024-11-06T1300,114.0261,33.5698,69,98,0.5,17,10,113,57,93,细颗粒物(PM2.5),市广电局,漯河市
3478A,2024-11-06T1300,113.9749,33.5664,62,116,0.6,11,8,112,50,84,细颗粒物(PM2.5),市图书馆,漯河市
3479A,2024-11-06T1300,114.0967,33.5906,60,112,0.5,16,12,110,41,82,细颗粒物(PM2.5),召陵区卫健委,漯河市
1798A,2024-11-06T1300,118.5092,31.6837,11,34,0.5,11,4,92,60,34,—,湖东路四小,马鞍山市
1799A,2024-11-06T1300,118.5024,31.6449,14,30,0.6,19,8,90,49,30,—,开发区,马鞍山市
1800A,2024-11-06T1300,118.5228,31.7231,15,—,0.5,16,8,92,62,29,—,慈湖,马鞍山市
1802A,2024-11-06T1300,118.6245,31.7241,12,19,0.7,13,7,96,62,30,—,濮塘,马鞍山市
3633A,2024-11-06T1300,118.4918,31.6809,14,34,0.5,13,5,90,61,34,—,雨山,马鞍山市
1686A,2024-11-06T1300,111.0286,21.4688,24,44,0.5,10,7,129,93,44,—,电白南海,茂名市
1687A,2024-11-06T1300,110.9294,21.6533,27,44,0.7,8,7,118,91,44,—,茂石化七小,茂名市
1688A,2024-11-06T1300,110.9107,21.6687,22,31,0.6,6,12,127,86,40,—,健康路,茂名市
1689A,2024-11-06T1300,110.8592,21.6828,39,53,0.7,8,11,126,72,55,细颗粒物(PM2.5),高岭,茂名市
3450A,2024-11-06T1300,111.01,21.5165,27,39,0.7,10,10,121,95,39,—,电白水东,茂名市
2539A,2024-11-06T1300,104.0308,30.0478,41,—,0.5,5,3,42,36,58,细颗粒物(PM2.5),黑龙滩水库,眉山市
2540A,2024-11-06T1300,103.8416,30.0874,56,57,0.6,33,10,24,16,77,细颗粒物(PM2.5),气象局,眉山市
3137A,2024-11-06T1300,103.8578,30.0744,44,70,0.6,36,9,26,26,62,细颗粒物(PM2.5),市委党校,眉山市
3148A,2024-11-06T1300,103.8291,30.0564,51,74,0.8,41,8,25,30,70,细颗粒物(PM2.5),区人社局,眉山市
1690A,2024-11-06T1300,116.1231,24.3284,32,39,0.7,8,8,126,100,46,—,梅江月梅,梅州市
1691A,2024-11-06T1300,116.0797,24.2719,30,44,—,9,6,120,102,—,—,梅县新城,梅州市
1692A,2024-11-06T1300,116.1248,24.2654,28,40,0.5,11,7,119,93,40,—,环境监控中心,梅州市
3315A,2024-11-06T1300,116.1233,24.2991,29,36,0.6,8,6,118,94,42,—,梅龙,梅州市
1878A,2024-11-06T1300,104.7778,31.4741,26,30,0.6,16,3,56,32,38,—,富乐山,绵阳市
1879A,2024-11-06T1300,104.7563,31.4535,26,43,0.4,20,3,55,29,43,—,市人大,绵阳市
1880A,2024-11-06T1300,104.6697,31.4668,17,29,0.6,21,3,54,15,29,—,高新区自来水公司,绵阳市
1881A,2024-11-06T1300,104.7287,31.5075,33,44,0.6,29,5,31,23,48,—,三水厂,绵阳市
3491A,2024-11-06T1300,104.69,31.5322,23,43,0.6,13,5,49,18,43,—,西科大附属小学,绵阳市
3492A,2024-11-06T1300,104.5648,31.5343,31,—,0.6,8,7,67,42,45,—,安州区旅游局,绵阳市
1784A,2024-11-06T1300,129.61,44.561,23,34,0.3,9,4,52,44,34,—,环保大楼,牡丹江市
1785A,2024-11-06T1300,129.6115,44.5782,22,39,0.2,9,7,52,41,39,—,文化广场,牡丹江市
1786A,2024-11-06T1300,129.5904,44.5963,38,—,0.3,5,4,60,50,54,细颗粒物(PM2.5),第一医院,牡丹江市
1787A,2024-11-06T1300,129.6364,44.6075,12,20,0.3,3,6,56,46,20,—,机车工厂,牡丹江市
1788A,2024-11-06T1300,129.6386,44.5462,34,42,0.2,5,4,58,48,49,—,第一中学,牡丹江市
2531A,2024-11-06T1300,105.0703,29.61,39,—,—,19,10,34,23,—,—,市监测站,内江市
2532A,2024-11-06T1300,105.0717,29.5947,27,29,0.8,16,7,48,31,39,—,东兴区政府,内江市
2533A,2024-11-06T1300,105.0653,29.5817,40,41,0.6,26,6,38,28,57,细颗粒物(PM2.5),内江二中,内江市
2534A,2024-11-06T1300,105.0406,29.5822,35,50,0.5,30,5,37,18,50,—,内江日报社,内江市
2628A,2024-11-06T1300,92.0657,31.4846,38,69,0.6,18,6,73,34,60,颗粒物(PM10),那曲监测站,那曲市
3128A,2024-11-06T1300,92.0506,31.4797,24,77,0.6,16,6,70,37,64,颗粒物(PM10),那曲会议中心,那曲市
1290A,2024-11-06T1300,115.8931,28.6843,27,52,0.5,16,12,113,74,51,颗粒物(PM10),省外办,南昌市
1291A,2024-11-06T1300,115.8886,28.7003,24,51,0.5,10,8,115,76,51,颗粒物(PM10),省林业公司,南昌市
1292A,2024-11-06T1300,115.8126,28.7442,19,46,0.5,16,11,126,90,46,—,林科所,南昌市
1294A,2024-11-06T1300,115.8518,28.687,28,33,0.4,13,10,118,82,40,—,建工学校,南昌市
1295A,2024-11-06T1300,115.8921,28.6424,22,39,0.4,14,9,126,85,40,—,象湖,南昌市
1296A,2024-11-06T1300,115.7423,28.7996,3,49,0.5,12,2,101,51,49,—,武术学校,南昌市
1298A,2024-11-06T1300,115.9314,28.6842,27,40,0.5,9,8,108,71,40,—,省站,南昌市
3046A,2024-11-06T1300,115.9084,28.6062,24,52,0.3,18,7,116,80,51,颗粒物(PM10),机电学校,南昌市
3690A,2024-11-06T1300,115.9721,28.7031,17,43,0.5,12,7,111,74,43,—,外国语学校,南昌市
1905A,2024-11-06T1300,106.056,30.8064,25,—,0.4,10,1,36,28,36,—,西山风景区,南充市
1906A,2024-11-06T1300,106.0789,30.8023,31,45,0.4,16,3,35,18,45,—,南充市委,南充市
1907A,2024-11-06T1300,106.1031,30.8217,34,48,0.5,14,3,31,18,49,—,南充炼油厂,南充市
1908A,2024-11-06T1300,106.1064,30.7856,37,47,0.4,21,3,30,27,53,细颗粒物(PM2.5),高坪区监测站,南充市
1909A,2024-11-06T1300,106.0642,30.7636,27,46,0.5,20,3,29,23,46,—,嘉陵区环保局,南充市
1910A,2024-11-06T1300,106.1087,30.8388,—,—,—,17,4,28,22,—,—,市环境监测站,南充市
1151A,2024-11-06T1300,118.8086,32.1065,9,23,0,18,4,83,44,26,—,迈皋桥,南京市
1152A,2024-11-06T1300,118.7538,32.0551,7,19,0.2,22,5,86,50,27,—,草场门,南京市
1153A,2024-11-06T1300,118.7794,32.0745,14,29,0.4,7,4,92,53,29,—,山西路,南京市
1154A,2024-11-06T1300,118.7752,32.0023,9,17,0.4,14,4,85,46,27,—,中华门,南京市
1155A,2024-11-06T1300,118.8109,32.0309,9,22,0.3,7,4,82,51,26,—,瑞金路,南京市
1156A,2024-11-06T1300,118.7997,32.0754,3,24,0.3,28,6,73,37,24,—,玄武湖,南京市
1157A,2024-11-06T1300,118.6414,32.0931,13,26,0.6,20,7,79,37,26,—,浦口,南京市
1158A,2024-11-06T1300,118.7356,31.9996,—,—,—,16,7,85,45,—,—,奥体中心,南京市
1159A,2024-11-06T1300,118.9125,32.1028,9,29,0.3,16,6,89,46,29,—,仙林大学城,南京市
3422A,2024-11-06T1300,118.8436,31.9198,3,13,0.5,6,5,92,50,29,—,江宁彩虹桥,南京市
3423A,2024-11-06T1300,119.0138,31.6494,7,19,0.3,12,4,98,54,31,—,溧水永阳,南京市
3424A,2024-11-06T1300,118.879,31.3302,15,—,0.3,14,7,95,59,30,—,高淳老职中,南京市
3427A,2024-11-06T1300,118.8554,32.3578,3,25,—,16,4,—,26,—,—,六合雄州,南京市
1401A,2024-11-06T1300,108.3103,22.7881,46,70,1.2,13,7,160,114,64,细颗粒物(PM2.5),二十一中,南宁市
1402A,2024-11-06T1300,108.3141,22.8528,49,70,1.0,11,7,149,102,68,细颗粒物(PM2.5),北湖,南宁市
1403A,2024-11-06T1300,108.3206,22.8225,50,—,0.8,—,—,141,97,—,—,市监测站,南宁市
1404A,2024-11-06T1300,108.3829,22.8037,47,54,0.7,12,7,148,124,65,细颗粒物(PM2.5),大自然花园,南宁市
1405A,2024-11-06T1300,108.4394,22.7904,50,59,0.7,10,6,130,112,69,细颗粒物(PM2.5),仙葫,南宁市
1406A,2024-11-06T1300,108.2397,22.8467,47,63,0.9,9,8,155,90,65,细颗粒物(PM2.5),区农职院,南宁市
1407A,2024-11-06T1300,108.3275,22.735,42,63,0.8,14,6,145,116,59,细颗粒物(PM2.5),英华嘉园,南宁市
1408A,2024-11-06T1300,108.2257,22.7757,44,70,0.8,17,7,152,61,62,细颗粒物(PM2.5),沙井镇街道办,南宁市
3401A,2024-11-06T1300,108.4834,22.7618,50,65,0.8,10,8,146,124,69,细颗粒物(PM2.5),红星社区,南宁市
2331A,2024-11-06T1300,118.0966,26.6761,—,—,—,—,—,—,117,—,—,茫荡山,南平市
2332A,2024-11-06T1300,118.1681,26.6369,19,24,0.3,6,3,106,93,34,—,南平市监测站,南平市
2333A,2024-11-06T1300,118.1825,26.6489,16,20,0.3,6,3,108,95,34,—,南平铝业有限公司,南平市
2334A,2024-11-06T1300,118.1756,26.6272,16,43,0.4,9,5,110,98,43,—,南平七中,南平市
1168A,2024-11-06T1300,120.9098,31.9663,8,25,0.3,4,7,99,70,31,—,狼山街道,南通市
1169A,2024-11-06T1300,120.86,32.0005,10,29,0.3,12,6,94,66,30,—,虹桥,南通市
1170A,2024-11-06T1300,120.87,32.02,11,22,0.4,12,7,97,70,31,—,城中,南通市
1171A,2024-11-06T1300,120.94,31.93,—,—,0.4,—,6,46,51,—,—,星湖花园,南通市
1172A,2024-11-06T1300,120.81,32.0417,6,21,0.3,11,4,93,55,30,—,紫琅学院,南通市
3291A,2024-11-06T1300,121.067,32.062,7,19,0.3,13,3,96,67,30,—,通州监测站,南通市
3432A,2024-11-06T1300,120.9348,31.9883,3,24,0.3,10,3,102,71,32,—,环境教育馆,南通市
2404A,2024-11-06T1300,112.5224,33.0122,63,88,0.8,18,8,115,69,85,细颗粒物(PM2.5),瓦房庄,南阳市
2405A,2024-11-06T1300,112.5003,32.9735,21,92,—,20,10,113,69,—,—,汉画馆,南阳市
2406A,2024-11-06T1300,112.5573,33.027,48,90,0.7,19,8,116,64,70,颗粒物(PM10),气象站,南阳市
2407A,2024-11-06T1300,112.5481,32.9689,56,83,0.5,15,7,116,69,77,细颗粒物(PM2.5),理工学院,南阳市
4008A,2024-11-06T1300,112.5234,32.9922,57,91,0.6,19,7,114,70,78,细颗粒物(PM2.5),卧龙区政府,南阳市
1234A,2024-11-06T1300,121.8358,29.911,6,18,0.3,11,7,88,68,28,—,区环保大楼,宁波市
1235A,2024-11-06T1300,121.56,29.82,6,27,0.4,14,6,98,74,31,—,万里学院,宁波市
1236A,2024-11-06T1300,121.713,29.9572,6,22,0.4,14,—,86,76,—,—,龙赛医院,宁波市
1239A,2024-11-06T1300,121.633,29.7733,3,12,0.3,12,9,93,58,30,—,钱湖水厂,宁波市
1240A,2024-11-06T1300,121.5856,29.8635,11,17,0.6,13,8,94,68,30,—,太古小学,宁波市
1241A,2024-11-06T1300,121.524,29.8674,6,16,0.5,15,11,96,67,30,—,市环境监测中心,宁波市
2871A,2024-11-06T1300,121.6147,29.9017,11,14,0.4,18,8,93,58,30,—,万里国际学校,宁波市
