area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2025-03-09T1100,26,,0,11,10,72,58,38,
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2025-03-09T1100,3,,0.5,10,5,74,,24,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2025-03-09T1100,10,16,0.4,8,5,79,63,25,
阿克苏地区,电视台,80.292,41.1694,2025-03-09T1100,40,92,0.7,22,4,49,51,71,颗粒物(PM10)
阿克苏地区,艺术中心,80.2613,41.1551,2025-03-09T1100,41,99,0.9,20,5,52,51,75,颗粒物(PM10)
阿拉善盟,西城区西花园,105.6467,38.8363,2025-03-09T1100,138,982,0.7,16,9,72,90,500,颗粒物(PM10)
阿拉善盟,蒙二幼,105.6985,38.8411,2025-03-09T1100,163,909,0.6,12,6,85,84,500,颗粒物(PM10)
阿拉善盟,环保局新楼,105.724,38.8516,2025-03-09T1100,162,767,1.1,6,8,94,91,500,颗粒物(PM10)
阿勒泰地区,市站,88.1264,47.8517,2025-03-09T1100,7,7,0.4,16,2,59,60,19,
阿里地区,阿里监测站,80.1161,32.5,2025-03-09T1100,9,14,0.5,14,10,56,56,18,
阿里地区,阿里藏医院,80.0903,32.5028,2025-03-09T1100,18,23,0.6,13,12,60,60,26,
安康市,香溪洞,109.0318,32.6537,2025-03-09T1100,37,58,0.9,26,10,10,30,54,颗粒物(PM10)
安康市,汉滨区检察院,109.0072,32.6975,2025-03-09T1100,32,67,0.7,26,14,17,17,59,颗粒物(PM10)
安康市,市邮政管理局,109.0325,32.6913,2025-03-09T1100,37,75,0.8,24,14,17,9,63,颗粒物(PM10)
安庆市,环科院,117.0809,30.5177,2025-03-09T1100,73,97,0.8,30,11,75,88,98,细颗粒物(PM2.5)
安庆市,马山宾馆,117.0331,30.5119,2025-03-09T1100,75,96,0.7,28,7,76,94,100,细颗粒物(PM2.5)
安庆市,安庆大学,116.9896,30.6145,2025-03-09T1100,72,98,0.6,18,10,86,93,97,细颗粒物(PM2.5)
安庆市,市人大,117.0598,30.5351,2025-03-09T1100,80,100,0.8,28,10,76,91,107,细颗粒物(PM2.5)
安顺市,伍家关,105.9606,26.2611,2025-03-09T1100,11,,0.6,14,8,37,50,,
安顺市,凤凰山,105.9408,26.2431,2025-03-09T1100,9,15,0.7,15,18,37,48,15,
安顺市,金钟山,105.9439,26.2564,2025-03-09T1100,10,14,0.6,12,16,37,49,15,
