area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2025-03-12T2300,10,21,0,10,9,40,66,21,
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2025-03-12T2300,16,24,0.5,29,5,18,82,24,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2025-03-12T2300,7,21,0.4,24,5,27,85,21,
阿克苏地区,电视台,80.292,41.1694,2025-03-12T2300,70,272,0.7,34,5,60,101,161,颗粒物(PM10)
阿克苏地区,艺术中心,80.2613,41.1551,2025-03-12T2300,82,285,0.7,47,5,44,97,168,颗粒物(PM10)
阿拉善盟,西城区西花园,105.6467,38.8363,2025-03-12T2300,16,81,0.8,12,13,94,100,66,颗粒物(PM10)
阿拉善盟,蒙二幼,105.6985,38.8411,2025-03-12T2300,16,53,0.6,9,6,92,96,52,颗粒物(PM10)
阿拉善盟,环保局新楼,105.724,38.8516,2025-03-12T2300,17,50,0.4,4,8,96,96,50,
阿勒泰地区,市站,88.1264,47.8517,2025-03-12T2300,7,7,0.3,25,2,59,80,19,
阿里地区,阿里监测站,80.1161,32.5,2025-03-12T2300,3,6,0.4,2,5,121,118,38,
阿里地区,阿里藏医院,80.0903,32.5028,2025-03-12T2300,3,13,0.3,1,7,105,105,33,
安康市,香溪洞,109.0318,32.6537,2025-03-12T2300,34,48,0.5,13,9,45,61,49,
安康市,汉滨区检察院,109.0072,32.6975,2025-03-12T2300,32,69,0.5,41,6,22,53,60,颗粒物(PM10)
安康市,市邮政管理局,109.0325,32.6913,2025-03-12T2300,31,73,0.5,39,6,29,54,62,颗粒物(PM10)
安庆市,环科院,117.0809,30.5177,2025-03-12T2300,41,50,0.8,16,6,97,76,58,细颗粒物(PM2.5)
安庆市,马山宾馆,117.0331,30.5119,2025-03-12T2300,35,42,1.0,11,2,95,78,50,
安庆市,安庆大学,116.9896,30.6145,2025-03-12T2300,30,48,0.6,5,6,106,93,48,
安庆市,市人大,117.0598,30.5351,2025-03-12T2300,41,52,0.8,14,5,92,75,58,细颗粒物(PM2.5)
安顺市,伍家关,105.9606,26.2611,2025-03-12T2300,53,91,0.8,26,28,52,94,73,细颗粒物(PM2.5)
安顺市,凤凰山,105.9408,26.2431,2025-03-12T2300,90,92,0.9,29,37,51,91,119,细颗粒物(PM2.5)
安顺市,金钟山,105.9439,26.2564,2025-03-12T2300,88,,0.7,23,34,54,94,117,细颗粒物(PM2.5)
安顺市,娄家坡,105.8983,26.2481,2025-03-12T2300,83,98,0.9,23,21,53,89,110,细颗粒物(PM2.5)
安阳市,棉研所,114.4839,36.0621,2025-03-12T2300,,,,,,,,,
安阳市,红庙街,114.3551,36.1017,2025-03-12T2300,66,271,0.7,34,5,37,92,161,颗粒物(PM10)
安阳市,银杏小区,114.361,36.0681,2025-03-12T2300,72,249,0.5,54,4,31,100,150,颗粒物(PM10)
安阳市,信访局,114.3922,36.0878,2025-03-12T2300,54,253,0.4,31,4,63,102,152,颗粒物(PM10)
安阳市,左辅环卫站,114.4705,36.0637,2025-03-12T2300,67,286,0.4,26,5,68,108,168,颗粒物(PM10)
安阳市,安钢职工学校,114.2917,36.0949,2025-03-12T2300,72,260,0.5,41,11,40,97,155,颗粒物(PM10)
鞍山市,深沟寺,123.044,41.1196,2025-03-12T2300,25,133,0.7,16,14,57,78,92,颗粒物(PM10)
鞍山市,太阳城,123.011,41.0931,2025-03-12T2300,21,140,0.7,15,12,67,90,95,颗粒物(PM10)
