area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2024-12-30T2200,21,80,0.8,8,7,70,57,65,颗粒物(PM10)
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2024-12-30T2200,16,43,0.4,12,4,67,73,43,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2024-12-30T2200,28,38,0.5,6,6,78,87,40,
阿克苏地区,电视台,80.292,41.1694,2024-12-30T2200,108,148,1.5,64,2,32,50,142,细颗粒物(PM2.5)
阿克苏地区,艺术中心,80.2613,41.1551,2024-12-30T2200,80,156,1.2,58,5,24,53,107,细颗粒物(PM2.5)
阿拉善盟,西城区西花园,105.6467,38.8363,2024-12-30T2200,16,24,0.6,9,9,94,88,30,
阿拉善盟,蒙二幼,105.6985,38.8411,2024-12-30T2200,8,27,0.6,15,5,80,82,27,
阿拉善盟,环保局新楼,105.724,38.8516,2024-12-30T2200,3,6,0.5,6,7,92,93,29,
阿勒泰地区,市站,88.1264,47.8517,2024-12-30T2200,17,24,0.6,61,9,10,52,31,
阿里地区,阿里监测站,80.1161,32.5,2024-12-30T2200,15,24,0.8,32,26,62,91,24,
阿里地区,阿里藏医院,80.0903,32.5028,2024-12-30T2200,10,15,0.7,12,14,74,89,24,
安康市,香溪洞,109.0318,32.6537,2024-12-30T2200,41,44,0.6,14,9,72,81,58,细颗粒物(PM2.5)
安康市,汉滨区检察院,109.0072,32.6975,2024-12-30T2200,55,77,0.8,46,5,23,63,75,细颗粒物(PM2.5)
安康市,市邮政管理局,109.0325,32.6913,2024-12-30T2200,67,96,1.2,55,7,13,50,90,细颗粒物(PM2.5)
安庆市,环科院,117.0809,30.5177,2024-12-30T2200,84,111,0.9,82,10,17,70,112,细颗粒物(PM2.5)
安庆市,马山宾馆,117.0331,30.5119,2024-12-30T2200,84,108,0.8,81,12,14,55,112,细颗粒物(PM2.5)
安庆市,安庆大学,116.9896,30.6145,2024-12-30T2200,80,160,0.9,75,17,13,72,107,细颗粒物(PM2.5)
安庆市,市人大,117.0598,30.5351,2024-12-30T2200,82,118,1.0,91,11,12,66,109,细颗粒物(PM2.5)
安顺市,伍家关,105.9606,26.2611,2024-12-30T2200,27,30,1.1,13,17,58,64,39,
安顺市,凤凰山,105.9408,26.2431,2024-12-30T2200,27,,0.9,23,23,48,54,39,
安顺市,金钟山,105.9439,26.2564,2024-12-30T2200,33,37,0.9,14,25,52,58,48,
安顺市,娄家坡,105.8983,26.2481,2024-12-30T2200,30,,0.9,22,35,43,52,43,
安阳市,棉研所,114.4839,36.0621,2024-12-30T2200,82,158,0.8,65,14,14,60,109,细颗粒物(PM2.5)
安阳市,红庙街,114.3551,36.1017,2024-12-30T2200,83,151,1.7,69,7,10,62,110,细颗粒物(PM2.5)
安阳市,银杏小区,114.361,36.0681,2024-12-30T2200,101,183,2.0,70,4,8,59,133,细颗粒物(PM2.5)
安阳市,信访局,114.3922,36.0878,2024-12-30T2200,75,138,0.9,65,7,13,62,100,细颗粒物(PM2.5)
安阳市,左辅环卫站,114.4705,36.0637,2024-12-30T2200,79,156,0.9,45,12,34,65,105,细颗粒物(PM2.5)
安阳市,安钢职工学校,114.2917,36.0949,2024-12-30T2200,98,167,1.3,70,13,10,59,129,细颗粒物(PM2.5)
