area,positionname,stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,2566A,2024-11-06T1400,102.1879,31.914,7,17,0,5,8,56,36,18,—
阿坝藏族羌族自治州,马师校,2568A,2024-11-06T1400,102.2502,31.8896,12,—,0.3,7,4,48,28,—,—
阿坝藏族羌族自治州,马尔康中学西区,3994A,2024-11-06T1400,102.2165,31.9024,11,14,0.5,10,6,47,29,16,—
阿克苏地区,电视台,2695A,2024-11-06T1400,80.292,41.1694,32,105,0.6,33,12,81,58,78,颗粒物(PM10)
阿克苏地区,艺术中心,2696A,2024-11-06T1400,80.2613,41.1551,30,113,0.8,44,3,66,68,82,颗粒物(PM10)
阿拉善盟,西城区西花园,2204A,2024-11-06T1400,105.6467,38.8363,20,32,0.6,—,17,129,95,—,—
阿拉善盟,蒙二幼,2205A,2024-11-06T1400,105.6985,38.8411,—,—,—,—,—,—,84,—,—
阿拉善盟,环保局新楼,2206A,2024-11-06T1400,105.724,38.8516,27,59,0.5,14,14,115,91,55,颗粒物(PM10)
阿勒泰地区,市站,2708A,2024-11-06T1400,88.1264,47.8517,14,24,0.4,14,10,45,64,24,—
阿里地区,阿里监测站,2630A,2024-11-06T1400,80.1161,32.5,3,12,0.5,6,6,77,57,25,—
阿里地区,阿里藏医院,3192A,2024-11-06T1400,80.0903,32.5028,9,16,0.5,8,6,86,58,27,—
安康市,香溪洞,2642A,2024-11-06T1400,109.0318,32.6537,21,36,0.3,9,9,94,45,36,—
安康市,汉滨区检察院,2644A,2024-11-06T1400,109.0072,32.6975,29,38,0.4,10,8,112,41,42,—
安康市,市邮政管理局,4054A,2024-11-06T1400,109.0325,32.6913,23,42,0.5,10,8,107,40,42,—
安庆市,环科院,2291A,2024-11-06T1400,117.0809,30.5177,36,62,0.6,24,12,118,71,56,颗粒物(PM10)
安庆市,马山宾馆,2292A,2024-11-06T1400,117.0331,30.5119,36,65,0.5,24,9,120,77,58,颗粒物(PM10)
安庆市,安庆大学,2294A,2024-11-06T1400,116.9896,30.6145,23,43,0.5,14,12,126,73,43,—
安庆市,市人大,3173A,2024-11-06T1400,117.0598,30.5351,35,60,0.5,29,15,116,69,55,颗粒物(PM10)
安顺市,伍家关,3122A,2024-11-06T1400,105.9606,26.2611,29,36,0.7,10,17,93,71,42,—
安顺市,凤凰山,3123A,2024-11-06T1400,105.9408,26.2431,29,41,0.5,10,15,102,72,42,—
安顺市,金钟山,3124A,2024-11-06T1400,105.9439,26.2564,32,35,0.6,9,16,104,76,46,—
安顺市,娄家坡,3125A,2024-11-06T1400,105.8983,26.2481,39,42,0.6,11,17,100,69,55,细颗粒物(PM2.5)
安阳市,棉研所,1818A,2024-11-06T1400,114.4839,36.0621,57,80,0.4,27,10,107,49,78,细颗粒物(PM2.5)
安阳市,红庙街,1819A,2024-11-06T1400,114.3551,36.1017,56,80,0.4,18,5,96,40,77,细颗粒物(PM2.5)
安阳市,银杏小区,1820A,2024-11-06T1400,114.361,36.0681,53,67,0.6,16,5,102,43,73,细颗粒物(PM2.5)
安阳市,信访局,3141A,2024-11-06T1400,114.3922,36.0878,64,88,0.4,15,7,97,39,87,细颗粒物(PM2.5)
安阳市,左辅环卫站,3669A,2024-11-06T1400,114.4705,36.0637,60,110,0.4,16,5,102,53,82,细颗粒物(PM2.5)
安阳市,安钢职工学校,3703A,2024-11-06T1400,114.2917,36.0949,66,81,0.4,25,7,93,40,89,细颗粒物(PM2.5)
鞍山市,深沟寺,1748A,2024-11-06T1400,123.044,41.1196,13,31,0.4,15,8,63,34,31,—
鞍山市,太阳城,1749A,2024-11-06T1400,123.011,41.0931,14,26,0.5,22,14,61,36,26,—
鞍山市,太平,1750A,2024-11-06T1400,123.0485,41.1442,18,34,0.4,24,17,55,28,34,—
鞍山市,铁西三道街,1751A,2024-11-06T1400,122.9642,41.0971,19,42,1.2,32,25,47,27,42,—
鞍山市,铁西工业园区,1752A,2024-11-06T1400,122.9341,41.0833,16,41,1.6,38,30,45,23,41,—
鞍山市,明达新区,1753A,2024-11-06T1400,123.022,41.0821,15,24,0.7,18,15,60,36,24,—
鞍山市,千山,1754A,2024-11-06T1400,123.1289,41.0228,7,16,0.5,13,—,63,46,—,—
巴彦淖尔市,附二中,2195A,2024-11-06T1400,107.4212,40.761,35,89,0.6,32,22,56,27,70,颗粒物(PM10)
巴彦淖尔市,市环保大楼,2196A,2024-11-06T1400,107.37,40.7372,33,88,0.6,33,12,56,28,69,颗粒物(PM10)
巴音郭楞蒙古自治州,孔雀公园,1956A,2024-11-06T1400,86.1472,41.7538,26,120,0.4,20,6,86,25,85,颗粒物(PM10)
巴音郭楞蒙古自治州,棉纺厂,1957A,2024-11-06T1400,86.1972,41.7166,37,136,0.3,14,3,97,40,93,颗粒物(PM10)
巴音郭楞蒙古自治州,经济开发区,1958A,2024-11-06T1400,86.2357,41.7173,31,111,0.3,19,4,90,55,81,颗粒物(PM10)
巴中市,苏山坪,2914A,2024-11-06T1400,106.7677,31.8794,24,35,0.4,18,5,38,56,35,—
巴中市,丽阳花园,3182A,2024-11-06T1400,106.7656,31.8545,26,36,0.6,32,4,21,14,38,—
巴中市,圣泉水务公司,3183A,2024-11-06T1400,106.7418,31.8654,21,28,0.5,26,4,18,21,30,—
巴中市,市中心医院,3616A,2024-11-06T1400,106.7616,31.8344,29,46,0.8,38,4,21,11,46,—
白城市,洮北区环保局,2235A,2024-11-06T1400,122.7911,45.6077,8,17,0.2,10,5,66,42,21,—
白城市,市环保局,2236A,2024-11-06T1400,122.8738,45.5725,12,17,0.4,9,4,69,45,22,—
白山市,喜丰,2231A,2024-11-06T1400,126.4219,41.9171,16,44,0.4,3,8,67,41,44,—
白山市,环保局,2232A,2024-11-06T1400,126.4077,41.9419,15,29,0.5,6,5,63,42,29,—
白银市,第三小学,2647A,2024-11-06T1400,104.1724,36.5446,60,62,0.9,25,31,81,35,82,细颗粒物(PM2.5)
白银市,动力公司,2648A,2024-11-06T1400,104.1465,36.5482,57,65,1.0,22,24,78,37,78,细颗粒物(PM2.5)
百色市,市监测站,2512A,2024-11-06T1400,106.6103,23.9011,33,50,—,8,—,117,50,—,—
百色市,市中心血站,2513A,2024-11-06T1400,106.6538,23.8859,38,69,0.8,8,7,127,60,60,颗粒物(PM10)
百色市,祈福高中,3406A,2024-11-06T1400,106.6085,23.8798,29,46,0.7,8,5,124,57,46,—
蚌埠市,工人疗养院,2270A,2024-11-06T1400,117.396,32.939,26,48,0.4,15,8,99,50,48,—
蚌埠市,百货大楼,2271A,2024-11-06T1400,117.3605,32.9427,24,53,0.4,17,8,95,49,52,颗粒物(PM10)
蚌埠市,蚌埠学院,2273A,2024-11-06T1400,117.4185,32.8911,26,36,0.3,16,8,98,56,38,—
蚌埠市,淮上区政府,2274A,2024-11-06T1400,117.3533,32.9673,31,51,0.3,16,10,97,45,51,颗粒物(PM10)
蚌埠市,高新区,2275A,2024-11-06T1400,117.3145,32.8977,23,48,0.3,18,8,98,57,48,—
蚌埠市,蚌埠田家炳中学,3715A,2024-11-06T1400,117.3092,32.9314,26,55,0.3,20,9,95,53,53,颗粒物(PM10)
包头市,市环境监测站,1585A,2024-11-06T1400,109.8756,40.6532,22,42,0.8,36,22,58,24,42,—
包头市,包头八中,1587A,2024-11-06T1400,109.9991,40.5842,33,72,1.0,37,40,51,25,61,颗粒物(PM10)
包头市,青山宾馆,1588A,2024-11-06T1400,109.8538,40.6821,—,—,—,—,23,—,12,—,—
包头市,惠龙物流,1589A,2024-11-06T1400,109.8642,40.6288,17,45,0.7,38,16,56,26,45,—
包头市,东河鸿龙湾,1590A,2024-11-06T1400,110.0377,40.5546,23,40,0.7,30,16,52,26,40,—
包头市,滨河大厦,3283A,2024-11-06T1400,109.9154,40.5685,19,34,0.7,34,18,56,36,34,—
包头市,包头市委党校,3419A,2024-11-06T1400,109.9447,40.6261,25,52,1.2,37,40,54,27,51,颗粒物(PM10)
包头市,昆区政府,3683A,2024-11-06T1400,109.8331,40.6576,37,44,0.7,36,18,56,24,53,细颗粒物(PM2.5)
宝鸡市,庙沟村,1930A,2024-11-06T1400,107.185,34.3063,58,74,0.7,15,8,53,27,79,细颗粒物(PM2.5)
宝鸡市,竹园沟,1931A,2024-11-06T1400,107.0708,34.3017,93,109,0.7,17,8,65,28,123,细颗粒物(PM2.5)
宝鸡市,三陆医院,1932A,2024-11-06T1400,107.1906,34.3672,107,111,0.8,29,8,68,24,140,细颗粒物(PM2.5)
宝鸡市,监测站,1933A,2024-11-06T1400,107.1431,34.3547,97,117,0.7,21,8,68,22,128,细颗粒物(PM2.5)
宝鸡市,技工学校,1934A,2024-11-06T1400,107.1186,34.3739,98,109,0.9,30,8,75,28,129,细颗粒物(PM2.5)
宝鸡市,陈仓区环保局家属楼,1935A,2024-11-06T1400,107.3906,34.3528,89,117,0.7,21,14,108,40,118,细颗粒物(PM2.5)
宝鸡市,文理学院,1936A,2024-11-06T1400,107.2058,34.3497,97,107,0.6,29,10,67,20,128,细颗粒物(PM2.5)
宝鸡市,三迪小学,1937A,2024-11-06T1400,107.2386,34.3622,106,127,0.8,34,13,78,25,139,细颗粒物(PM2.5)
保定市,游泳馆,1051A,2024-11-06T1400,115.493,38.8632,60,88,—,45,12,60,26,—,—
保定市,华电二区,1052A,2024-11-06T1400,115.5213,38.8959,50,72,0.7,45,13,54,18,69,细颗粒物(PM2.5)
保定市,接待中心,1053A,2024-11-06T1400,115.4713,38.9108,54,85,0.6,49,10,43,19,74,细颗粒物(PM2.5)
保定市,地表水厂,1054A,2024-11-06T1400,115.4612,38.8416,64,112,0.5,42,14,60,23,87,细颗粒物(PM2.5)
保定市,满城区生态环境分局,3581A,2024-11-06T1400,115.31981,38.95208,36,85,0.8,51,11,56,25,68,颗粒物(PM10)
保定市,清苑区第二中学,3582A,2024-11-06T1400,115.47694,38.76408,49,85,0.6,33,10,68,26,68,"颗粒物(PM10),细颗粒物(PM2.5)"
保定市,徐水物探局,3583A,2024-11-06T1400,115.62909,39.02311,51,94,1.0,38,11,62,20,72,颗粒物(PM10)
保定市,双鹰农机,4004A,2024-11-06T1400,115.4202,38.8656,—,—,0.7,—,—,50,24,—,—
保定市,植保所站,4034A,2024-11-06T1400,115.5150,38.8590,40,85,0.5,40,8,60,22,68,颗粒物(PM10)
保山市,市环境监测站,2594A,2024-11-06T1400,99.1678,25.1081,3,19,0.5,9,5,66,29,21,—
保山市,市环保局,2595A,2024-11-06T1400,99.1711,25.1328,13,17,0.4,6,5,68,34,22,—
北海市,牛尾岭水库,1866A,2024-11-06T1400,109.2262,21.588,41,—,0.7,—,5,112,86,—,—
北海市,海滩公园,1867A,2024-11-06T1400,109.1436,21.4086,37,45,0.8,7,9,131,112,53,细颗粒物(PM2.5)
北海市,新市环保局,1868A,2024-11-06T1400,109.0981,21.4661,46,60,0.8,11,8,140,107,64,细颗粒物(PM2.5)
北海市,北海工业园,1869A,2024-11-06T1400,109.1778,21.5233,34,69,0.5,8,8,130,103,60,颗粒物(PM10)
北海市,龙潭自来水厂,3400A,2024-11-06T1400,109.1911,21.4415,36,44,0.7,6,8,129,103,52,细颗粒物(PM2.5)
北京市,万寿西宫,1001A,2024-11-06T1400,116.3621,39.8784,39,74,0.7,43,6,37,14,62,颗粒物(PM10)
北京市,定陵,1002A,2024-11-06T1400,116.2202,40.2915,20,34,0.5,21,5,32,21,34,—
北京市,东四,1003A,2024-11-06T1400,116.4174,39.9289,35,72,0.7,34,8,44,17,61,颗粒物(PM10)
北京市,天坛,1004A,2024-11-06T1400,116.4072,39.8863,44,70,0.6,40,4,39,14,62,细颗粒物(PM2.5)
北京市,农展馆,1005A,2024-11-06T1400,116.462,39.9365,41,74,0.6,2,5,39,14,62,颗粒物(PM10)
北京市,官园,1006A,2024-11-06T1400,116.3392,39.9295,40,75,0.6,42,9,37,14,63,颗粒物(PM10)
北京市,海淀万柳,1007A,2024-11-06T1400,116.2878,39.9611,38,77,0.6,37,6,40,19,64,颗粒物(PM10)
北京市,顺义新城,1008A,2024-11-06T1400,116.6636,40.135,27,48,0.5,27,5,46,26,48,—
北京市,怀柔镇,1009A,2024-11-06T1400,116.6275,40.3275,20,37,0.2,21,6,56,36,37,—
北京市,昌平镇,1010A,2024-11-06T1400,116.2296,40.217,22,52,0.4,24,8,48,22,51,颗粒物(PM10)
北京市,奥体中心,1011A,2024-11-06T1400,116.3966,39.9821,50,105,0.9,51,6,29,13,78,颗粒物(PM10)
北京市,古城,1012A,2024-11-06T1400,116.184,39.9136,39,86,0.8,36,7,44,22,68,颗粒物(PM10)
北京市,延庆夏都,3281A,2024-11-06T1400,115.9718,40.4529,17,29,0.2,18,1,45,24,29,—
北京市,平谷新城,3417A,2024-11-06T1400,117.0709,40.1465,15,31,0.5,15,4,59,32,31,—
北京市,密云新城,3418A,2024-11-06T1400,116.8336,40.4095,15,34,0.3,12,3,61,32,34,—
北京市,门头沟三家店,3671A,2024-11-06T1400,116.088,39.9726,24,62,0.4,43,8,44,32,56,颗粒物(PM10)
北京市,丰台云岗,3672A,2024-11-06T1400,116.1541,39.8204,37,75,0.4,37,5,43,20,63,颗粒物(PM10)
北京市,通州东关,3673A,2024-11-06T1400,116.6804,39.9081,34,67,0.6,30,5,47,21,59,颗粒物(PM10)
北京市,房山燕山,3674A,2024-11-06T1400,115.9577,39.7603,26,59,0.3,28,3,46,30,55,颗粒物(PM10)
北京市,大兴旧宫,3675A,2024-11-06T1400,116.4672,39.7733,45,81,0.4,41,2,38,16,66,颗粒物(PM10)
北京市,延庆石河营,3694A,2024-11-06T1400,115.986,40.4563,15,30,0.3,23,3,39,22,30,—
北京市,怀柔新城,3695A,2024-11-06T1400,116.6151,40.3053,20,34,0.4,21,4,50,36,34,—
北京市,丰台小屯,3696A,2024-11-06T1400,116.2545,39.8768,39,81,0.6,48,5,33,13,66,颗粒物(PM10)
北京市,密云镇,3697A,2024-11-06T1400,116.84,40.3844,16,34,0.4,13,3,56,24,34,—
本溪市,大峪,1761A,2024-11-06T1400,123.8275,41.3064,12,—,0.5,8,10,64,36,20,—
本溪市,溪湖,1762A,2024-11-06T1400,123.7567,41.3325,6,20,0.3,7,8,69,42,22,—
本溪市,彩屯,1763A,2024-11-06T1400,123.7169,41.3094,11,14,0.5,12,8,64,38,20,—
本溪市,东明,1764A,2024-11-06T1400,123.7669,41.2864,3,13,0.5,10,8,67,41,21,—
本溪市,新立屯,1765A,2024-11-06T1400,123.7992,41.2664,12,—,0.5,11,6,64,46,—,—
本溪市,威宁,1766A,2024-11-06T1400,123.8142,41.3472,3,16,0.6,5,8,69,36,22,—
毕节市,八中,2587A,2024-11-06T1400,105.2864,27.3125,39,51,0.6,—,10,70,55,—,—
毕节市,师专,2588A,2024-11-06T1400,105.31,27.2944,34,41,0.6,13,11,74,55,49,—
毕节市,长征村,3537A,2024-11-06T1400,105.3631,27.3533,39,46,0.7,11,13,88,63,55,细颗粒物(PM2.5)
滨州市,第二水厂,1629A,2024-11-06T1400,118.0018,37.3617,19,36,0.4,19,12,84,40,36,—
滨州市,北中新校,1630A,2024-11-06T1400,117.9776,37.393,12,31,0.4,18,8,88,41,31,—
滨州市,中海酒店,3514A,2024-11-06T1400,117.9378,37.3956,17,31,0.4,15,8,97,53,31,—
滨州市,开发区一中,3515A,2024-11-06T1400,117.9378,37.3553,19,41,0.4,17,13,96,51,41,—
滨州市,金海六路,3516A,2024-11-06T1400,118.0917,37.694,—,—,0.4,18,—,83,41,—,—
滨州市,滨州市西街道办事处,4028A,2024-11-06T1400,117.9956,37.3753,19,31,—,22,10,94,46,—,—
亳州市,污水处理厂,2311A,2024-11-06T1400,115.8072,33.8399,23,54,0.4,13,8,108,58,52,颗粒物(PM10)
亳州市,三国揽胜宫,2312A,2024-11-06T1400,115.7789,33.8518,32,62,0.4,11,5,107,59,56,颗粒物(PM10)
亳州市,亳州学院,3332A,2024-11-06T1400,115.7633,33.8034,16,54,0.3,15,6,112,64,52,颗粒物(PM10)
博尔塔拉蒙古自治州,市党校,2693A,2024-11-06T1400,82.0485,44.8556,37,51,0.6,24,11,23,21,53,细颗粒物(PM2.5)
博尔塔拉蒙古自治州,市环保局,2694A,2024-11-06T1400,82.0806,44.8969,26,58,0.4,16,5,36,28,54,颗粒物(PM10)
沧州市,沧县城建局,1071A,2024-11-06T1400,116.8842,38.2991,25,53,0.4,36,6,88,38,52,颗粒物(PM10)
沧州市,电视转播站,1072A,2024-11-06T1400,116.8584,38.3254,29,47,—,16,—,93,6,—,—
沧州市,市环保局,1073A,2024-11-06T1400,116.8709,38.3228,—,—,—,—,—,—,33,—,—
沧州市,河北水利电力学院,3324A,2024-11-06T1400,116.8136,38.3004,24,51,0.2,10,7,89,42,51,颗粒物(PM10)
昌都市,昌都监测站,2622A,2024-11-06T1400,97.1806,31.1273,3,16,0.5,4,8,83,50,26,—
昌都市,昌都会议中心,3719A,2024-11-06T1400,97.1714,31.1406,3,6,0.5,3,6,86,55,27,—
昌吉回族自治州,天山天池,2690A,2024-11-06T1400,88.1236,43.8886,3,15,0.5,5,9,90,68,29,—
昌吉回族自治州,新区政务中心,2692A,2024-11-06T1400,87.2717,44.0297,—,—,1.1,—,—,31,26,—,—
昌吉回族自治州,亚心广场,3613A,2024-11-06T1400,87.3095,44.0142,58,136,1.0,66,8,36,23,93,颗粒物(PM10)
长春市,食品厂,1119A,2024-11-06T1400,125.3325,43.9166,10,20,0.2,14,6,51,31,20,—
长春市,客车厂,1120A,2024-11-06T1400,125.2863,43.9027,12,15,—,13,8,54,37,—,—
长春市,邮电学院,1121A,2024-11-06T1400,125.2841,43.8463,10,17,0.2,12,9,56,34,18,—
长春市,劳动公园,1122A,2024-11-06T1400,125.3716,43.8772,9,27,0.4,11,10,61,39,27,—
长春市,园林处,1123A,2024-11-06T1400,125.3297,43.8805,12,24,0.3,11,7,53,36,24,—
长春市,净月潭,1124A,2024-11-06T1400,125.4605,43.79,8,17,0.2,6,7,57,37,18,—
长春市,甩湾子,1125A,2024-11-06T1400,125.7194,43.515,7,10,0.7,7,6,47,29,15,—
长春市,经开区环卫处,1126A,2024-11-06T1400,125.3863,43.8447,8,15,0.3,12,10,56,35,18,—
长春市,高新区管委会,1127A,2024-11-06T1400,125.245,43.7783,6,24,0.5,10,7,55,36,24,—
长春市,岱山公园,1128A,2024-11-06T1400,125.1761,43.8325,10,22,0.4,7,6,52,32,22,—
长沙市,经开区环保局,1335A,2024-11-06T1400,113.0833,28.2325,34,57,0.5,16,3,145,82,54,颗粒物(PM10)
长沙市,高开区环保局,1336A,2024-11-06T1400,112.8872,28.2189,42,66,0.4,9,6,144,80,59,细颗粒物(PM2.5)
长沙市,马坡岭,1337A,2024-11-06T1400,113.0792,28.2053,40,58,0.5,15,5,141,82,57,细颗粒物(PM2.5)
长沙市,湖南师范大学,1338A,2024-11-06T1400,112.9394,28.19,40,73,0.6,13,4,149,93,62,颗粒物(PM10)
长沙市,雨花区环保局,1339A,2024-11-06T1400,113.0178,28.1322,46,75,0.5,14,6,147,84,64,细颗粒物(PM2.5)
长沙市,伍家岭,1340A,2024-11-06T1400,112.9792,28.2597,46,72,0.7,14,5,148,74,64,细颗粒物(PM2.5)
长沙市,火车新站,1341A,2024-11-06T1400,113.0014,28.1944,46,71,0.6,14,6,144,84,64,细颗粒物(PM2.5)
长沙市,天心区环保局,1342A,2024-11-06T1400,112.9844,28.1178,40,70,0.4,19,6,143,80,60,颗粒物(PM10)
长沙市,湖南中医药大学,1343A,2024-11-06T1400,112.8908,28.1308,42,82,0.7,13,9,160,92,66,颗粒物(PM10)
长沙市,沙坪,1344A,2024-11-06T1400,112.9581,28.3611,41,60,0.5,12,10,144,79,58,细颗粒物(PM2.5)
长治市,清华站,1727A,2024-11-06T1400,113.1147,36.1547,24,57,0.5,15,12,110,52,54,颗粒物(PM10)
长治市,监测站,1728A,2024-11-06T1400,113.1031,36.1989,24,47,0.5,10,12,111,42,47,—
长治市,审计局,1730A,2024-11-06T1400,113.0886,36.2125,27,53,0.5,10,7,108,44,52,颗粒物(PM10)
长治市,长治八中,1731A,2024-11-06T1400,113.0844,36.1856,23,55,0.5,13,9,113,42,53,颗粒物(PM10)
长治市,德盛苑,2845A,2024-11-06T1400,113.1569,36.1911,19,39,0.5,17,8,112,72,39,—
长治市,向阳小学,3568A,2024-11-06T1400,113.06,36.0464,26,50,0.4,20,11,113,80,50,—
长治市,屯留一中,3569A,2024-11-06T1400,112.8792,36.3144,29,50,1.2,16,8,113,53,50,—
长治市,潞城四中,3570A,2024-11-06T1400,113.235,36.3489,50,78,0.6,29,9,103,52,69,细颗粒物(PM2.5)
常德市,市二中,1854A,2024-11-06T1400,111.6975,28.9703,58,104,0.7,14,7,153,68,79,细颗粒物(PM2.5)
常德市,白鹤山,1857A,2024-11-06T1400,111.7158,29.1456,—,—,—,—,—,—,—,—,—
常德市,武陵区永安,3138A,2024-11-06T1400,111.7153,29.0289,53,108,0.9,16,10,153,82,79,颗粒物(PM10)
常德市,鼎城区玉霞,3139A,2024-11-06T1400,111.6892,28.9881,55,105,0.9,14,8,155,70,78,颗粒物(PM10)
常德市,武陵区长庚,3140A,2024-11-06T1400,111.6625,29.0531,58,105,0.8,18,7,160,81,79,细颗粒物(PM2.5)
常州市,市监测站,1196A,2024-11-06T1400,119.9633,31.762,18,40,0.3,15,8,111,73,40,—
常州市,武进监测站,1200A,2024-11-06T1400,119.9468,31.7069,17,32,0.4,8,13,105,70,33,—
常州市,安家,1201A,2024-11-06T1400,119.9255,31.9087,16,36,0.3,14,8,106,65,36,—
常州市,行政中心,3002A,2024-11-06T1400,119.9805,31.8174,24,35,0.5,12,1,104,69,35,—
常州市,经开区,3003A,2024-11-06T1400,120.0522,31.7748,17,44,0.3,20,8,109,64,44,—
常州市,钟楼,3010A,2024-11-06T1400,119.9025,31.7964,15,33,0.5,13,8,104,70,33,—
常州市,武进经发区,3429A,2024-11-06T1400,119.8598,31.7066,17,37,0.3,9,8,108,66,37,—
常州市,金坛城区,3430A,2024-11-06T1400,119.5826,31.7245,17,29,0.3,10,6,113,74,36,—
朝阳市,西梁,2220A,2024-11-06T1400,120.4318,41.5881,15,20,0.5,9,14,63,33,22,—
朝阳市,河畔小区,2221A,2024-11-06T1400,120.4521,41.5646,—,—,—,8,12,65,32,—,—
朝阳市,八里堡,2222A,2024-11-06T1400,120.4176,41.5648,18,31,0.7,9,12,66,32,31,—
朝阳市,农业园区,2223A,2024-11-06T1400,120.3806,41.5969,19,105,1.3,15,17,60,—,78,颗粒物(PM10)
潮州市,西园路,1705A,2024-11-06T1400,116.6367,23.6719,27,42,0.3,—,4,93,79,—,—
潮州市,市政府,3026A,2024-11-06T1400,116.6183,23.6608,19,34,0.6,7,6,99,80,34,—
潮州市,金山,4036A,2024-11-06T1400,116.6461,23.6761,25,34,0.7,6,8,97,80,36,—
郴州市,马头岭,2472A,2024-11-06T1400,113.0073,25.9061,25,56,0.9,13,25,121,82,53,颗粒物(PM10)
郴州市,市职中,2473A,2024-11-06T1400,113.0116,25.8226,39,50,0.8,9,25,136,83,55,细颗粒物(PM2.5)
郴州市,兴隆步行街,2474A,2024-11-06T1400,113.0161,25.8001,48,72,0.7,13,25,132,96,67,细颗粒物(PM2.5)
郴州市,市审计局,2475A,2024-11-06T1400,113.0383,25.8071,43,51,0.7,8,27,138,95,60,细颗粒物(PM2.5)
郴州市,市环保局,2476A,2024-11-06T1400,113.0348,25.7759,31,65,0.7,8,24,125,93,58,颗粒物(PM10)
成都市,金泉两河,1431A,2024-11-06T1400,103.9728,30.7236,26,58,0.5,25,3,39,20,54,颗粒物(PM10)
成都市,十里店,1432A,2024-11-06T1400,104.176,30.6872,10,26,0.4,20,3,70,22,26,—
成都市,三瓦窑,1433A,2024-11-06T1400,104.079,30.5706,37,46,0.4,25,2,56,28,53,细颗粒物(PM2.5)
成都市,沙河铺,1434A,2024-11-06T1400,104.1114,30.63,20,30,0.4,23,4,66,28,30,—
成都市,君平街,1437A,2024-11-06T1400,104.0786,30.6531,42,76,0.7,46,6,20,22,63,颗粒物(PM10)
成都市,灵岩寺,1438A,2024-11-06T1400,103.613,31.0283,—,—,—,—,—,—,—,—,—
成都市,大石西路,2880A,2024-11-06T1400,104.0239,30.65639,44,72,0.7,41,4,20,19,62,细颗粒物(PM2.5)
成都市,龙泉驿区区政府,3136A,2024-11-06T1400,104.2725,30.5589,17,19,0.4,10,3,78,46,25,—
成都市,金博路,3357A,2024-11-06T1400,104.0106,30.6931,40,69,0.5,32,3,27,16,60,颗粒物(PM10)
成都市,华阳,3359A,2024-11-06T1400,104.0578,30.5225,29,44,0.5,14,2,53,22,44,—
成都市,车城东七路,3487A,2024-11-06T1400,104.2394,30.5319,25,37,0.5,15,2,69,25,37,—
成都市,青白江技师分院,3488A,2024-11-06T1400,104.3853,30.7453,3,19,0.5,9,5,81,33,26,—
成都市,科学城,3489A,2024-11-06T1400,104.0789,30.4072,36,50,0.6,29,4,—,21,—,—
成都市,光华大道三段,4011A,2024-11-06T1400,103.8506,30.6947,38,62,0.5,22,5,55,40,56,颗粒物(PM10)
承德市,铁路,1062A,2024-11-06T1400,117.9531,40.9081,3,12,0.3,19,10,47,24,15,—
承德市,中国银行,1063A,2024-11-06T1400,117.9392,40.9763,3,10,0.4,15,8,54,24,17,—
承德市,开发区,1064A,2024-11-06T1400,117.9503,40.928,7,29,0.3,16,9,59,27,29,—
承德市,文化中心,1065A,2024-11-06T1400,117.8051,40.9655,7,25,1.2,16,33,54,20,25,—
承德市,离宫,1066A,2024-11-06T1400,117.9268,41.0026,13,16,0.5,21,11,38,22,19,—
池州市,池州学院,2314A,2024-11-06T1400,117.47,30.6618,26,59,0.5,16,9,122,73,55,颗粒物(PM10)
池州市,展览馆,3237A,2024-11-06T1400,117.4918,30.6617,31,53,0.4,15,8,121,72,52,颗粒物(PM10)
池州市,第八中学,3333A,2024-11-06T1400,117.5627,30.695,30,53,0.4,15,7,119,68,52,颗粒物(PM10)
池州市,第十二中学,3334A,2024-11-06T1400,117.5038,30.6243,23,53,0.4,15,5,125,77,52,颗粒物(PM10)
赤峰市,松山一中,1744A,2024-11-06T1400,118.9233,42.2816,8,21,0.4,12,10,72,28,23,—
赤峰市,哈达街,1745A,2024-11-06T1400,118.9576,42.2728,9,15,0.4,14,6,73,35,23,—
赤峰市,天义路,1746A,2024-11-06T1400,118.8788,42.2554,10,—,0.3,11,7,75,33,24,—
赤峰市,银河街,3058A,2024-11-06T1400,119.2658,42.0353,36,56,0.5,14,18,66,32,53,颗粒物(PM10)
赤峰市,桥北物流园区,3286A,2024-11-06T1400,118.9359,42.3147,16,25,1.0,20,26,68,31,25,—
崇左市,市环保局江州分局,2521A,2024-11-06T1400,107.3476,22.4136,34,60,0.7,5,5,140,81,55,颗粒物(PM10)
崇左市,城南新区,2522A,2024-11-06T1400,107.3702,22.3707,40,56,0.6,5,8,148,82,57,细颗粒物(PM2.5)
滁州市,老年大学,2298A,2024-11-06T1400,118.3093,32.3153,12,31,0.2,12,3,106,—,34,—
滁州市,人大宾馆,2299A,2024-11-06T1400,118.3244,32.2786,16,26,0.3,13,7,103,61,33,—
滁州市,市政府原办公楼,3207A,2024-11-06T1400,118.3118,32.3038,15,24,0.3,13,5,103,61,33,—
滁州市,图书馆,3331A,2024-11-06T1400,118.3267,32.2634,13,29,0.2,11,5,103,64,33,—
楚雄彝族自治州,州环境监测站,2605A,2024-11-06T1400,101.5482,25.0441,39,42,0.7,8,6,74,35,55,细颗粒物(PM2.5)
楚雄彝族自治州,市经济开发区,2606A,2024-11-06T1400,101.538,25.0492,38,41,0.7,9,7,72,33,54,细颗粒物(PM2.5)
