area,positionname,stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
梧州市,龙圩,2497A,2024-11-06T1400,111.247,23.4189,39,61,0.8,5,10,136,118,56,颗粒物(PM10)
梧州市,龙新,2498A,2024-11-06T1400,111.2711,23.4835,39,62,0.6,8,9,151,124,56,颗粒物(PM10)
五家渠市,农水大厦,2711A,2024-11-06T1400,87.5475,44.1756,71,111,0.8,26,14,68,18,95,细颗粒物(PM2.5)
五家渠市,经开区管委会,3441A,2024-11-06T1400,87.546,44.1912,—,—,—,—,—,—,14,—,—
武汉市,东湖梨园,1325A,2024-11-06T1400,114.3677,30.5584,29,44,0.7,17,12,150,89,47,—
武汉市,汉阳月湖,1326A,2024-11-06T1400,114.2529,30.558,31,49,0.7,14,12,146,82,49,—
武汉市,汉口花桥,1327A,2024-11-06T1400,114.282,30.6189,39,55,0.8,21,15,127,80,55,细颗粒物(PM2.5)
武汉市,武昌紫阳,1328A,2024-11-06T1400,114.3025,30.5332,34,56,0.8,13,13,148,86,53,颗粒物(PM10)
武汉市,青山钢花,1329A,2024-11-06T1400,114.3646,30.6217,41,66,0.7,24,14,143,78,58,"颗粒物(PM10),细颗粒物(PM2.5)"
武汉市,沌口新区,1330A,2024-11-06T1400,114.1566,30.4825,42,52,0.7,19,12,132,81,59,细颗粒物(PM2.5)
武汉市,汉口江滩,1331A,2024-11-06T1400,114.3014,30.5944,39,61,—,26,13,—,71,—,—
武汉市,吴家山,1333A,2024-11-06T1400,114.135,30.6319,32,58,0.8,21,11,140,83,54,颗粒物(PM10)
武汉市,沉湖七壕,1334A,2024-11-06T1400,113.8454,30.2917,28,58,0.6,16,8,143,80,54,颗粒物(PM10)
武汉市,民族大道182号,3153A,2024-11-06T1400,114.3877,30.4908,39,45,0.6,19,12,146,90,55,细颗粒物(PM2.5)
武威市,监测站,2652A,2024-11-06T1400,102.6201,37.9251,15,45,0.3,11,7,80,33,45,—
武威市,东关招商场,3201A,2024-11-06T1400,102.6486,37.9325,16,45,0.3,10,6,78,33,45,—
西安市,高压开关厂,1462A,2024-11-06T1400,108.882,34.2749,124,177,0.9,57,9,70,24,163,细颗粒物(PM2.5)
西安市,兴庆小区,1463A,2024-11-06T1400,108.993,34.2629,52,121,0.8,49,8,69,20,86,颗粒物(PM10)
西安市,纺织城,1464A,2024-11-06T1400,109.06,34.2572,72,162,0.8,40,12,80,26,106,颗粒物(PM10)
西安市,小寨,1465A,2024-11-06T1400,108.9356,34.2173,—,164,—,51,—,65,20,107,颗粒物(PM10)
西安市,市人民体育场,1466A,2024-11-06T1400,108.954,34.2713,106,167,0.9,52,8,69,25,139,细颗粒物(PM2.5)
西安市,高新西区,1467A,2024-11-06T1400,108.8922,34.2322,123,143,0.9,57,8,63,22,162,细颗粒物(PM2.5)
西安市,经开区,1468A,2024-11-06T1400,108.935,34.3474,83,128,0.5,29,11,83,28,110,细颗粒物(PM2.5)
西安市,长安区,1469A,2024-11-06T1400,108.906,34.1546,112,185,0.8,72,8,61,27,147,细颗粒物(PM2.5)
西安市,临潼区,1471A,2024-11-06T1400,109.2186,34.3731,69,115,0.6,33,11,71,33,93,细颗粒物(PM2.5)
西安市,草滩,1472A,2024-11-06T1400,108.869,34.378,65,118,0.3,23,6,86,34,88,细颗粒物(PM2.5)
西安市,曲江文化产业集团,1473A,2024-11-06T1400,108.985,34.1978,118,163,0.9,51,10,68,22,155,细颗粒物(PM2.5)
西安市,广运潭,1474A,2024-11-06T1400,109.051,34.3213,71,104,0.5,36,9,80,27,95,细颗粒物(PM2.5)
西安市,文体局,3524A,2024-11-06T1400,108.6116,34.1164,106,131,0.9,26,14,105,41,139,细颗粒物(PM2.5)
西安市,无线电监控中心,3605A,2024-11-06T1400,109.09,34.5236,64,73,0.6,24,14,90,42,87,细颗粒物(PM2.5)
西宁市,第五水厂,1483A,2024-11-06T1400,101.524,36.6867,—,—,—,—,—,—,—,—,—
西宁市,城北区政府,3055A,2024-11-06T1400,101.7775,36.6428,20,35,0.7,22,17,101,38,35,—
西宁市,世纪职校,3629A,2024-11-06T1400,101.8305,36.5786,49,62,1.0,40,30,86,32,68,细颗粒物(PM2.5)
西宁市,师大城西校区,3630A,2024-11-06T1400,101.7413,36.6397,—,—,0.8,—,19,96,33,—,—
西双版纳傣族自治州,景洪市江南,2612A,2024-11-06T1400,100.7939,22.0019,15,25,0.7,18,7,45,41,25,—
西双版纳傣族自治州,景洪市江北,2613A,2024-11-06T1400,100.8017,22.0225,21,28,0.7,9,6,56,50,30,—
西咸新区,北杜,3606A,2024-11-06T1400,108.7108,34.46,66,77,0.5,29,14,104,42,89,细颗粒物(PM2.5)
西咸新区,同德佳苑,3607A,2024-11-06T1400,108.7096,34.2956,117,133,0.7,32,10,94,38,153,细颗粒物(PM2.5)
西咸新区,崇文塔,3608A,2024-11-06T1400,108.8558,34.4978,46,99,0.6,27,11,100,43,75,颗粒物(PM10)
锡林郭勒盟,市环保监测站,2202A,2024-11-06T1400,116.1042,43.9317,3,9,0.2,5,7,80,52,25,—
锡林郭勒盟,市政府,2203A,2024-11-06T1400,116.0781,43.9311,3,11,0.2,3,9,80,55,25,—
厦门市,溪东,1286A,2024-11-06T1400,118.1608,24.8169,—,—,—,—,—,—,—,—,—
厦门市,洪文,1287A,2024-11-06T1400,118.1514,24.4767,12,37,0.4,3,2,102,90,37,—
厦门市,鼓浪屿,1288A,2024-11-06T1400,118.0661,24.4444,13,32,0.3,11,2,110,96,35,—
厦门市,湖里中学,2842A,2024-11-06T1400,118.0936,24.5058,15,34,0.3,9,2,83,83,34,—
厦门市,集美中学,3527A,2024-11-06T1400,118.0958,24.5688,10,26,0.2,7,1,106,94,34,—
厦门市,同安二实小,3528A,2024-11-06T1400,118.1493,24.7245,10,18,0.2,6,2,110,102,35,—
咸宁市,森林公园,2447A,2024-11-06T1400,114.3175,29.8142,19,24,0.7,12,7,126,100,40,—
咸宁市,市发改委,2448A,2024-11-06T1400,114.3107,29.8454,21,43,0.5,11,6,139,98,44,—
咸宁市,咸安区政府,2449A,2024-11-06T1400,114.2936,29.8566,20,39,0.5,11,6,142,103,45,—
咸宁市,长江产业园,3655A,2024-11-06T1400,114.3375,29.8683,24,45,0.5,14,8,144,99,45,—
咸阳市,气象站,1918A,2024-11-06T1400,108.7197,34.3956,—,—,—,—,—,—,—,—,—
咸阳市,实验中学,1919A,2024-11-06T1400,108.673,34.3155,131,156,0.8,29,11,107,45,173,细颗粒物(PM2.5)
咸阳市,师范学院,1920A,2024-11-06T1400,108.7233,34.3617,113,139,0.8,37,13,88,42,148,细颗粒物(PM2.5)
咸阳市,两寺渡,3165A,2024-11-06T1400,108.6594,34.2969,124,165,0.9,31,14,101,38,163,细颗粒物(PM2.5)
咸阳市,奥体中心,3525A,2024-11-06T1400,108.6396,34.4078,80,126,0.7,34,15,86,42,107,细颗粒物(PM2.5)
湘潭市,板塘,1508A,2024-11-06T1400,112.9433,27.8614,36,56,0.5,13,5,143,85,53,颗粒物(PM10)
湘潭市,市监测站,1511A,2024-11-06T1400,112.9118,27.8403,32,63,0.5,13,5,150,90,57,颗粒物(PM10)
湘潭市,江麓,1512A,2024-11-06T1400,112.8937,27.8728,42,59,0.5,15,5,154,103,59,细颗粒物(PM2.5)
湘潭市,岳塘,1513A,2024-11-06T1400,112.9227,27.8159,31,54,0.4,12,5,144,86,52,颗粒物(PM10)
湘潭市,科大,1514A,2024-11-06T1400,112.9074,27.9119,46,71,0.3,18,4,154,93,64,细颗粒物(PM2.5)
湘潭市,昭山,1562A,2024-11-06T1400,113.0048,27.9153,39,—,0.5,16,6,142,73,—,—
湘潭市,韶山,1564A,2024-11-06T1400,112.4876,27.9164,34,56,0.8,12,7,148,116,53,颗粒物(PM10)
湘西土家族苗族自治州,跃进水库,2492A,2024-11-06T1400,109.6414,28.2558,31,45,0.6,5,8,64,36,45,—
湘西土家族苗族自治州,州政府,2493A,2024-11-06T1400,109.7325,28.3169,41,54,0.8,8,9,137,72,58,细颗粒物(PM2.5)
湘西土家族苗族自治州,吉首市计生局,2494A,2024-11-06T1400,109.6958,28.2675,41,75,0.7,15,11,144,76,63,颗粒物(PM10)
襄阳市,襄城运动路,2432A,2024-11-06T1400,112.155,32.0197,59,115,0.8,21,12,114,52,83,颗粒物(PM10)
襄阳市,樊城新华路,2433A,2024-11-06T1400,112.1392,32.0564,63,120,0.5,23,11,110,48,85,"颗粒物(PM10),细颗粒物(PM2.5)"
襄阳市,高新管委会,2434A,2024-11-06T1400,112.1825,32.1142,72,116,0.6,25,9,125,52,97,细颗粒物(PM2.5)
襄阳市,襄州航空路,2435A,2024-11-06T1400,112.2106,32.0903,85,110,0.8,24,12,122,52,113,细颗粒物(PM2.5)
襄阳市,襄城隆中路,3396A,2024-11-06T1400,112.0828,32.0067,55,108,0.7,24,12,109,56,79,颗粒物(PM10)
襄阳市,高新台子湾,3397A,2024-11-06T1400,112.1214,32.1008,50,124,0.7,25,10,109,48,87,颗粒物(PM10)
孝感市,文化路,2443A,2024-11-06T1400,113.9153,30.9285,36,61,0.6,21,10,143,85,56,颗粒物(PM10)
孝感市,东城区,2444A,2024-11-06T1400,113.942,30.9075,30,48,0.7,25,10,136,78,48,—
忻州市,开发区,2181A,2024-11-06T1400,112.7383,38.4519,56,91,0.7,45,23,48,27,77,细颗粒物(PM2.5)
忻州市,会展中心,2182A,2024-11-06T1400,112.7003,38.4928,39,69,0.9,38,18,55,23,60,颗粒物(PM10)
忻州市,市政府,3208A,2024-11-06T1400,112.7283,38.4153,42,81,0.6,42,17,55,30,66,颗粒物(PM10)
新乡市,环保西院,2389A,2024-11-06T1400,113.836,35.311,48,85,0.2,14,4,105,42,68,颗粒物(PM10)
新乡市,开发区,2390A,2024-11-06T1400,113.884,35.272,51,82,0.5,15,7,113,44,70,细颗粒物(PM2.5)
新乡市,环保东院,2391A,2024-11-06T1400,113.883,35.303,46,76,0.4,20,4,112,48,64,细颗粒物(PM2.5)
新乡市,市委党校,3054A,2024-11-06T1400,113.9194,35.2847,54,91,0.5,25,8,107,43,74,细颗粒物(PM2.5)
新乡市,市政府,3475A,2024-11-06T1400,113.9188,35.3045,67,90,0.4,17,8,106,41,90,细颗粒物(PM2.5)
新乡市,河师大,3476A,2024-11-06T1400,113.9135,35.3327,53,85,0.7,23,8,104,43,73,细颗粒物(PM2.5)
新乡市,行政服务中心,3689A,2024-11-06T1400,113.9003,35.372,41,80,0.7,25,5,98,37,65,颗粒物(PM10)
新余市,北岗,2352A,2024-11-06T1400,115.0861,27.9317,—,—,—,—,—,—,—,—,—
新余市,飞宇,2353A,2024-11-06T1400,114.9886,27.8431,12,41,0.2,17,11,137,96,43,—
新余市,第二水厂,2354A,2024-11-06T1400,114.9231,27.8246,20,39,0.3,5,13,137,100,43,—
新余市,市气象局,2355A,2024-11-06T1400,114.9308,27.8036,17,38,0,20,9,127,91,40,—
新余市,新钢沁园村,3206A,2024-11-06T1400,114.9149,27.807,22,48,0.2,12,12,131,95,48,—
信阳市,平桥分局,2054A,2024-11-06T1400,114.1099,32.1059,34,51,0.5,16,6,130,54,51,颗粒物(PM10)
信阳市,南湾水厂,2064A,2024-11-06T1400,113.9956,32.1271,36,68,0.6,18,5,126,68,59,颗粒物(PM10)
信阳市,市酿酒公司,2065A,2024-11-06T1400,114.0775,32.1195,37,56,0.6,13,5,125,64,53,"颗粒物(PM10),细颗粒物(PM2.5)"
信阳市,审计局,2066A,2024-11-06T1400,114.0609,32.1399,33,52,0.5,14,7,132,65,51,颗粒物(PM10)
兴安盟,胜华新制药厂,2200A,2024-11-06T1400,122.0392,46.0656,15,15,0.3,3,2,58,34,22,—
兴安盟,科右前旗环保局,2201A,2024-11-06T1400,121.9504,46.0741,9,9,0.5,2,3,61,32,20,—
兴安盟,北滨河,3035A,2024-11-06T1400,122.0931,46.0707,16,32,0.6,4,3,62,28,32,—
邢台市,达活泉,1077A,2024-11-06T1400,114.4704,37.0886,51,83,0.4,30,8,82,26,70,细颗粒物(PM2.5)
邢台市,邢师高专,1078A,2024-11-06T1400,114.5062,37.0349,58,86,0.6,27,8,88,30,79,细颗粒物(PM2.5)
邢台市,路桥公司,1079A,2024-11-06T1400,114.5237,37.0851,56,82,0.4,26,14,86,27,77,细颗粒物(PM2.5)
邢台市,市环保局,1080A,2024-11-06T1400,114.4725,37.0719,43,—,0.3,28,8,75,28,60,细颗粒物(PM2.5)
雄安新区,容城县环境保护局,3584A,2024-11-06T1400,115.8844,39.0341,—,82,0.5,37,12,81,32,—,—
雄安新区,河北容城中学,3585A,2024-11-06T1400,115.8665,39.0645,39,82,0.7,38,11,67,24,66,颗粒物(PM10)
雄安新区,安新县民政局,3586A,2024-11-06T1400,115.923,38.9405,27,72,0.4,35,11,75,36,61,颗粒物(PM10)
雄安新区,安新县电力局,3587A,2024-11-06T1400,115.9324,38.9338,42,78,0.5,30,12,65,28,64,颗粒物(PM10)
雄安新区,雄县环境保护局,3588A,2024-11-06T1400,116.0901,38.9816,36,85,0.3,34,8,69,34,68,颗粒物(PM10)
雄安新区,雄县国土资源局,3589A,2024-11-06T1400,116.1105,39.0046,41,62,0.1,30,7,64,27,58,细颗粒物(PM2.5)
徐州市,黄河新村,1177A,2024-11-06T1400,117.179,34.2761,44,73,0.6,34,10,95,45,62,"颗粒物(PM10),细颗粒物(PM2.5)"
徐州市,淮塔,1178A,2024-11-06T1400,117.1918,34.2384,47,79,0.5,32,12,102,49,65,"颗粒物(PM10),细颗粒物(PM2.5)"
徐州市,新城区,1180A,2024-11-06T1400,117.256,34.2153,36,76,0.4,32,14,93,44,63,颗粒物(PM10)
徐州市,桃园路,1181A,2024-11-06T1400,117.244,34.2911,43,75,0.6,27,13,97,44,63,颗粒物(PM10)
徐州市,农科院,1182A,2024-11-06T1400,117.2933,34.2778,47,70,0.7,33,14,96,46,65,细颗粒物(PM2.5)
徐州市,鼓楼区政府,3005A,2024-11-06T1400,117.1814,34.29,36,54,0.7,28,10,88,41,52,"颗粒物(PM10),细颗粒物(PM2.5)"
徐州市,铜山区招生办,3006A,2024-11-06T1400,117.1694,34.1781,42,73,0.5,32,11,106,48,62,颗粒物(PM10)
徐州市,大泉街道,3288A,2024-11-06T1400,117.4754,34.4422,46,76,0.7,—,12,105,56,—,—
许昌市,监测站,2396A,2024-11-06T1400,113.8276,34.0159,80,89,0.7,18,10,107,55,107,细颗粒物(PM2.5)
许昌市,开发区,2398A,2024-11-06T1400,113.7906,33.9953,74,131,—,24,—,114,53,—,—
许昌市,市一中,3134A,2024-11-06T1400,113.8172,34.0339,—,—,0.8,25,—,107,49,—,—
许昌市,许昌学院,3337A,2024-11-06T1400,113.8614,34.0442,74,102,0.5,28,13,118,58,99,细颗粒物(PM2.5)
许昌市,芙蓉广场,3338A,2024-11-06T1400,113.843,34.0823,70,92,0.4,18,9,116,48,94,细颗粒物(PM2.5)
许昌市,建安区兴业大厦,3597A,2024-11-06T1400,113.8134,34.1251,56,107,0.4,18,8,114,47,79,颗粒物(PM10)
宣城市,鳌峰子站,2316A,2024-11-06T1400,118.7581,30.9454,23,23,0.4,11,6,106,58,34,—
宣城市,敬亭山子站,2317A,2024-11-06T1400,118.7385,30.9743,22,26,0.5,16,6,104,60,33,—
宣城市,开发区子站,2318A,2024-11-06T1400,118.7173,30.9427,18,38,0.5,12,6,96,58,38,—
宣城市,夏渡子站,3470A,2024-11-06T1400,118.7724,30.9141,25,31,0.3,—,—,107,51,—,—
雅安市,建安厂,2554A,2024-11-06T1400,103.0475,30.02,47,72,0.4,26,6,48,20,65,细颗粒物(PM2.5)
雅安市,市政府,2555A,2024-11-06T1400,103.0111,29.9833,52,—,0.5,25,6,45,27,—,—
雅安市,川农大,2556A,2024-11-06T1400,102.9905,29.9775,42,53,0.4,25,5,46,27,59,细颗粒物(PM2.5)
雅安市,康养中心,3700A,2024-11-06T1400,103.0456,29.9956,59,70,—,23,5,68,65,—,—
烟台市,开发区,1642A,2024-11-06T1400,121.2514,37.5639,3,17,0.4,4,3,71,43,23,—
烟台市,轴承厂,1643A,2024-11-06T1400,121.3719,37.5433,8,12,0.2,10,8,69,41,22,—
烟台市,西郊化工站,1644A,2024-11-06T1400,121.3181,37.5436,8,17,0.5,13,7,69,44,22,—
烟台市,莱山环保局,1645A,2024-11-06T1400,121.4478,37.4822,6,12,0.4,4,2,75,44,24,—
烟台市,福山环保局,1646A,2024-11-06T1400,121.2611,37.4967,14,34,0.5,23,12,69,41,34,—
烟台市,牟平检察院,3057A,2024-11-06T1400,121.5992,37.4014,10,14,0.4,6,7,78,50,25,—
烟台市,中国农业大学,3366A,2024-11-06T1400,121.5206,37.4336,3,9,0.2,10,2,74,43,24,—
延安市,枣园,1926A,2024-11-06T1400,109.4131,36.6275,24,35,0.5,11,7,103,34,35,—
延安市,延大医附院,1927A,2024-11-06T1400,109.4761,36.6028,27,62,0.6,12,8,104,35,56,颗粒物(PM10)
延安市,百米大道,1929A,2024-11-06T1400,109.5056,36.6106,26,53,0.5,15,6,99,30,52,颗粒物(PM10)
延安市,西北局旧址,3652A,2024-11-06T1400,109.4809,36.5786,24,52,0.7,16,6,97,36,51,颗粒物(PM10)
延边朝鲜族自治州,妇幼医院,2237A,2024-11-06T1400,129.47,42.8883,75,89,0.6,10,7,67,52,100,细颗粒物(PM2.5)
延边朝鲜族自治州,延边医院,2238A,2024-11-06T1400,129.5055,42.9108,72,82,0.5,12,4,67,56,97,细颗粒物(PM2.5)
延边朝鲜族自治州,朝阳川镇医院,2239A,2024-11-06T1400,129.3964,42.8881,61,69,0.6,7,3,71,59,83,细颗粒物(PM2.5)
盐城市,盐城电厂,1215A,2024-11-06T1400,120.118,33.4022,7,22,0.5,11,5,99,52,31,—
盐城市,市监测站,1216A,2024-11-06T1400,120.156,33.3942,7,20,0.5,15,—,100,60,—,—
盐城市,开发区管委会,1218A,2024-11-06T1400,120.2144,33.38,3,23,0.6,15,5,102,67,32,—
盐城市,宝龙广场,3004A,2024-11-06T1400,120.1544,33.3663,9,17,0.4,11,6,104,63,33,—
盐城市,月亮广场,3293A,2024-11-06T1400,120.1501,33.3367,3,10,0.6,9,6,104,64,33,—
盐城市,大丰高级中学,3436A,2024-11-06T1400,120.4279,33.205,3,19,0.6,7,4,106,72,34,—
扬州市,邗江监测站,1186A,2024-11-06T1400,119.389,32.3761,10,34,0.5,13,6,100,61,34,—
扬州市,五台山医院,2869A,2024-11-06T1400,119.447,32.4155,10,21,0.6,11,4,101,61,32,—
扬州市,广陵建设局,3164A,2024-11-06T1400,119.4686,32.3942,9,16,0.3,10,5,96,56,30,—
扬州市,市体育局,3195A,2024-11-06T1400,119.3633,32.3972,10,29,0.4,16,3,99,60,31,—
扬州市,引江管理处,3294A,2024-11-06T1400,119.5653,32.4222,3,12,0.4,12,4,102,61,32,—
阳江市,鸳鸯湖,1699A,2024-11-06T1400,111.9797,21.8593,35,39,0.7,11,10,152,121,50,—
阳江市,马南垌,1701A,2024-11-06T1400,111.9491,21.8658,28,38,0.5,8,7,140,112,44,—
阳江市,两阳中学,3317A,2024-11-06T1400,111.9765,21.8947,25,48,0.4,10,10,150,118,48,—
阳江市,阳东陶然,3453A,2024-11-06T1400,112.0125,21.8749,35,48,0.6,13,11,159,124,50,—
阳泉市,市中心,1738A,2024-11-06T1400,113.5758,37.8572,28,83,1.3,—,31,51,26,—,—
阳泉市,赛鱼,1739A,2024-11-06T1400,113.4894,37.8731,33,70,1.0,46,18,70,26,60,颗粒物(PM10)
阳泉市,南庄,1740A,2024-11-06T1400,113.5819,37.8486,30,89,1.0,48,30,67,22,70,颗粒物(PM10)
阳泉市,平坦,1742A,2024-11-06T1400,113.5614,37.8703,50,73,0.9,49,—,65,24,—,—
阳泉市,大阳泉,1743A,2024-11-06T1400,113.5158,37.8392,47,81,0.9,44,18,77,52,66,颗粒物(PM10)
阳泉市,龙柱,3619A,2024-11-06T1400,113.617,37.8571,41,72,1.1,43,30,74,22,61,颗粒物(PM10)
伊春市,环保局,2252A,2024-11-06T1400,128.5159,47.4311,3,19,0.3,5,2,50,40,19,—
伊春市,电力嘉园,2253A,2024-11-06T1400,128.9102,47.7412,15,23,0.5,4,6,51,41,23,—
伊春市,汤旺河国家公园,2254A,2024-11-06T1400,129.5029,48.471,3,6,0.1,6,6,7,34,6,—
伊春市,中心小学,3342A,2024-11-06T1400,128.4741,47.4346,3,18,0.4,3,3,54,43,18,—
伊春市,检察院,3343A,2024-11-06T1400,128.6871,47.7369,10,24,0.3,6,3,54,44,24,—
伊春市,双子河社区,3344A,2024-11-06T1400,128.8431,47.8474,3,8,0.6,5,4,—,39,—,—
伊春市,美溪镇,3480A,2024-11-06T1400,129.1368,47.6417,3,21,0.5,6,1,55,46,21,—
伊犁哈萨克自治州,市环保局,2703A,2024-11-06T1400,81.2815,43.9404,32,85,0.7,—,10,53,3,—,—
伊犁哈萨克自治州,新政府片区,2704A,2024-11-06T1400,81.2996,43.9174,43,73,0.8,23,11,52,18,62,颗粒物(PM10)
伊犁哈萨克自治州,第二水厂,2705A,2024-11-06T1400,81.3364,43.941,32,79,0.7,21,12,59,21,65,颗粒物(PM10)
宜宾市,石马中学,1882A,2024-11-06T1400,104.563,28.793,44,67,0.6,20,6,36,14,62,细颗粒物(PM2.5)
宜宾市,市委,1883A,2024-11-06T1400,104.6201,28.7728,45,63,0.6,27,8,35,15,63,细颗粒物(PM2.5)
宜宾市,宜宾四中,1884A,2024-11-06T1400,104.6055,28.793,48,67,0.6,35,8,32,15,67,细颗粒物(PM2.5)
宜宾市,市政府,1885A,2024-11-06T1400,104.639,28.7562,44,55,0.6,35,8,37,21,62,细颗粒物(PM2.5)
宜宾市,黄金嘴,1886A,2024-11-06T1400,104.5742,28.7199,46,69,0.7,32,11,32,17,64,细颗粒物(PM2.5)
宜宾市,白酒学院,3728A,2024-11-06T1400,104.68,28.8071,36,46,0.7,15,8,56,24,52,细颗粒物(PM2.5)
宜昌市,白龙岗,1840A,2024-11-06T1400,111.2992,30.6981,39,75,0.7,21,6,131,62,63,颗粒物(PM10)
宜昌市,伍家岗,1841A,2024-11-06T1400,111.3549,30.6465,39,59,0.6,19,7,138,54,55,"颗粒物(PM10),细颗粒物(PM2.5)"
宜昌市,点军区,1842A,2024-11-06T1400,111.2628,30.6961,39,76,0.6,22,9,140,69,63,颗粒物(PM10)
宜昌市,夷陵区,1843A,2024-11-06T1400,111.3275,30.7819,41,88,0.6,24,10,132,69,69,颗粒物(PM10)
宜昌市,猇亭区张家湾站,3546A,2024-11-06T1400,111.4606,30.552,42,87,0.7,26,12,131,81,69,颗粒物(PM10)
宜昌市,云深路,3653A,2024-11-06T1400,111.3119,30.7273,53,81,0.5,30,7,138,75,73,细颗粒物(PM2.5)
宜春市,槟榔水业,2371A,2024-11-06T1400,114.3408,27.8064,—,—,—,—,—,—,—,—,—
宜春市,市石油公司,2373A,2024-11-06T1400,114.3956,27.7844,—,—,—,—,—,—,—,—,—
宜春市,市气象局,2374A,2024-11-06T1400,114.3703,27.7914,17,40,0.8,8,11,129,81,41,—
宜春市,市广电局,2375A,2024-11-06T1400,114.4013,27.8074,16,46,0.8,10,8,127,85,46,—
宜春市,宜春学院北校区,3151A,2024-11-06T1400,114.375,27.8097,15,37,0.6,9,9,141,98,45,—
宜春市,万载县环保局,3415A,2024-11-06T1400,114.4519,28.0828,14,51,0.5,9,7,136,73,51,颗粒物(PM10)
益阳市,甘溪港,2467A,2024-11-06T1400,112.4067,28.6428,59,82,0.7,14,8,138,75,80,细颗粒物(PM2.5)
益阳市,市环保局,2468A,2024-11-06T1400,112.3458,28.5808,57,66,1.5,16,7,152,—,78,细颗粒物(PM2.5)
益阳市,市特殊教育学校,2469A,2024-11-06T1400,112.3437,28.5531,50,71,0.7,11,6,164,98,69,细颗粒物(PM2.5)
益阳市,资阳区政务中心,2470A,2024-11-06T1400,112.3347,28.6047,54,66,0.5,19,6,152,87,74,细颗粒物(PM2.5)
益阳市,赫山环保分局,2471A,2024-11-06T1400,112.3744,28.5819,83,95,0.7,13,6,156,94,110,细颗粒物(PM2.5)
银川市,贺兰山马莲口,1484A,2024-11-06T1400,105.9512,38.6016,—,—,—,—,—,—,—,—,—
银川市,贺兰山东路,1488A,2024-11-06T1400,106.2328,38.4975,49,87,1.3,38,97,70,30,69,颗粒物(PM10)
银川市,学院路,1489A,2024-11-06T1400,106.1358,38.5036,52,76,0.9,30,72,75,37,72,细颗粒物(PM2.5)
银川市,水乡路,2924A,2024-11-06T1400,106.2266,38.4418,65,101,1.0,50,16,78,32,88,细颗粒物(PM2.5)
银川市,上海东路,2925A,2024-11-06T1400,106.2757,38.4842,50,59,0.1,48,31,74,29,69,细颗粒物(PM2.5)
银川市,文昌北街,2926A,2024-11-06T1400,106.1015,38.497,38,58,0.7,20,44,86,41,54,"颗粒物(PM10),细颗粒物(PM2.5)"
银川市,滨河新区,3523A,2024-11-06T1400,106.5105,38.3856,51,80,0.6,26,21,118,51,70,细颗粒物(PM2.5)
鹰潭市,龙虎山,2357A,2024-11-06T1400,116.9822,28.1136,—,—,—,—,—,—,—,—,—
鹰潭市,新监测站,2358A,2024-11-06T1400,117.0564,28.2642,16,38,0.4,9,21,142,96,45,—
鹰潭市,财苑宾馆,2359A,2024-11-06T1400,117.0311,28.2475,14,37,0.2,7,21,137,97,43,—
鹰潭市,体育馆,2360A,2024-11-06T1400,117.0222,28.2264,21,43,0.3,1,22,139,102,44,—
鹰潭市,三川水表,2361A,2024-11-06T1400,117.0017,28.2131,23,42,0.2,11,22,138,98,44,—
营口市,大庆路,1597A,2024-11-06T1400,122.2703,40.7094,10,23,0.4,16,5,62,35,23,—
营口市,镜湖西路,1598A,2024-11-06T1400,122.2150,40.6511,9,25,0.5,22,6,62,39,25,—
营口市,西炮台,1599A,2024-11-06T1400,122.1658,40.6789,11,24,0.5,19,5,55,37,24,—
营口市,鲅鱼圈市民活动中心,3379A,2024-11-06T1400,122.1139,40.2278,23,46,1.1,34,16,45,37,46,—
营口市,三高中,3866A,2024-11-06T1400,122.2469,40.66302,20,29,0.6,26,5,56,35,29,—
营口市,老边实验小学,4006A,2024-11-06T1400,122.3622,40.6762,9,19,0.6,17,9,69,39,22,—
永州市,零陵南津渡,2477A,2024-11-06T1400,111.6217,26.2081,42,79,0.6,11,10,141,99,65,颗粒物(PM10)
永州市,市环境监测站,2478A,2024-11-06T1400,111.6156,26.4214,42,62,0.7,11,8,144,115,59,细颗粒物(PM2.5)
永州市,零陵区环保局,2479A,2024-11-06T1400,111.6236,26.2331,42,63,0.7,12,8,149,110,59,细颗粒物(PM2.5)
永州市,永州市环保局,2480A,2024-11-06T1400,111.5992,26.4364,40,56,0.8,16,9,151,124,57,细颗粒物(PM2.5)
永州市,冷水滩区环保局,2481A,2024-11-06T1400,111.5989,26.4519,40,60,0.7,13,10,144,113,57,细颗粒物(PM2.5)
榆林市,红石峡森林公园,2638A,2024-11-06T1400,109.7414,38.3344,—,—,—,—,—,—,—,—,—
榆林市,世纪广场,2639A,2024-11-06T1400,109.7456,38.2911,24,30,0.6,24,10,56,26,35,—
榆林市,实验中学,2640A,2024-11-06T1400,109.7289,38.2839,22,32,0.6,18,13,91,46,32,—
榆林市,环保监测大楼,2641A,2024-11-06T1400,109.7336,38.2478,26,36,0.7,18,11,87,43,38,—
玉林市,寒山水库,2509A,2024-11-06T1400,110.1106,22.7019,38,48,0.7,7,3,121,89,54,细颗粒物(PM2.5)
玉林市,市监测站,2510A,2024-11-06T1400,110.1675,22.6411,40,63,0.6,13,4,143,108,57,"颗粒物(PM10),细颗粒物(PM2.5)"
