area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2025-06-12T0000,6,17,0.5,10,12,44,76,17,
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2025-06-12T0000,24,26,0.5,18,5,28,89,35,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2025-06-12T0000,23,28,0.5,8,6,44,92,33,
阿克苏地区,电视台,80.292,41.1694,2025-06-12T0000,50,160,0.4,25,7,75,118,105,颗粒物(PM10)
阿克苏地区,艺术中心,80.2613,41.1551,2025-06-12T0000,,,,,,,108,,
阿拉善盟,西城区西花园,105.6467,38.8363,2025-06-12T0000,23,46,0.5,12,7,135,144,46,
阿拉善盟,蒙二幼,105.6985,38.8411,2025-06-12T0000,19,39,0.3,9,10,115,133,39,
阿拉善盟,环保局新楼,105.724,38.8516,2025-06-12T0000,14,40,0.2,5,10,135,148,43,
阿勒泰地区,市站,88.1264,47.8517,2025-06-12T0000,3,25,0.3,3,2,90,109,29,
阿里地区,阿里监测站,80.1161,32.5,2025-06-12T0000,11,12,0.4,20,2,114,156,36,
阿里地区,阿里藏医院,80.0903,32.5028,2025-06-12T0000,3,21,0.4,2,5,140,169,44,
安康市,香溪洞,109.0318,32.6537,2025-06-12T0000,12,44,0.4,6,6,123,140,44,
安康市,汉滨区检察院,109.0072,32.6975,2025-06-12T0000,13,50,0.5,16,6,,139,,
安康市,市邮政管理局,109.0325,32.6913,2025-06-12T0000,17,41,0.7,15,6,72,136,41,
安庆市,环科院,117.0809,30.5177,2025-06-12T0000,13,14,0.5,9,5,85,99,27,
安庆市,马山宾馆,117.0331,30.5119,2025-06-12T0000,13,16,0.5,10,5,79,101,25,
安庆市,安庆大学,116.9896,30.6145,2025-06-12T0000,17,23,0.5,8,4,95,110,30,
安庆市,市人大,117.0598,30.5351,2025-06-12T0000,16,19,0.4,12,4,86,106,27,
安顺市,伍家关,105.9606,26.2611,2025-06-12T0000,24,59,0.4,26,4,55,122,55,颗粒物(PM10)
安顺市,凤凰山,105.9408,26.2431,2025-06-12T0000,46,64,0.6,28,18,90,156,64,细颗粒物(PM2.5)
安顺市,金钟山,105.9439,26.2564,2025-06-12T0000,34,41,0.3,9,26,129,167,49,
安顺市,娄家坡,105.8983,26.2481,2025-06-12T0000,42,52,0.6,19,11,96,148,59,细颗粒物(PM2.5)
安阳市,棉研所,114.4839,36.0621,2025-06-12T0000,,,,,,,,,
安阳市,红庙街,114.3551,36.1017,2025-06-12T0000,32,70,0.4,1,5,141,208,60,颗粒物(PM10)
安阳市,银杏小区,114.361,36.0681,2025-06-12T0000,41,72,0.5,3,6,140,204,61,颗粒物(PM10)
安阳市,信访局,114.3922,36.0878,2025-06-12T0000,34,71,0.5,4,2,149,208,61,颗粒物(PM10)
安阳市,左辅环卫站,114.4705,36.0637,2025-06-12T0000,38,76,0.6,12,5,126,206,63,颗粒物(PM10)
安阳市,安钢职工学校,114.2917,36.0949,2025-06-12T0000,42,69,0.6,5,4,138,199,60,颗粒物(PM10)
鞍山市,深沟寺,123.044,41.1196,2025-06-12T0000,9,21,0.6,13,6,91,122,29,
鞍山市,太阳城,123.011,41.0931,2025-06-12T0000,11,23,0.7,16,8,88,122,28,
鞍山市,太平,123.0485,41.1442,2025-06-12T0000,8,21,0.6,13,9,90,121,29,
鞍山市,铁西三道街,122.9642,41.0971,2025-06-12T0000,18,41,1.0,33,10,82,130,41,
鞍山市,明达新区,123.022,41.0821,2025-06-12T0000,10,22,0.7,16,10,83,123,26,
鞍山市,千山,123.1289,41.0228,2025-06-12T0000,,,,,,,108,,
鞍山市,兴盛南路290号,122.9446,41.0826,2025-06-12T0000,13,43,0.8,35,11,83,132,43,
巴彦淖尔市,附二中,107.4212,40.761,2025-06-12T0000,22,35,0.4,8,7,82,157,35,
巴彦淖尔市,市环保大楼,107.37,40.7372,2025-06-12T0000,23,35,0.4,13,8,98,182,35,
巴音郭楞蒙古自治州,孔雀公园,86.1472,41.7538,2025-06-12T0000,48,206,0.2,6,8,109,120,128,颗粒物(PM10)
巴音郭楞蒙古自治州,棉纺厂,86.1972,41.7166,2025-06-12T0000,53,308,0.2,8,4,106,126,179,颗粒物(PM10)
巴音郭楞蒙古自治州,经济开发区,86.2357,41.7173,2025-06-12T0000,54,316,0.1,4,8,108,121,183,颗粒物(PM10)
巴中市,苏山坪,106.7677,31.8794,2025-06-12T0000,20,30,0.4,7,5,145,149,46,
巴中市,市五中,106.7768,31.8526,2025-06-12T0000,26,42,0.6,17,7,67,150,42,
巴中市,圣泉水务公司,106.7418,31.8654,2025-06-12T0000,22,49,0.6,58,5,31,153,49,
巴中市,市中心医院,106.7616,31.8344,2025-06-12T0000,21,43,0.6,28,6,53,143,43,
白城市,洮北区环保局,122.7911,45.6077,2025-06-12T0000,14,19,0.2,8,4,94,96,30,
白城市,市环保局,122.8738,45.5725,2025-06-12T0000,8,17,0.3,6,6,100,97,32,
白山市,喜丰,126.4219,41.9171,2025-06-12T0000,13,43,0.5,39,9,12,110,43,
白山市,环保局,126.4077,41.9419,2025-06-12T0000,13,19,0.2,12,5,45,112,19,
白银市,第三小学,104.1724,36.5446,2025-06-12T0000,40,135,0.6,79,65,32,147,93,颗粒物(PM10)
白银市,动力公司,104.1465,36.5482,2025-06-12T0000,25,76,0.4,66,15,22,144,63,颗粒物(PM10)
百色市,市监测站,106.6103,23.9011,2025-06-12T0000,15,26,0.6,7,3,36,84,26,
百色市,市中心血站,106.6538,23.8859,2025-06-12T0000,26,44,0.9,24,3,20,83,44,
百色市,祈福高中,106.6085,23.8798,2025-06-12T0000,17,28,0.6,6,4,48,75,28,
蚌埠市,工人疗养院,117.396,32.939,2025-06-12T0000,27,59,0.5,20,5,106,145,55,颗粒物(PM10)
蚌埠市,百货大楼,117.3605,32.9427,2025-06-12T0000,28,49,0.6,12,4,116,137,49,
蚌埠市,蚌埠学院,117.4185,32.8911,2025-06-12T0000,33,39,0.4,12,4,108,137,48,
蚌埠市,淮上区政府,117.3533,32.9673,2025-06-12T0000,37,51,0.6,23,6,108,144,53,细颗粒物(PM2.5)
蚌埠市,高新区,117.3145,32.8977,2025-06-12T0000,23,39,0.4,16,5,109,133,39,
蚌埠市,蚌埠田家炳中学,117.3092,32.9314,2025-06-12T0000,31,41,0.4,10,5,111,137,45,
包头市,市环境监测站,109.8756,40.6532,2025-06-12T0000,23,72,1.0,31,26,108,168,61,颗粒物(PM10)
包头市,包头八中,109.9991,40.5842,2025-06-12T0000,36,86,1.5,28,48,119,167,68,颗粒物(PM10)
包头市,青山宾馆,109.8538,40.6821,2025-06-12T0000,27,58,0.6,41,14,86,173,54,颗粒物(PM10)
包头市,惠龙物流,109.8642,40.6288,2025-06-12T0000,25,65,0.4,17,12,125,170,58,颗粒物(PM10)
包头市,东河鸿龙湾,110.0377,40.5546,2025-06-12T0000,14,94,0.7,26,19,120,166,72,颗粒物(PM10)
包头市,滨河大厦,109.9154,40.5685,2025-06-12T0000,22,58,0.5,21,16,122,172,54,颗粒物(PM10)
包头市,包头市委党校,109.9447,40.6261,2025-06-12T0000,,,,,,,166,,
包头市,昆区政府,109.8331,40.6576,2025-06-12T0000,23,59,0.7,31,18,108,165,55,颗粒物(PM10)
宝鸡市,庙沟村,107.185,34.3063,2025-06-12T0000,13,31,0.4,16,6,128,193,40,
宝鸡市,竹园沟,107.0708,34.3017,2025-06-12T0000,26,29,0.3,15,5,100,186,38,
宝鸡市,三陆医院,107.1906,34.3672,2025-06-12T0000,27,44,0.5,38,7,70,178,44,
宝鸡市,监测站,107.1431,34.3547,2025-06-12T0000,22,44,0.3,29,7,82,178,44,
宝鸡市,技工学校,107.1186,34.3739,2025-06-12T0000,24,49,0.5,12,8,107,181,49,
宝鸡市,陈仓区环保局家属楼,107.3906,34.3528,2025-06-12T0000,17,40,0.4,22,5,97,188,40,
宝鸡市,文理学院,107.2058,34.3497,2025-06-12T0000,26,54,0.6,26,6,88,186,52,颗粒物(PM10)
宝鸡市,三迪小学,107.2386,34.3622,2025-06-12T0000,32,49,0.6,41,6,63,180,49,
