area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2025-01-19T2000,21,105,1.2,33,6,48,67,78,颗粒物(PM10)
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2025-01-19T2000,33,48,0.7,46,7,17,68,48,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2025-01-19T2000,32,57,0.6,26,5,42,72,54,颗粒物(PM10)
阿克苏地区,电视台,80.292,41.1694,2025-01-19T2000,83,129,0.7,35,6,68,70,110,细颗粒物(PM2.5)
阿克苏地区,艺术中心,80.2613,41.1551,2025-01-19T2000,70,100,0.9,33,4,65,67,94,细颗粒物(PM2.5)
阿拉善盟,西城区西花园,105.6467,38.8363,2025-01-19T2000,30,71,0.8,45,17,59,97,61,颗粒物(PM10)
阿拉善盟,蒙二幼,105.6985,38.8411,2025-01-19T2000,19,79,0.8,36,4,48,91,65,颗粒物(PM10)
阿拉善盟,环保局新楼,105.724,38.8516,2025-01-19T2000,7,17,0.5,8,11,86,96,27,
阿勒泰地区,市站,88.1264,47.8517,2025-01-19T2000,28,31,0.8,76,9,8,56,40,
阿里地区,阿里监测站,80.1161,32.5,2025-01-19T2000,3,7,0.6,1,7,86,86,27,
阿里地区,阿里藏医院,80.0903,32.5028,2025-01-19T2000,,,0.5,1,6,82,81,,
安康市,香溪洞,109.0318,32.6537,2025-01-19T2000,44,53,0.7,18,13,84,81,62,细颗粒物(PM2.5)
安康市,汉滨区检察院,109.0072,32.6975,2025-01-19T2000,66,93,1.2,54,6,38,77,89,细颗粒物(PM2.5)
安康市,市邮政管理局,109.0325,32.6913,2025-01-19T2000,81,112,2.0,87,9,10,71,108,细颗粒物(PM2.5)
安庆市,环科院,117.0809,30.5177,2025-01-19T2000,81,121,1.2,92,9,50,99,108,细颗粒物(PM2.5)
安庆市,马山宾馆,117.0331,30.5119,2025-01-19T2000,97,124,1.0,100,12,56,112,128,细颗粒物(PM2.5)
安庆市,安庆大学,116.9896,30.6145,2025-01-19T2000,57,104,0.8,56,10,73,100,78,细颗粒物(PM2.5)
安庆市,市人大,117.0598,30.5351,2025-01-19T2000,94,123,1.3,88,10,56,114,124,细颗粒物(PM2.5)
安顺市,伍家关,105.9606,26.2611,2025-01-19T2000,63,69,0.9,17,23,125,136,85,细颗粒物(PM2.5)
安顺市,凤凰山,105.9408,26.2431,2025-01-19T2000,62,79,0.8,27,47,108,120,84,细颗粒物(PM2.5)
安顺市,金钟山,105.9439,26.2564,2025-01-19T2000,53,71,0.9,19,26,110,119,73,细颗粒物(PM2.5)
安顺市,娄家坡,105.8983,26.2481,2025-01-19T2000,58,65,0.8,15,13,114,119,79,细颗粒物(PM2.5)
安阳市,棉研所,114.4839,36.0621,2025-01-19T2000,74,108,0.8,63,15,28,64,99,细颗粒物(PM2.5)
安阳市,红庙街,114.3551,36.1017,2025-01-19T2000,48,76,1.2,31,7,50,70,67,细颗粒物(PM2.5)
安阳市,银杏小区,114.361,36.0681,2025-01-19T2000,57,87,1.0,66,7,25,67,78,细颗粒物(PM2.5)
安阳市,信访局,114.3922,36.0878,2025-01-19T2000,43,75,0.6,45,6,40,67,63,颗粒物(PM10)
安阳市,左辅环卫站,114.4705,36.0637,2025-01-19T2000,65,111,0.8,32,12,84,77,88,细颗粒物(PM2.5)
安阳市,安钢职工学校,114.2917,36.0949,2025-01-19T2000,57,81,1.1,59,7,38,70,78,细颗粒物(PM2.5)
鞍山市,深沟寺,123.044,41.1196,2025-01-19T2000,44,79,0.8,28,11,56,64,65,颗粒物(PM10)
鞍山市,太阳城,123.011,41.0931,2025-01-19T2000,40,66,0.7,20,5,73,75,58,颗粒物(PM10)
鞍山市,太平,123.0485,41.1442,2025-01-19T2000,,117,0.8,46,16,42,64,,
鞍山市,铁西三道街,122.9642,41.0971,2025-01-19T2000,40,70,0.9,44,12,52,60,60,颗粒物(PM10)
鞍山市,明达新区,123.022,41.0821,2025-01-19T2000,45,57,0.7,22,11,70,72,63,细颗粒物(PM2.5)
鞍山市,千山,123.1289,41.0228,2025-01-19T2000,,,,,,,41,,
鞍山市,兴盛南路290号,122.9446,41.0826,2025-01-19T2000,47,77,1.5,45,23,49,62,65,细颗粒物(PM2.5)
巴彦淖尔市,附二中,107.4212,40.761,2025-01-19T2000,52,93,0.6,42,10,39,56,72,"颗粒物(PM10),细颗粒物(PM2.5)"
巴彦淖尔市,市环保大楼,107.37,40.7372,2025-01-19T2000,12,63,0.4,16,5,60,64,57,颗粒物(PM10)
