area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,马师校,102.2503,31.8896,2026-02-04T1700,13,28,0.4,5,4,,59,,
阿坝藏族羌族自治州,马尔康中学西区,102.2174,31.9016,2026-02-04T1700,9,28,0.4,4,7,80,61,28,
阿克苏地区,电视台,80.2899,41.1684,2026-02-04T1700,78,199,1.1,22,15,76,44,125,颗粒物(PM10)
阿克苏地区,艺术中心,80.2592,41.1541,2026-02-04T1700,96,221,0.8,32,9,93,53,136,颗粒物(PM10)
阿拉善盟,蒙二幼,105.699,38.8409,2026-02-04T1700,19,66,0.5,8,10,99,89,58,颗粒物(PM10)
阿拉善盟,环保局新楼,105.7198,38.8508,2026-02-04T1700,28,51,0.5,6,9,92,86,51,颗粒物(PM10)
阿勒泰地区,市站,88.1266,47.8515,2026-02-04T1700,3,20,0.3,13,5,86,80,27,
阿勒泰地区,阿勒泰路33号,88.1198,47.7931,2026-02-04T1700,3,17,0.3,3,7,91,82,29,
阿里地区,阿里监测站,80.1171,32.4999,2026-02-04T1700,3,6,0.2,1,5,98,87,31,
阿里地区,阿里藏医院,80.0906,32.5029,2026-02-04T1700,3,8,0.3,1,7,101,95,32,
安康市,汉滨区检察院,109.0088,32.6974,2026-02-04T1700,50,81,0.8,43,8,35,44,69,细颗粒物(PM2.5)
安康市,市邮政管理局,109.0324,32.6913,2026-02-04T1700,53,93,0.9,45,6,33,45,73,细颗粒物(PM2.5)
安庆市,环科院,117.0806,30.5181,2026-02-04T1700,48,82,0.7,28,9,71,64,67,细颗粒物(PM2.5)
安庆市,马山宾馆,117.0331,30.5118,2026-02-04T1700,50,70,0.9,48,8,53,61,69,细颗粒物(PM2.5)
安庆市,安庆大学,116.9897,30.6146,2026-02-04T1700,29,52,0.7,30,8,79,76,51,颗粒物(PM10)
安庆市,市人大,117.0598,30.5351,2026-02-04T1700,34,71,0.6,22,10,83,71,61,颗粒物(PM10)
安顺市,凤凰山,105.9408,26.2431,2026-02-04T1700,36,44,0.8,13,20,67,49,52,细颗粒物(PM2.5)
安顺市,金钟山,105.9443,26.2567,2026-02-04T1700,37,,0.7,10,13,65,44,53,细颗粒物(PM2.5)
安顺市,娄家坡,105.8983,26.248,2026-02-04T1700,31,34,0.7,8,10,67,46,45,
安阳市,红庙街,114.3552,36.1017,2026-02-04T1700,100,119,1.0,23,10,121,86,132,细颗粒物(PM2.5)
安阳市,银杏小区,114.361,36.0681,2026-02-04T1700,77,108,1.0,22,11,121,85,103,细颗粒物(PM2.5)
安阳市,信访局,114.3921,36.0879,2026-02-04T1700,83,116,1.0,16,12,126,90,110,细颗粒物(PM2.5)
安阳市,左辅环卫站,114.4706,36.0634,2026-02-04T1700,90,141,0.9,21,,120,87,119,细颗粒物(PM2.5)
安阳市,钢三路198号,114.2918,36.0769,2026-02-04T1700,95,144,0.8,24,11,105,74,125,细颗粒物(PM2.5)
鞍山市,深沟寺,123.0441,41.1201,2026-02-04T1700,126,161,1.4,56,12,30,85,166,细颗粒物(PM2.5)
鞍山市,太阳城,123.011,41.0931,2026-02-04T1700,136,168,1.3,57,16,27,82,180,细颗粒物(PM2.5)
德宏傣族景颇族自治州,德宏州监测站,98.5611,24.4273,2026-02-04T1700,36,48,0.8,12,7,107,70,52,细颗粒物(PM2.5)
德宏傣族景颇族自治州,芒市人民政府综合楼,98.5887,24.4366,2026-02-04T1700,28,64,0.7,12,5,100,64,57,颗粒物(PM10)
德阳市,东山公园,104.424,31.1209,2026-02-04T1700,60,73,0.9,10,2,93,53,82,细颗粒物(PM2.5)
德阳市,西小区,104.3827,31.1318,2026-02-04T1700,60,83,1.1,13,5,99,54,82,细颗粒物(PM2.5)
德阳市,耐火材料厂,104.3553,31.1091,2026-02-04T1700,61,69,0.7,15,2,89,54,83,细颗粒物(PM2.5)
德阳市,市林业局,104.4144,31.1495,2026-02-04T1700,62,89,0.8,14,4,98,54,84,细颗粒物(PM2.5)
德州市,儿童乐园,116.3034,37.4675,2026-02-04T1700,109,171,1.4,44,18,99,81,143,细颗粒物(PM2.5)
德州市,监理站,116.2992,37.4449,2026-02-04T1700,103,163,1.0,37,17,112,82,135,细颗粒物(PM2.5)
德州市,九衢泉纯净水厂,116.2722,37.438,2026-02-04T1700,108,146,0.9,37,13,104,74,142,细颗粒物(PM2.5)
德州市,开发区人民医院,116.3693,37.44,2026-02-04T1700,104,171,1.0,30,16,108,84,137,细颗粒物(PM2.5)
德州市,陵城艺术中心,116.5687,37.3331,2026-02-04T1700,104,144,1.3,48,17,88,64,137,细颗粒物(PM2.5)
德州市,新河东路,116.352738,37.420875,2026-02-04T1700,95,144,0.8,28,15,104,74,125,细颗粒物(PM2.5)
迪庆藏族自治州,迪庆州站,99.7054,27.8319,2026-02-04T1700,3,11,0.4,5,4,84,78,27,
迪庆藏族自治州,质量技术监督局,99.7122,27.8129,2026-02-04T1700,10,19,0.3,5,4,85,80,27,
定西市,将台街,104.6092,35.5962,2026-02-04T1700,33,57,0.8,10,12,106,74,54,颗粒物(PM10)
定西市,正龙路62号,104.6159,35.5701,2026-02-04T1700,17,47,0.8,10,6,101,81,47,
东莞市,东城石井,113.7943,23.0132,2026-02-04T1700,35,62,0.6,31,,213,157,107,臭氧1小时(O3_1h)
东莞市,南城西平,113.7384,22.9659,2026-02-04T1700,26,46,0.5,32,7,190,142,88,臭氧1小时(O3_1h)
东莞市,万江金泰,113.7283,23.041,2026-02-04T1700,34,54,0.8,23,8,190,141,88,臭氧1小时(O3_1h)
东莞市,裕兴路,113.8666,23.1062,2026-02-04T1700,28,60,0.7,21,5,194,138,93,臭氧1小时(O3_1h)
东莞市,教育路1号,114.0076,22.9739,2026-02-04T1700,34,61,0.6,25,4,200,145,100,臭氧1小时(O3_1h)
东莞市,长怡路1号,113.7981,22.8124,2026-02-04T1700,28,53,0.8,28,6,168,131,60,臭氧1小时(O3_1h)
东营市,市环保局,118.6612,37.4313,2026-02-04T1700,112,153,1.0,36,16,103,93,147,细颗粒物(PM2.5)
东营市,开发区管委会,118.6903,37.4337,2026-02-04T1700,108,153,0.9,33,13,101,92,142,细颗粒物(PM2.5)
东营市,垦利区民丰路,118.5721,37.5654,2026-02-04T1700,123,149,0.9,36,14,103,92,162,细颗粒物(PM2.5)
东营市,河口城区,118.5063,37.8606,2026-02-04T1700,118,161,1.1,32,11,114,95,155,细颗粒物(PM2.5)
黄冈市,市林业局,114.9134,30.4446,2026-02-04T1700,27,61,0.8,24,4,53,46,56,颗粒物(PM10)
黄南藏族自治州,同仁县隆务镇,102.02,35.5101,2026-02-04T1700,41,61,0.7,10,12,85,81,58,细颗粒物(PM2.5)
黄山市,延安路89号,118.2905,29.6965,2026-02-04T1700,27,45,0.5,20,5,87,73,45,
黄山市,黄山区政府5号楼,118.1369,30.2755,2026-02-04T1700,,,0.7,,4,82,74,,
黄山市,滨江东路7-2号,118.335445,29.720283,2026-02-04T1700,31,63,/,15,/,94,75,57,颗粒物(PM10)
黄石市,沈家营,115.0547,30.2332,2026-02-04T1700,38,95,1.2,21,,55,36,,
黄石市,铁山,114.899,30.211,2026-02-04T1700,46,64,0.8,32,7,53,48,64,细颗粒物(PM2.5)
黄石市,团城山,115.0259,30.2108,2026-02-04T1700,60,95,1.1,32,7,39,24,82,细颗粒物(PM2.5)
黄石市,笔架山北路,115.0174,30.1591,2026-02-04T1700,76,140,1.3,48,10,31,25,102,细颗粒物(PM2.5)
黄石市,磁湖东路29号,115.078022,30.21118,2026-02-04T1700,48,85,1.2,32,6,45,28,68,颗粒物(PM10)
惠州市,河南岸金山湖子站,114.4181,23.0528,2026-02-04T1700,28,46,0.7,19,3,133,100,46,
惠州市,下埔横江三路子站,114.4055,23.0824,2026-02-04T1700,20,39,0.5,15,6,150,116,47,
惠州市,惠阳区承修路船湖子站,114.4645,22.7832,2026-02-04T1700,19,33,0.6,22,7,,118,,
惠州市,大亚湾管委会子站,114.5316,22.7423,2026-02-04T1700,23,43,0.5,19,6,121,115,43,
惠州市,惠阳秋长,114.4334,22.8134,2026-02-04T1700,20,51,/,25,/,170,146,63,臭氧1小时(O3_1h)
惠州市,大亚湾霞涌,114.6521,22.7755,2026-02-04T1700,20,40,/,12,/,146,132,46,
惠州市,文华一路1号,114.4089,23.1147,2026-02-04T1700,15,28,/,16,/,140,113,44,
鸡西市,环保局,130.9618,45.2926,2026-02-04T1700,,,,,,,80,,
鸡西市,第一中学,130.9294,45.2959,2026-02-04T1700,44,,0.4,18,5,85,83,62,细颗粒物(PM2.5)
鸡西市,欧美日汽修厂,131.0069,45.2988,2026-02-04T1700,50,,0.5,17,,65,63,,
吉安市,红声器材厂,114.9753,27.0803,2026-02-04T1700,46,71,0.7,16,9,125,92,64,细颗粒物(PM2.5)
吉安市,市环境监测站,114.9903,27.1313,2026-02-04T1700,44,58,/,18,9,126,101,62,细颗粒物(PM2.5)
吉安市,青原区法院,115.009527,27.096792,2026-02-04T1700,43,64,0.6,22,12,130,92,60,细颗粒物(PM2.5)
吉林市,哈达湾,126.54,43.8622,2026-02-04T1700,71,94,1.2,23,11,89,81,95,细颗粒物(PM2.5)
吉林市,东局子,126.5843,43.8358,2026-02-04T1700,100,118,1.5,33,11,56,44,132,细颗粒物(PM2.5)
吉林市,电力学院,126.5051,43.8243,2026-02-04T1700,93,110,1.7,,26,57,60,123,细颗粒物(PM2.5)
吉林市,江北,126.6133,43.8971,2026-02-04T1700,94,111,1.1,28,10,66,48,124,细颗粒物(PM2.5)
吉林市,江南公园,126.5549,43.8304,2026-02-04T1700,86,103,1.3,46,17,49,57,114,细颗粒物(PM2.5)
吉林市,九站,126.4737,43.953,2026-02-04T1700,55,65,0.7,35,29,70,53,75,细颗粒物(PM2.5)
济南市,科干所,116.9866,36.6118,2026-02-04T1700,83,136,0.9,20,10,116,103,110,细颗粒物(PM2.5)
鞍山市,太平,123.0483,41.1445,2026-02-04T1700,116,171,1.3,49,14,32,31,152,细颗粒物(PM2.5)
鞍山市,铁西三道街,122.964,41.0968,2026-02-04T1700,134,173,1.4,72,20,24,72,178,细颗粒物(PM2.5)
鞍山市,明达新区,123.0219,41.0822,2026-02-04T1700,134,162,1.4,53,13,29,83,178,细颗粒物(PM2.5)
鞍山市,兴盛南路290号,122.944647,41.082639,2026-02-04T1700,149,192,1.5,82,24,15,70,199,细颗粒物(PM2.5)
巴彦淖尔市,附二中,107.4206,40.7609,2026-02-04T1700,18,66,0.4,5,7,88,77,58,颗粒物(PM10)
巴彦淖尔市,市环保大楼,107.37,40.7372,2026-02-04T1700,13,74,0.3,6,5,89,80,62,颗粒物(PM10)
巴音郭楞蒙古自治州,孔雀公园,86.1476,41.7529,2026-02-04T1700,50,174,0.5,2,8,74,50,112,颗粒物(PM10)
巴音郭楞蒙古自治州,棉纺厂,86.1971,41.7166,2026-02-04T1700,39,194,/,1,/,76,58,122,颗粒物(PM10)
巴音郭楞蒙古自治州,经济开发区,86.236,41.7172,2026-02-04T1700,30,164,0.4,8,,69,52,107,颗粒物(PM10)
巴中市,市五中,106.776805,31.852614,2026-02-04T1700,56,87,1.2,38,6,24,15,77,细颗粒物(PM2.5)
巴中市,圣泉水务公司,106.7419,31.8654,2026-02-04T1700,64,85,1.4,43,6,15,13,87,细颗粒物(PM2.5)
巴中市,市中心医院,106.7617,31.8343,2026-02-04T1700,60,88,1.2,35,6,25,13,82,细颗粒物(PM2.5)
白城市,洮北区环保局,122.7909,45.608,2026-02-04T1700,9,24,0.2,11,4,74,75,24,
白城市,市环保局,122.8741,45.5725,2026-02-04T1700,9,19,0.3,6,4,72,70,23,
白山市,喜丰,126.4219,41.9172,2026-02-04T1700,77,102,1.0,18,17,79,69,103,细颗粒物(PM2.5)
白山市,环保局,126.4082,41.9416,2026-02-04T1700,76,84,1.2,15,15,85,68,102,细颗粒物(PM2.5)
白银市,第三小学,104.1727,36.5448,2026-02-04T1700,53,89,1.0,35,55,101,74,73,细颗粒物(PM2.5)
白银市,动力公司,104.1467,36.5482,2026-02-04T1700,50,103,0.8,38,74,114,82,77,颗粒物(PM10)
百色市,市监测站,106.6102,23.901,2026-02-04T1700,60,80,0.9,14,11,99,72,82,细颗粒物(PM2.5)
百色市,市中心血站,106.6524,23.8842,2026-02-04T1700,62,78,0.9,12,11,102,73,84,细颗粒物(PM2.5)
百色市,龙景西路,106.6273,23.8798,2026-02-04T1700,58,73,0.7,14,13,107,71,79,细颗粒物(PM2.5)
蚌埠市,工人疗养院,117.396,32.9389,2026-02-04T1700,42,76,0.6,23,6,116,97,63,颗粒物(PM10)
蚌埠市,百货大楼,117.3606,32.9428,2026-02-04T1700,36,76,0.5,23,6,115,98,63,颗粒物(PM10)
蚌埠市,蚌埠学院,117.4183,32.8909,2026-02-04T1700,36,61,0.6,19,6,119,98,56,颗粒物(PM10)
蚌埠市,淮上区政府,117.3534,32.9672,2026-02-04T1700,45,73,0.5,23,6,118,101,63,细颗粒物(PM2.5)
