area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2025-03-26T1700,3,15,0.1,13,12,99,88,31,
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2025-03-26T1700,6,9,0.2,4,4,111,96,35,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2025-03-26T1700,6,8,0.2,7,5,114,100,36,
阿克苏地区,电视台,80.292,41.1694,2025-03-26T1700,1207,6965,0.3,6,4,85,88,500,"颗粒物(PM10),细颗粒物(PM2.5)"
阿克苏地区,艺术中心,80.2613,41.1551,2025-03-26T1700,1350,7913,0.5,5,4,84,86,500,"颗粒物(PM10),细颗粒物(PM2.5)"
阿拉善盟,西城区西花园,105.6467,38.8363,2025-03-26T1700,72,351,0.8,6,10,100,111,202,颗粒物(PM10)
阿拉善盟,蒙二幼,105.6985,38.8411,2025-03-26T1700,88,519,,5,5,89,98,419,颗粒物(PM10)
阿拉善盟,环保局新楼,105.724,38.8516,2025-03-26T1700,95,424,0.4,3,8,94,104,305,颗粒物(PM10)
阿勒泰地区,市站,88.1264,47.8517,2025-03-26T1700,3,9,0.4,1,2,79,66,25,
阿里地区,阿里监测站,80.1161,32.5,2025-03-26T1700,6,13,0.4,1,5,106,96,34,
阿里地区,阿里藏医院,80.0903,32.5028,2025-03-26T1700,6,32,0.4,1,6,105,101,33,
安康市,香溪洞,109.0318,32.6537,2025-03-26T1700,30,59,0.6,5,8,153,117,55,颗粒物(PM10)
安康市,汉滨区检察院,109.0072,32.6975,2025-03-26T1700,29,47,,,9,,118,,
安康市,市邮政管理局,109.0325,32.6913,2025-03-26T1700,24,46,0.5,15,8,160,125,50,
安庆市,环科院,117.0809,30.5177,2025-03-26T1700,52,76,0.7,20,10,164,150,72,细颗粒物(PM2.5)
安庆市,马山宾馆,117.0331,30.5119,2025-03-26T1700,47,70,0.6,11,6,168,144,65,细颗粒物(PM2.5)
安庆市,安庆大学,116.9896,30.6145,2025-03-26T1700,53,86,0.5,14,8,190,180,88,臭氧1小时
安庆市,市人大,117.0598,30.5351,2025-03-26T1700,45,64,0.7,8,11,182,161,78,臭氧1小时
安顺市,伍家关,105.9606,26.2611,2025-03-26T1700,17,28,0.2,9,4,173,146,67,臭氧1小时
安顺市,凤凰山,105.9408,26.2431,2025-03-26T1700,17,36,0.2,16,6,165,148,57,臭氧1小时
安顺市,金钟山,105.9439,26.2564,2025-03-26T1700,16,33,0.3,10,5,166,148,58,臭氧1小时
安顺市,娄家坡,105.8983,26.2481,2025-03-26T1700,18,27,0.3,9,4,165,147,57,臭氧1小时
安阳市,棉研所,114.4839,36.0621,2025-03-26T1700,,,,,,,,,
安阳市,红庙街,114.3551,36.1017,2025-03-26T1700,44,126,0.4,16,5,86,79,88,颗粒物(PM10)
安阳市,银杏小区,114.361,36.0681,2025-03-26T1700,46,122,0.5,17,5,98,86,86,颗粒物(PM10)
安阳市,信访局,114.3922,36.0878,2025-03-26T1700,44,110,0.4,18,4,94,85,80,颗粒物(PM10)
安阳市,左辅环卫站,114.4705,36.0637,2025-03-26T1700,42,130,0.3,11,7,115,103,90,颗粒物(PM10)
安阳市,安钢职工学校,114.2917,36.0949,2025-03-26T1700,46,127,0.5,20,6,90,82,89,颗粒物(PM10)
鞍山市,深沟寺,123.044,41.1196,2025-03-26T1700,44,66,0.7,12,11,92,73,62,细颗粒物(PM2.5)
鞍山市,太阳城,123.011,41.0931,2025-03-26T1700,49,73,0.8,19,8,90,71,68,细颗粒物(PM2.5)
鞍山市,太平,123.0485,41.1442,2025-03-26T1700,39,73,1.0,19,10,87,64,62,颗粒物(PM10)
鞍山市,铁西三道街,122.9642,41.0971,2025-03-26T1700,60,92,0.7,32,10,81,68,82,细颗粒物(PM2.5)
鞍山市,明达新区,123.022,41.0821,2025-03-26T1700,54,72,0.5,16,7,93,72,74,细颗粒物(PM2.5)
鞍山市,千山,123.1289,41.0228,2025-03-26T1700,,,,,,,75,,
鞍山市,兴盛南路290号,122.9446,41.0826,2025-03-26T1700,55,83,0.6,28,10,87,70,75,细颗粒物(PM2.5)
巴彦淖尔市,附二中,107.4212,40.761,2025-03-26T1700,75,415,0.6,5,6,85,92,293,颗粒物(PM10)
巴彦淖尔市,市环保大楼,107.37,40.7372,2025-03-26T1700,103,387,0.0,3,4,88,93,253,颗粒物(PM10)
巴音郭楞蒙古自治州,孔雀公园,86.1472,41.7538,2025-03-26T1700,1178,13083,0.2,13,4,74,82,500,"颗粒物(PM10),细颗粒物(PM2.5)"
巴音郭楞蒙古自治州,棉纺厂,86.1972,41.7166,2025-03-26T1700,1889,3612,0.2,6,2,83,86,500,"颗粒物(PM10),细颗粒物(PM2.5)"
