stationcode,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant,positionname,area
1833A,2024-11-06T1200,113.2919,33.737,80,145,0.7,40,14,78,24,107,细颗粒物(PM2.5),规划设计院,平顶山市
1834A,2024-11-06T1200,113.182,33.774,70,125,0.8,39,15,46,12,94,细颗粒物(PM2.5),平顶山工学院,平顶山市
3204A,2024-11-06T1200,113.3025,33.73,93,—,0.6,—,14,71,19,123,细颗粒物(PM2.5),规划局,平顶山市
3594A,2024-11-06T1200,112.8867,33.9116,64,132,0.9,46,24,62,20,91,颗粒物(PM10),石龙区,平顶山市
2656A,2024-11-06T1200,106.6692,35.5461,43,83,1.0,35,16,66,26,67,颗粒物(PM10),聚贤嘉苑,平凉市
2347A,2024-11-06T1200,114.0997,27.5002,3,19,0.2,6,8,110,62,35,—,武功山,萍乡市
2348A,2024-11-06T1200,113.8385,27.6434,23,50,0.6,10,18,116,99,50,—,中医院,萍乡市
2349A,2024-11-06T1200,113.8493,27.6253,29,55,—,10,14,111,95,—,—,市政府车库,萍乡市
2350A,2024-11-06T1200,113.8676,27.6435,31,59,0.5,9,21,108,94,55,颗粒物(PM10),市环保局,萍乡市
2351A,2024-11-06T1200,113.866,27.6198,25,58,1.2,14,15,110,88,54,颗粒物(PM10),安源区政府,萍乡市
2319A,2024-11-06T1200,119.0141,25.4325,11,40,0.4,8,1,108,99,40,—,荔城区仓后路,莆田市
2320A,2024-11-06T1200,119.0015,25.4553,9,33,0.2,5,2,111,102,35,—,莆田市监测站,莆田市
2321A,2024-11-06T1200,119.1119,25.4561,8,42,0.3,6,2,111,100,42,—,涵江区六中,莆田市
2322A,2024-11-06T1200,119.1013,25.3215,13,68,0.2,8,2,90,88,59,颗粒物(PM10),秀屿区政府,莆田市
2392A,2024-11-06T1200,115.0312,35.7636,53,73,0.4,18,8,93,37,73,细颗粒物(PM2.5),环保局,濮阳市
2394A,2024-11-06T1200,115.0574,35.7609,49,86,0.4,26,9,91,37,68,"颗粒物(PM10),细颗粒物(PM2.5)",油田运输公司,濮阳市
2395A,2024-11-06T1200,115.0866,35.7754,53,92,0.3,26,9,85,39,73,细颗粒物(PM2.5),油田物探公司,濮阳市
3021A,2024-11-06T1200,115,35.7668,48,97,0.5,27,—,81,20,—,—,濮水河管理处,濮阳市
2601A,2024-11-06T1200,100.98,22.7633,35,38,0.7,13,5,46,45,50,—,市环保局,普洱市
2602A,2024-11-06T1200,100.9817,22.8322,23,38,0.7,12,7,46,26,38,—,普洱第二中学,普洱市
2262A,2024-11-06T1200,131.0518,45.8751,3,—,0.8,5,10,62,49,20,—,新一中,七台河市
3345A,2024-11-06T1200,131.0577,45.7879,3,10,0.7,8,7,50,37,16,—,中波台,七台河市
3637A,2024-11-06T1200,131.0176,45.7761,3,9,0.6,—,7,54,35,—,—,人民广场,七台河市
3684A,2024-11-06T1200,130.8781,45.8222,11,56,0.4,16,10,45,34,53,颗粒物(PM10),新建矿广场,七台河市
1779A,2024-11-06T1200,123.9305,47.3636,6,19,0.2,7,—,48,30,—,—,安居小区,齐齐哈尔市
1780A,2024-11-06T1200,123.9488,47.3386,19,23,0.3,8,3,42,34,28,—,中心广场,齐齐哈尔市
1781A,2024-11-06T1200,123.9483,47.3227,12,24,0.5,10,4,44,28,24,—,农牧车辆厂,齐齐哈尔市
1783A,2024-11-06T1200,123.945,47.2988,20,35,0.2,14,8,42,32,35,—,市环境监测站,齐齐哈尔市
3662A,2024-11-06T1200,123.6333,47.2075,24,41,0.2,9,6,51,36,41,—,富区青少年活动中心,齐齐哈尔市
2591A,2024-11-06T1200,107.9783,26.5747,—,—,—,14,7,116,64,—,—,市环境监测站,黔东南苗族侗族自治州
2881A,2024-11-06T1200,107.8908,26.5311,46,68,0.7,15,6,123,72,64,细颗粒物(PM2.5),凯里学院,黔东南苗族侗族自治州
2593A,2024-11-06T1200,107.5228,26.2403,39,56,0.4,12,7,127,83,55,细颗粒物(PM2.5),小围寨,黔南布依族苗族自治州
3538A,2024-11-06T1200,107.5175,26.2978,41,61,0.5,11,5,127,67,58,细颗粒物(PM2.5),沙坝,黔南布依族苗族自治州
2589A,2024-11-06T1200,104.9022,25.0925,39,40,0.5,16,7,70,32,55,细颗粒物(PM2.5),场坝街,黔西南布依族苗族自治州
2590A,2024-11-06T1200,104.8811,25.0992,35,37,0.5,15,6,65,29,50,—,坪东大道,黔西南布依族苗族自治州
2502A,2024-11-06T1200,108.6236,21.9667,51,70,0.9,15,9,123,87,70,细颗粒物(PM2.5),市环保站,钦州市
2503A,2024-11-06T1200,108.6549,21.9481,51,85,0.8,16,8,124,87,70,细颗粒物(PM2.5),沙埠小学,钦州市
2504A,2024-11-06T1200,108.5989,21.7431,55,98,0.9,18,9,117,88,75,细颗粒物(PM2.5),港区一小,钦州市
3404A,2024-11-06T1200,108.5959,21.9633,60,70,1.1,14,10,117,85,82,细颗粒物(PM2.5),北职校,钦州市
1042A,2024-11-06T1200,119.5134,39.8207,10,27,0.4,13,4,43,37,27,—,北戴河环保局,秦皇岛市
1043A,2024-11-06T1200,119.7493,40.0116,14,38,0.3,21,3,49,31,38,—,第一关,秦皇岛市
1044A,2024-11-06T1200,119.5897,39.9499,3,22,0.3,14,6,47,30,22,—,监测站,秦皇岛市
1046A,2024-11-06T1200,119.5251,39.9041,12,29,0.3,14,4,47,19,29,—,建设大厦,秦皇岛市
3132A,2024-11-06T1200,119.610547,39.943889,10,40,0.3,20,4,50,31,40,—,文明里,秦皇岛市
1307A,2024-11-06T1200,120.6659,36.2403,31,41,0.4,11,9,85,64,45,—,仰口,青岛市
1310A,2024-11-06T1200,120.4134,36.0658,29,75,0.7,42,17,60,34,63,颗粒物(PM10),市南区东部子站,青岛市
1311A,2024-11-06T1200,120.3664,36.1032,36,73,0.5,46,20,57,31,62,颗粒物(PM10),四方区子站,青岛市
1312A,2024-11-06T1200,120.2994,36.054,29,63,0.7,42,18,56,35,57,颗粒物(PM10),市南区西部子站,青岛市
1313A,2024-11-06T1200,120.4581,36.0858,24,70,0.7,—,15,70,38,—,—,崂山区子站,青岛市
1314A,2024-11-06T1200,120.1983,35.9608,29,61,0.7,37,12,66,52,56,颗粒物(PM10),黄岛区子站,青岛市
1315A,2024-11-06T1200,120.3999,36.3083,44,92,0.8,52,16,80,25,71,颗粒物(PM10),城阳区子站,青岛市
1966A,2024-11-06T1200,120.0405,35.8735,19,41,0.4,24,12,82,50,41,—,黄岛区4号,青岛市
3362A,2024-11-06T1200,120.5014,36.4034,49,92,0.7,39,14,68,25,71,颗粒物(PM10),即墨2号,青岛市
3642A,2024-11-06T1200,120.3503,36.0736,31,79,0.8,43,17,56,24,65,颗粒物(PM10),市北区南部,青岛市
3643A,2024-11-06T1200,120.3948,36.1805,48,95,1.0,51,20,50,36,73,颗粒物(PM10),李沧区北部,青岛市
1702A,2024-11-06T1200,113.0426,23.691,36,46,0.9,14,8,153,137,52,细颗粒物(PM2.5),环保大楼,清远市
1703A,2024-11-06T1200,113.0208,23.7106,35,48,0.8,10,10,141,130,50,—,凤城街办,清远市
3025A,2024-11-06T1200,113.0477,23.6344,32,53,1.0,11,10,138,116,52,颗粒物(PM10),技师学院,清远市
3318A,2024-11-06T1200,112.9903,23.7403,31,39,0.9,6,4,139,133,45,—,清新太和,清远市
3455A,2024-11-06T1200,113.076,23.7198,35,53,0.9,7,7,143,128,52,颗粒物(PM10),清城东城,清远市
2661A,2024-11-06T1200,107.6325,35.7357,84,96,0.5,16,7,80,82,112,细颗粒物(PM2.5),庆阳五中,庆阳市
2662A,2024-11-06T1200,107.6364,35.7067,70,87,0.5,26,24,70,90,94,细颗粒物(PM2.5),市环保局,庆阳市
1916A,2024-11-06T1200,103.7897,25.5035,30,44,0.8,24,3,73,51,44,—,环境监测站,曲靖市
1917A,2024-11-06T1200,103.8,25.5364,32,55,0.6,17,4,72,58,53,颗粒物(PM10),烟厂办公区,曲靖市
3376A,2024-11-06T1200,103.7947,25.462,32,64,0.7,15,6,78,59,57,颗粒物(PM10),南苑二区,曲靖市
3377A,2024-11-06T1200,103.7444,25.5261,30,33,—,—,6,82,56,—,—,曲靖师范学院,曲靖市
1264A,2024-11-06T1200,118.8692,28.9398,36,71,0.7,—,—,96,47,—,—,环保大楼,衢州市
1265A,2024-11-06T1200,118.8709,28.9666,38,64,0.5,20,10,102,56,57,颗粒物(PM10),实验学校,衢州市
1266A,2024-11-06T1200,118.8621,28.9808,38,73,0.4,19,9,106,57,62,颗粒物(PM10),衢州学院,衢州市
1611A,2024-11-06T1200,118.5819,24.9117,12,46,0.3,10,1,110,101,46,—,涂山街,泉州市
1612A,2024-11-06T1200,118.5972,24.8978,13,57,0.4,10,2,107,99,54,颗粒物(PM10),津头埔,泉州市
1613A,2024-11-06T1200,118.6663,24.9424,13,52,0.3,8,1,110,99,51,颗粒物(PM10),万安,泉州市
3529A,2024-11-06T1200,118.6333,24.9264,15,36,0.2,6,1,109,97,36,—,城华南路,泉州市
2626A,2024-11-06T1200,88.8876,29.2718,7,21,0.4,8,3,—,58,—,—,日喀则监测站,日喀则市
3726A,2024-11-06T1200,88.8781,29.2426,3,8,0.6,4,6,88,58,28,—,林业技术推广中心,日喀则市
1659A,2024-11-06T1200,119.471,35.4209,11,27,0.5,17,8,—,19,—,—,监测站,日照市
1660A,2024-11-06T1200,119.523,35.4216,10,27,0.5,13,7,85,31,27,—,市政府广场,日照市
1661A,2024-11-06T1200,119.5587,35.4044,21,31,0.7,17,3,90,34,31,—,港务局,日照市
3507A,2024-11-06T1200,119.5328,35.4625,12,24,0.4,17,7,89,41,28,—,职业技术学院,日照市
3604A,2024-11-06T1200,119.3266,35.1044,21,46,1.2,28,18,78,48,46,—,岚山环保分局,日照市
1835A,2024-11-06T1200,111.1922,34.7752,60,62,0.5,—,14,67,50,—,—,市政府,三门峡市
1836A,2024-11-06T1200,111.1587,34.7942,47,90,0.5,26,12,62,46,70,颗粒物(PM10),开发区,三门峡市
3039A,2024-11-06T1200,111.1911,34.7829,45,76,0.5,23,16,65,47,63,"颗粒物(PM10),细颗粒物(PM2.5)",三门峡市第一小学,三门峡市
3598A,2024-11-06T1200,111.1,34.7167,54,94,0.5,21,29,68,36,74,细颗粒物(PM2.5),富达温泉假日酒店,三门峡市
2324A,2024-11-06T1200,117.6211,26.2625,24,35,0.5,6,3,116,98,37,—,三钢,三明市
2325A,2024-11-06T1200,117.635,26.2714,22,32,0.5,9,3,111,94,35,—,三明二中,三明市
2326A,2024-11-06T1200,117.6028,26.2378,23,33,0.5,8,4,115,96,36,—,三元区政府,三明市
1876A,2024-11-06T1200,109.5078,18.2489,26,43,0.4,6,2,114,129,43,—,河东子站,三亚市
1877A,2024-11-06T1200,109.4964,18.2681,23,34,0.5,9,3,111,113,35,—,河西子站,三亚市
3540A,2024-11-06T1200,109.7348,18.3443,24,51,0.6,—,3,102,128,—,—,君悦子站,三亚市
2624A,2024-11-06T1200,91.7608,29.2313,11,17,0.4,5,5,86,81,27,—,山南监测站,山南市
2625A,2024-11-06T1200,91.7706,29.2436,7,19,0.5,8,4,84,86,27,—,山南人民医院,山南市
1674A,2024-11-06T1200,116.6794,23.3667,—,47,0.7,7,7,—,104,—,—,金平子站,汕头市
1675A,2024-11-06T1200,116.7244,23.3633,21,42,0.7,9,8,121,102,42,—,龙湖子站,汕头市
1676A,2024-11-06T1200,116.7258,23.2775,25,45,0.6,8,8,124,111,45,—,濠江子站,汕头市
1677A,2024-11-06T1200,116.7519,23.4714,23,49,0.8,11,7,126,107,49,—,澄海子站,汕头市
1678A,2024-11-06T1200,116.6092,23.2539,25,58,0.7,10,6,123,102,54,颗粒物(PM10),潮阳子站,汕头市
3444A,2024-11-06T1200,116.454,23.2684,30,46,0.8,14,8,139,109,46,—,潮南峡山,汕头市
3624A,2024-11-06T1200,116.4069,23.2533,—,—,0.6,—,8,—,96,—,—,潮南子站,汕头市
1693A,2024-11-06T1200,115.3653,22.775,37,41,0.8,14,8,98,84,53,细颗粒物(PM2.5),市环保局,汕尾市
1694A,2024-11-06T1200,115.3706,22.7898,32,44,0.7,9,10,106,91,46,—,市政府,汕尾市
1695A,2024-11-06T1200,115.3622,22.7925,34,77,0.8,10,8,104,91,64,颗粒物(PM10),新城中学,汕尾市
2645A,2024-11-06T1200,109.9154,33.8715,43,72,0.7,15,11,112,40,61,颗粒物(PM10),监测站,商洛市
3045A,2024-11-06T1200,109.9643,33.8471,42,86,0.8,20,12,—,36,—,—,商州区中学,商洛市
2408A,2024-11-06T1200,115.6702,34.4285,49,65,0.6,28,12,83,32,68,细颗粒物(PM2.5),环境监测站,商丘市
2409A,2024-11-06T1200,115.6458,34.4045,50,66,0.6,27,8,86,49,69,细颗粒物(PM2.5),粮食局,商丘市
2410A,2024-11-06T1200,115.6293,34.3948,46,78,0.5,26,16,79,36,64,"颗粒物(PM10),细颗粒物(PM2.5)",睢阳区环保局,商丘市
3171A,2024-11-06T1200,115.6071,34.4465,37,57,0.5,23,10,83,40,54,颗粒物(PM10),梁园区档案局,商丘市
1141A,2024-11-06T1200,121.4,31.238,6,18,0.5,11,5,84,49,27,—,普陀,上海市
1142A,2024-11-06T1200,121.478,31.2036,3,22,0.4,16,7,86,65,27,—,十五厂,上海市
1143A,2024-11-06T1200,121.467,31.3008,—,21,0.5,15,8,84,57,—,—,虹口,上海市
1144A,2024-11-06T1200,121.412,31.1654,3,18,0.4,16,8,88,57,28,—,徐汇上师大,上海市
1145A,2024-11-06T1200,121.536,31.2659,8,21,0.4,11,6,85,64,27,—,杨浦四漂,上海市
1147A,2024-11-06T1200,121.425,31.2261,3,20,0.3,18,8,83,57,26,—,静安监测站,上海市
1148A,2024-11-06T1200,121.703,31.1907,8,13,0.4,9,6,89,61,28,—,浦东川沙,上海市
1149A,2024-11-06T1200,121.533,31.2284,3,16,0.8,13,8,83,64,26,—,浦东新区监测站,上海市
1150A,2024-11-06T1200,121.577,31.2071,3,14,0.4,16,5,86,70,27,—,浦东张江,上海市
3265A,2024-11-06T1200,121.4316,31.3322,6,18,0.4,8,10,85,52,27,—,宝山庙行,上海市
3266A,2024-11-06T1200,121.8791,31.4662,3,7,0.5,5,9,86,60,27,—,崇明上实东滩,上海市
3268A,2024-11-06T1200,121.3162,31.2838,3,24,0.6,17,11,82,58,26,—,嘉定南翔,上海市
3269A,2024-11-06T1200,121.3359,30.7456,—,14,0.4,12,5,85,52,—,—,金山新城,上海市
3270A,2024-11-06T1200,121.4996,31.0739,8,18,0.6,14,6,86,50,27,—,闵行浦江,上海市
3271A,2024-11-06T1200,121.2886,31.1663,—,—,0.4,—,—,—,38,—,—,青浦徐泾,上海市
3272A,2024-11-06T1200,121.2186,31.0378,6,13,0.4,16,6,87,50,28,—,松江图书馆,上海市
3273A,2024-11-06T1200,121.3902,31.2059,7,21,0.5,16,7,87,59,28,—,长宁仙霞,上海市
3274A,2024-11-06T1200,121.7965,31.0507,3,12,0.5,9,10,89,55,28,—,浦东惠南,上海市
3544A,2024-11-06T1200,121.4891,30.925,3,14,0.4,15,2,86,49,27,—,奉贤南桥新城,上海市
2381A,2024-11-06T1200,118.005,28.4572,21,74,0.3,8,5,115,74,62,颗粒物(PM10),百草园,上饶市
2382A,2024-11-06T1200,117.9756,28.4436,19,48,0.6,17,6,117,76,48,—,市监测站,上饶市
2383A,2024-11-06T1200,117.9519,28.4628,26,36,0.8,13,11,110,67,38,—,凤凰光学,上饶市
3413A,2024-11-06T1200,118.1953,28.4401,18,53,0.5,14,7,112,69,52,颗粒物(PM10),广丰区教体局,上饶市
3685A,2024-11-06T1200,117.897,28.4315,22,49,0.6,10,6,114,77,49,—,双创科技城,上饶市
1669A,2024-11-06T1200,113.5824,24.7733,37,51,0.7,3,10,126,123,53,细颗粒物(PM2.5),市八中,韶关市
1671A,2024-11-06T1200,113.5917,24.7972,36,36,0.6,4,12,127,123,52,细颗粒物(PM2.5),园林处,韶关市
1672A,2024-11-06T1200,113.6735,24.7791,34,50,0.6,8,10,126,103,50,—,韶关学院,韶关市
1673A,2024-11-06T1200,113.5971,24.6863,33,48,0.5,5,10,127,114,48,—,曲江监测站,韶关市
3622A,2024-11-06T1200,113.5556,24.8082,36,53,0.6,4,10,122,106,52,"颗粒物(PM10),细颗粒物(PM2.5)",碧湖山庄,韶关市
2463A,2024-11-06T1200,111.4733,27.2317,33,59,0.8,10,13,143,58,55,颗粒物(PM10),市一中,邵阳市
2464A,2024-11-06T1200,111.5283,27.2442,52,80,0.8,15,13,137,66,72,细颗粒物(PM2.5),市化工厂,邵阳市
2465A,2024-11-06T1200,111.4503,27.2537,47,72,0.7,13,11,136,84,65,细颗粒物(PM2.5),市罐头厂,邵阳市
2466A,2024-11-06T1200,111.4328,27.2272,50,75,0.8,12,10,134,68,69,细颗粒物(PM2.5),市环保局,邵阳市
1247A,2024-11-06T1200,120.6053,29.9928,10,21,0.3,15,9,95,35,30,—,城东开发委,绍兴市
2921A,2024-11-06T1200,120.5483,30.0003,10,26,0.3,14,—,96,40,—,—,树下王站,绍兴市
3408A,2024-11-06T1200,120.5683,29.9361,12,22,0.4,16,8,100,36,32,—,绍兴中专,绍兴市
3409A,2024-11-06T1200,120.4906,30.0861,14,36,0.5,18,9,88,52,36,—,柯桥区政府,绍兴市
3410A,2024-11-06T1200,120.8752,30.0249,10,17,0.1,16,9,97,34,31,—,重华小学,绍兴市
3411A,2024-11-06T1200,120.8369,30.0137,10,18,—,4,6,99,31,—,—,上虞中学,绍兴市
3560A,2024-11-06T1200,120.4722,30.0415,19,38,0.6,19,6,86,41,38,—,柯桥妇保,绍兴市
3658A,2024-11-06T1200,120.6153,30.0764,11,20,0.6,13,9,98,53,31,—,袍江中学,绍兴市
1356A,2024-11-06T1200,114.1063,22.5545,—,—,—,16,6,137,109,—,—,通心岭子站,深圳市
1357A,2024-11-06T1200,114.117,22.5625,34,65,0.7,50,7,119,95,58,颗粒物(PM10),洪湖,深圳市
1358A,2024-11-06T1200,113.987,22.5417,44,53,0.9,16,6,134,104,62,细颗粒物(PM2.5),华侨城,深圳市
1359A,2024-11-06T1200,113.9181,22.5171,36,75,0.7,24,7,134,99,63,颗粒物(PM10),南海子站,深圳市
1360A,2024-11-06T1200,114.2458,22.5689,40,62,0.9,26,9,99,103,57,细颗粒物(PM2.5),盐田,深圳市
1361A,2024-11-06T1200,114.2283,22.7244,41,57,0.7,17,9,144,117,58,细颗粒物(PM2.5),龙岗,深圳市
1363A,2024-11-06T1200,114.494,22.5422,27,43,0.7,11,9,140,110,44,—,南澳,深圳市
1364A,2024-11-06T1200,114.41,22.6342,32,47,0.8,13,7,135,114,47,—,葵涌,深圳市
1365A,2024-11-06T1200,114.297,22.5978,36,61,0.7,14,8,141,117,56,颗粒物(PM10),梅沙,深圳市
1366A,2024-11-06T1200,114.0678,22.738,34,74,0.7,14,6,142,104,62,颗粒物(PM10),观澜,深圳市
3305A,2024-11-06T1200,114.0731,22.559,33,48,0.7,20,8,125,101,48,—,莲花,深圳市
3306A,2024-11-06T1200,114.0261,22.6198,39,54,0.7,16,6,133,105,55,细颗粒物(PM2.5),民治,深圳市
3307A,2024-11-06T1200,114.1871,22.6451,40,59,0.6,16,7,136,107,57,细颗粒物(PM2.5),横岗,深圳市
3447A,2024-11-06T1200,114.3551,22.7151,45,63,0.7,15,—,142,116,—,—,坪山,深圳市
3623A,2024-11-06T1200,113.8953,22.5861,40,73,0.7,25,7,154,107,62,颗粒物(PM10),西乡,深圳市
1099A,2024-11-06T1200,123.505,41.7406,22,30,0.4,16,9,58,25,32,—,浑南东路,沈阳市
1100A,2024-11-06T1200,123.4231,41.6989,15,24,0.5,20,8,50,22,24,—,新秀街,沈阳市
1102A,2024-11-06T1200,123.5903,41.8411,13,17,0.4,10,6,60,26,19,—,东陵路,沈阳市
1103A,2024-11-06T1200,123.4264,41.8467,15,33,0.8,27,10,48,18,33,—,陵东街,沈阳市
1104A,2024-11-06T1200,123.4114,41.7653,20,32,0.8,23,18,49,27,32,—,文化路,沈阳市
1105A,2024-11-06T1200,123.4678,41.7867,12,22,0.5,13,9,59,26,22,—,小河沿,沈阳市
1106A,2024-11-06T1200,123.4017,41.7972,26,33,1.2,33,20,38,18,38,—,太原街,沈阳市
1108A,2024-11-06T1200,123.3783,41.9228,29,67,—,38,14,31,13,—,—,京沈街,沈阳市
2897A,2024-11-06T1200,123.2444,41.7347,20,36,0.7,27,10,45,18,36,—,沈辽西路,沈阳市
2900A,2024-11-06T1200,123.5953,41.9086,20,20,0.6,19,10,56,33,29,—,裕农路,沈阳市
2428A,2024-11-06T1200,111.0419,32.395,20,33,0.6,17,11,98,89,33,—,武当山,十堰市
2429A,2024-11-06T1200,110.78,32.6494,68,76,0.6,28,11,73,32,92,细颗粒物(PM2.5),滨河新村,十堰市
2430A,2024-11-06T1200,110.7258,32.6389,56,99,0.6,25,9,85,37,77,细颗粒物(PM2.5),刘家沟,十堰市
2431A,2024-11-06T1200,110.8839,32.5714,56,57,0.6,27,11,80,38,77,细颗粒物(PM2.5),铁二处,十堰市
3545A,2024-11-06T1200,110.8054,32.8401,40,—,0.7,17,10,90,54,57,细颗粒物(PM2.5),郧阳区金沙路,十堰市
2709A,2024-11-06T1200,86.0497,44.2967,45,89,0.8,31,11,42,40,70,颗粒物(PM10),艾青诗歌馆,石河子市
3442A,2024-11-06T1200,86.047,44.2331,36,84,0.7,43,8,34,58,67,颗粒物(PM10),南区管委会,石河子市
4051A,2024-11-06T1200,86.0791,44.3017,56,83,0.6,25,12,60,37,77,细颗粒物(PM2.5),世纪广场,石河子市
1029A,2024-11-06T1200,114.4422,38.0444,32,54,0.8,—,10,32,9,—,—,职工医院,石家庄市
1030A,2024-11-06T1200,114.6063,38.0266,44,74,1.0,47,8,33,13,62,"颗粒物(PM10),细颗粒物(PM2.5)",高新区,石家庄市
1031A,2024-11-06T1200,114.4898,38.1328,48,62,0.9,48,7,41,12,67,细颗粒物(PM2.5),西北水源,石家庄市
1032A,2024-11-06T1200,114.4586,38.0058,36,42,0.8,33,8,37,13,52,细颗粒物(PM2.5),西南高教,石家庄市
1033A,2024-11-06T1200,114.5331,38.0178,24,55,1.0,41,10,35,12,53,颗粒物(PM10),世纪公园,石家庄市
1034A,2024-11-06T1200,114.509,38.0457,43,80,0.9,45,9,36,13,65,颗粒物(PM10),人民会堂,石家庄市
1035A,2024-11-06T1200,114.3524,37.8911,36,72,1.2,37,10,36,73,61,颗粒物(PM10),封龙山,石家庄市
2862A,2024-11-06T1200,114.5481,38.0378,34,87,1.1,50,12,37,12,69,颗粒物(PM10),22中南校区,石家庄市
3456A,2024-11-06T1200,114.289,38.0906,30,82,0.9,50,9,22,11,66,颗粒物(PM10),鹿泉一中,石家庄市
3573A,2024-11-06T1200,114.8506765,38.0322033,—,—,1.0,—,11,23,8,—,—,藁城区实验学校,石家庄市
3574A,2024-11-06T1200,114.0504658,38.0591645,24,71,0.9,42,13,32,10,61,颗粒物(PM10),井陉矿区区委大楼,石家庄市
4024A,2024-11-06T1200,114.6549,37.9020,26,62,0.7,33,8,32,11,56,颗粒物(PM10),栾城区星河路,石家庄市
1948A,2024-11-06T1200,106.3668,39.0145,37,64,1.1,28,65,47,26,57,颗粒物(PM10),大武口朝阳西街,石嘴山市
1949A,2024-11-06T1200,106.7704,39.2282,24,50,0.6,28,19,55,22,50,—,惠农南大街,石嘴山市
1950A,2024-11-06T1200,106.7099,39.1325,18,28,0.3,23,9,56,34,28,—,红果子镇惠新街,石嘴山市
3520A,2024-11-06T1200,106.3495,38.9836,35,62,0.7,29,61,50,32,56,颗粒物(PM10),妇女儿童医院,石嘴山市
3521A,2024-11-06T1200,106.7492,39.2069,—,—,—,24,—,49,22,—,—,石大公路,石嘴山市
2248A,2024-11-06T1200,131.1511,46.6937,11,—,0.6,9,12,51,47,16,—,双合村,双鸭山市
2249A,2024-11-06T1200,131.1652,46.6191,3,17,0.4,9,16,53,44,17,—,南小市,双鸭山市
2250A,2024-11-06T1200,131.1524,46.6554,19,—,0.4,6,8,56,49,28,—,环保局,双鸭山市
2251A,2024-11-06T1200,131.12,46.5656,8,9,0.6,11,15,39,33,13,—,苗圃,双鸭山市
2166A,2024-11-06T1200,112.4397,39.3522,29,78,0.8,36,18,47,17,64,颗粒物(PM10),平朔,朔州市
2167A,2024-11-06T1200,112.4575,39.3617,37,65,0.8,38,22,45,18,58,颗粒物(PM10),朔唯,朔州市
2168A,2024-11-06T1200,112.4258,39.3197,37,91,0.9,32,22,42,18,71,颗粒物(PM10),区政府,朔州市
2169A,2024-11-06T1200,112.4072,39.3278,32,96,0.9,33,22,52,20,73,颗粒物(PM10),市环保局,朔州市
2170A,2024-11-06T1200,112.4272,39.3681,42,102,0.7,38,19,40,11,76,颗粒物(PM10),市二中,朔州市
3571A,2024-11-06T1200,112.2931,39.53,19,107,0.7,33,16,61,18,79,颗粒物(PM10),一水厂,朔州市
2225A,2024-11-06T1200,124.4002,43.1713,8,17,0.2,10,4,54,32,17,—,一商场,四平市
2226A,2024-11-06T1200,124.388,43.193,8,16,0.2,6,2,57,27,18,—,境园,四平市
3486A,2024-11-06T1200,124.4036,43.1411,16,20,0.2,15,7,51,22,23,—,植物园,四平市
3713A,2024-11-06T1200,124.3419,43.1666,3,6,0.2,5,4,54,23,17,—,世纪城,四平市
2233A,2024-11-06T1200,124.8006,45.1214,24,28,0.2,6,4,57,29,35,—,江南,松原市
2234A,2024-11-06T1200,124.7965,45.1722,20,—,0.2,8,1,54,32,29,—,江北,松原市
1160A,2024-11-06T1200,120.561,31.2472,11,16,0.5,16,9,86,52,27,—,上方山,苏州市
1162A,2024-11-06T1200,120.591,31.3019,9,20,0.4,12,8,83,48,26,—,彩香,苏州市
1163A,2024-11-06T1200,120.596,31.3264,6,16,0.4,18,8,83,42,26,—,轧钢厂,苏州市
1164A,2024-11-06T1200,120.613,31.2703,—,—,0.5,12,—,82,49,—,—,吴中区,苏州市
1165A,2024-11-06T1200,120.543,31.2994,11,21,0.4,16,7,83,48,26,—,苏州新区,苏州市
1166A,2024-11-06T1200,120.669,31.3097,7,16,0.4,17,6,85,54,27,—,苏州工业园区,苏州市
1167A,2024-11-06T1200,120.641,31.3708,6,19,0.3,21,6,84,52,27,—,相城区,苏州市
3289A,2024-11-06T1200,120.743,31.3188,7,14,0.4,14,8,88,57,28,—,方洲路,苏州市
3290A,2024-11-06T1200,120.5031,31.2774,14,26,0.3,22,9,78,49,26,—,木渎中学,苏州市
3425A,2024-11-06T1200,120.624,31.1733,8,20,0.5,8,10,84,65,27,—,越秀幼儿园,苏州市
3431A,2024-11-06T1200,120.6505,31.416,7,17,0.3,13,8,83,47,26,—,高铁新城,苏州市
1220A,2024-11-06T1200,118.293,33.9528,29,43,0.5,11,3,84,32,43,—,宿迁学院,宿迁市
1221A,2024-11-06T1200,118.2442,33.9592,33,52,0.5,16,4,86,39,51,颗粒物(PM10),宿迁中学,宿迁市
2996A,2024-11-06T1200,118.283,33.965,34,49,0.6,15,7,84,33,49,—,市供电局,宿迁市
3191A,2024-11-06T1200,118.3225,33.9447,29,43,0.6,17,5,86,32,43,—,宿豫区政府,宿迁市
3187A,2024-11-06T1200,116.9509,33.666,51,83,0.4,25,9,92,41,70,细颗粒物(PM2.5),远航博物馆,宿州市
3463A,2024-11-06T1200,116.9708,33.591,49,89,0.5,22,10,90,42,70,颗粒物(PM10),社会福利中心,宿州市
3634A,2024-11-06T1200,116.9884,33.6305,50,86,0.3,23,10,93,45,69,细颗粒物(PM2.5),宿州学院,宿州市
3701A,2024-11-06T1200,116.9648,33.6252,56,90,0.4,29,8,—,45,—,—,皖北煤电集团,宿州市
