area,positionname,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
大庆市,红岗区,2024-11-06T1500,124.902,46.408,22,26,0.3,6,6,60,45,32,
大庆市,萨尔图区,2024-11-06T1500,125.153,46.586,21,,0.2,10,5,55,44,30,
大庆市,让胡路区,2024-11-06T1500,124.9042,46.6215,29,,0.2,5,5,56,44,42,
大庆市,萨区政府监测点,2024-11-06T1500,125.141,46.634,9,13,0.3,8,8,52,40,17,
大同市,果树场,2024-11-06T1500,113.3819,40.1097,13,47,0.4,22,10,79,39,47,
大同市,云冈宾馆,2024-11-06T1500,113.2994,40.0758,3,42,0.5,26,15,82,43,42,
大同市,大同大学,2024-11-06T1500,113.3444,40.0917,16,33,0.5,20,11,86,42,33,
大同市,安家小村,2024-11-06T1500,113.2661,40.1269,17,46,0.4,19,16,89,46,46,
大同市,教育学院,2024-11-06T1500,113.2711,40.0844,12,50,0.4,28,12,80,48,50,
大同市,大同市卫生学校,2024-11-06T1500,113.3397,40.0597,15,,,22,12,85,39,,
大同市,云冈站,2024-11-06T1500,113.1367,40.1122,18,54,0.4,22,13,97,45,52,颗粒物(PM10)
大同市,图书馆,2024-11-06T1500,113.1186,40.2556,37,60,0.5,31,18,78,45,55,颗粒物(PM10)
大同市,区一中,2024-11-06T1500,113.5931,40.0461,10,41,0.5,28,18,66,42,41,
大同市,第二人民医院,2024-11-06T1500,113.2802,40.0995,18,49,0.5,23,15,85,45,49,
大兴安岭地区,科技局,2024-11-06T1500,124.1069,50.4097,12,14,0.2,3,4,53,42,18,
大兴安岭地区,红旗社区,2024-11-06T1500,124.1164,50.4278,3,9,0.3,4,2,50,36,16,
丹东市,江湾东路,2024-11-06T1500,124.3303,40.0625,12,20,0.3,10,12,59,55,20,
丹东市,临江后街,2024-11-06T1500,124.4256,40.1503,10,14,0.3,6,5,66,58,21,
丹东市,元宝山,2024-11-06T1500,124.3933,40.1461,3,12,0.4,4,4,66,58,21,
丹东市,民主桥,2024-11-06T1500,124.3633,40.1092,6,18,0.3,6,5,65,54,21,
儋州市,第一中学子站,2024-11-06T1500,109.5726,19.5167,31,51,0.7,7,6,114,87,51,颗粒物(PM10)
儋州市,东坡学校子站,2024-11-06T1500,109.5567,19.5187,27,42,0.7,9,6,125,95,42,
德宏傣族景颇族自治州,德宏州监测站,2024-11-06T1500,98.5842,24.428,9,14,0.6,15,5,61,36,20,
德宏傣族景颇族自治州,芒市人民政府综合楼,2024-11-06T1500,98.5881,24.4368,6,15,0.7,16,4,50,30,16,
德阳市,东山公园,2024-11-06T1500,104.4239,31.1208,14,42,0.5,10,1,74,48,42,
德阳市,西小区,2024-11-06T1500,104.3826,31.1317,27,45,0.6,14,2,66,40,45,
德阳市,耐火材料厂,2024-11-06T1500,104.3553,31.1091,20,38,0.4,,3,,35,,
德阳市,市教育局,2024-11-06T1500,104.4019,31.1244,18,39,0.5,13,2,66,36,39,
德州市,儿童乐园,2024-11-06T1500,116.3032,37.4674,22,51,0.5,25,13,89,58,51,颗粒物(PM10)
德州市,监理站,2024-11-06T1500,116.2991,37.4451,22,44,0.5,23,12,91,59,44,
德州市,九衢泉纯净水厂,2024-11-06T1500,116.2721,37.4379,14,48,0.4,23,13,88,54,48,
德州市,开发区人民医院,2024-11-06T1500,116.3728,37.4403,14,36,0.6,18,11,88,53,36,
德州市,太阳城中学,2024-11-06T1500,116.3572,37.4094,17,41,0.5,26,10,91,41,41,
德州市,陵城艺术中心,2024-11-06T1500,116.5652,37.3319,9,27,0.5,19,13,84,52,27,
迪庆藏族自治州,迪庆州站,2024-11-06T1500,99.7056,27.8317,9,18,0.2,9,7,82,50,26,
迪庆藏族自治州,质量技术监督局,2024-11-06T1500,99.7136,27.8094,3,25,0.4,11,7,80,47,25,
定西市,东关小学,2024-11-06T1500,104.6241,35.5734,18,46,0.2,4,3,87,63,46,
定西市,供电公司,2024-11-06T1500,104.6194,35.5934,17,38,0.3,5,6,86,65,38,
东莞市,莞城梨川,2024-11-06T1500,113.7547,23.0494,26,41,0.8,12,9,136,128,43,
东莞市,东城石井,2024-11-06T1500,113.7944,23.0128,31,47,0.8,13,10,150,131,47,
东莞市,南城西平,2024-11-06T1500,113.7383,22.9658,32,51,0.7,12,7,155,130,51,颗粒物(PM10)
东莞市,万江金泰,2024-11-06T1500,113.7338,23.0381,27,40,0.8,9,8,134,127,42,
东莞市,南城元岭,2024-11-06T1500,113.7533,23.0202,27,42,0.7,7,8,132,124,42,
东莞市,东城主山,2024-11-06T1500,113.7875,23.0457,29,46,0.7,12,10,141,130,46,
东营市,市环保局,2024-11-06T1500,118.6614,37.4309,12,29,0.4,21,4,87,55,29,
东营市,开发区管委会,2024-11-06T1500,118.6904,37.4338,17,35,0.4,19,7,86,51,35,
东营市,垦利区民丰路,2024-11-06T1500,118.5719,37.565,12,29,0.3,19,9,92,54,29,
东营市,河口城区,2024-11-06T1500,118.5055,37.8612,15,,,18,5,87,55,,
东营市,胜利站,2024-11-06T1500,118.4978,37.4623,12,34,0.3,27,6,89,56,34,
东营市,理想之城,2024-11-06T1500,118.35,37.26,14,31,0.4,21,6,83,50,31,
鄂尔多斯市,综合楼,2024-11-06T1500,110.0023,39.8129,17,46,0.5,23,11,102,60,46,
鄂尔多斯市,巴音孟克林场办事处,2024-11-06T1500,109.9486,39.8261,17,46,0.5,28,13,89,56,46,
鄂尔多斯市,康泽苑,2024-11-06T1500,109.7736,39.5986,17,46,0.4,17,10,101,50,46,
鄂尔多斯市,华泰汽车城,2024-11-06T1500,109.8119,39.5989,19,41,0.4,16,11,99,45,41,
鄂尔多斯市,奥林花园,2024-11-06T1500,109.9734,39.7884,,46,0.7,20,11,96,49,,
鄂州市,市政府,2024-11-06T1500,114.8938,30.3994,22,35,0.6,17,8,125,85,40,
鄂州市,赵家坝,2024-11-06T1500,114.8989,30.3714,15,33,0.5,17,8,141,91,45,
鄂州市,精准医疗中心,2024-11-06T1500,114.8094,30.4089,22,48,1.0,18,15,137,99,48,
恩施土家族苗族自治州,湖北民院,2024-11-06T1500,109.4978,30.2981,37,56,,11,6,108,47,,
恩施土家族苗族自治州,州电力总公司,2024-11-06T1500,109.4707,30.2798,30,50,0.5,17,7,107,47,50,
恩施土家族苗族自治州,龙凤新区,2024-11-06T1500,109.5061,30.3772,28,43,0.7,14,6,97,45,43,
防城港市,沙万,2024-11-06T1500,108.3411,21.6158,49,63,0.6,11,6,145,115,68,细颗粒物(PM2.5)
防城港市,防城档案局,2024-11-06T1500,108.3514,21.7731,51,82,,13,6,,103,,
防城港市,大海花园,2024-11-06T1500,108.3506,21.6414,47,124,0.7,11,5,148,117,87,颗粒物(PM10)
佛山市,湾梁,2024-11-06T1500,113.1294,23.0067,32,63,0.8,22,7,171,143,64,臭氧1小时
佛山市,华材职中,2024-11-06T1500,113.1083,23.0478,35,53,0.6,23,9,169,137,62,臭氧1小时
佛山市,南海气象局,2024-11-06T1500,113.144,23.0453,32,62,0.5,15,8,168,139,60,臭氧1小时
佛山市,顺德苏岗,2024-11-06T1500,113.2881,22.8094,29,46,0.8,16,8,162,129,53,臭氧1小时
佛山市,高明孔堂,2024-11-06T1500,112.8383,22.8678,40,59,0.7,20,8,188,147,85,臭氧1小时
佛山市,三水监测站,2024-11-06T1500,112.8836,23.1588,40,46,0.7,17,9,161,139,57,细颗粒物(PM2.5)
佛山市,三水云东海,2024-11-06T1500,112.867,23.185,34,43,0.7,15,11,155,134,49,
佛山市,容桂街道办,2024-11-06T1500,113.2544,22.7642,36,46,0.7,17,8,176,137,70,臭氧1小时
福州市,鼓山,2024-11-06T1500,119.3903,26.0543,,,,,,,108,,
福州市,师大,2024-11-06T1500,119.2681,26.0504,3,11,0.3,7,3,121,110,38,
福州市,五四北路,2024-11-06T1500,119.2984,26.1028,4,,,12,,112,105,,
福州市,杨桥西路,2024-11-06T1500,119.2648,26.0768,3,16,0.3,5,1,121,110,38,
福州市,紫阳,2024-11-06T1500,119.317,26.0746,3,45,0.4,10,3,107,96,45,
福州市,九龙,2024-11-06T1500,119.5799,26.0936,,,,,,,127,,
福州市,吴航,2024-11-06T1500,119.5189,25.9664,7,18,0.1,8,3,116,104,37,
抚顺市,望花区,2024-11-06T1500,123.7977,41.8491,14,24,0.7,16,5,62,44,24,
抚顺市,顺城区,2024-11-06T1500,123.9161,41.8822,10,20,0.3,17,6,63,40,20,
抚顺市,东洲区,2024-11-06T1500,124.0436,41.8611,9,17,0.3,13,8,57,49,18,
抚顺市,新抚区,2024-11-06T1500,123.9247,41.8642,12,25,0.1,16,9,60,42,25,
抚顺市,大伙房水库,2024-11-06T1500,124.0972,41.8961,10,12,0.3,6,7,65,50,21,
抚顺市,沈抚新城,2024-11-06T1500,123.7086,41.8391,12,26,0.2,10,7,64,45,26,
抚州市,桐源党溪,2024-11-06T1500,116.2127,28.0814,16,50,0.4,4,6,122,90,50,
抚州市,市站,2024-11-06T1500,116.3544,27.9831,17,44,0.7,14,,108,88,,
抚州市,血防站,2024-11-06T1500,116.3565,27.963,17,44,0.4,6,2,123,74,44,
抚州市,采茶剧团,2024-11-06T1500,116.3564,28.0007,18,37,0.9,5,7,119,90,38,
抚州市,医学分院,2024-11-06T1500,116.385,27.9647,14,45,0.6,7,6,118,85,45,
阜新市,工业园区,2024-11-06T1500,121.6094,41.998,10,28,0.3,11,18,74,46,28,
阜新市,长青街,2024-11-06T1500,121.6697,42.0279,17,29,0.5,19,19,67,40,29,
阜新市,农业园区,2024-11-06T1500,121.6673,42.0705,14,31,0.3,13,16,72,51,31,
阜新市,东苑,2024-11-06T1500,121.6717,42.0224,24,44,0.5,17,21,63,40,44,
阜新市,玉龙新城,2024-11-06T1500,121.6506,42.0498,18,32,0.4,12,17,75,50,32,
阜阳市,市监测站,2024-11-06T1500,115.8277,32.8929,34,46,0.4,16,8,111,72,49,
阜阳市,开发区,2024-11-06T1500,115.8554,32.8605,37,79,0.5,22,8,104,68,65,颗粒物(PM10)
阜阳市,阜阳职业技术学院,2024-11-06T1500,115.784,32.8892,34,47,0.4,13,8,108,74,49,
阜阳市,市规划展馆,2024-11-06T1500,115.7901,32.8613,29,38,0.3,15,7,115,75,42,
阜阳市,枣园社区,2024-11-06T1500,115.836,32.9183,38,45,0.4,16,8,107,72,54,细颗粒物(PM2.5)
甘南藏族自治州,州政府,2024-11-06T1500,102.9099,34.9841,9,18,0.3,2,1,80,41,25,
甘南藏族自治州,甘肃民族师范学院,2024-11-06T1500,102.8914,34.9617,3,6,0.7,8,6,83,40,26,
甘孜藏族自治州,水桥子,2024-11-06T1500,101.9603,30.0475,8,,0.2,3,6,59,30,19,
甘孜藏族自治州,州环保局,2024-11-06T1500,101.9533,29.9972,3,,0.2,8,3,60,44,19,
赣江新区,桑海产业园,2024-11-06T1500,115.8347,28.932,19,51,0.7,14,12,124,88,51,颗粒物(PM10)
赣州市,通天岩,2024-11-06T1500,114.9017,25.9149,3,51,1.5,7,108,132,102,51,颗粒物(PM10)
赣州市,地委,2024-11-06T1500,114.9367,25.8664,28,48,0.6,8,1,128,110,48,
赣州市,气象台,2024-11-06T1500,114.9461,25.8481,26,40,0.6,13,4,123,107,40,
赣州市,市图书馆,2024-11-06T1500,114.9322,25.8333,23,38,0.7,10,6,130,114,41,
赣州市,华坚鞋城,2024-11-06T1500,114.8905,25.8471,25,40,0.7,10,6,122,110,40,
赣州市,赣县区卫计委,2024-11-06T1500,115.0093,25.8613,33,46,0.6,7,6,107,94,48,
固原市,马园,2024-11-06T1500,106.2319,36.1417,6,19,0.4,5,5,83,54,26,
固原市,监测站,2024-11-06T1500,106.2792,36.0022,11,14,0.4,12,5,88,52,28,
固原市,新区,2024-11-06T1500,106.2375,36.0211,10,24,0.3,10,4,82,52,26,
固原市,原州区十五小,2024-11-06T1500,106.2177,35.9959,9,22,0.3,6,5,94,78,30,
广安市,小平旧居,2024-11-06T1500,106.6308,30.5278,,,,,,,,,
广安市,市委,2024-11-06T1500,106.6303,30.4576,22,46,0.5,19,3,50,44,46,
广安市,友谊中学,2024-11-06T1500,106.6271,30.4663,27,40,0.6,22,3,48,39,40,
广安市,广电花园,2024-11-06T1500,106.6388,30.4551,22,40,0.3,20,4,48,44,40,
广安市,北辰小学,2024-11-06T1500,106.6351,30.4865,24,43,0.6,20,4,59,50,43,
广元市,黑石坡,2024-11-06T1500,105.8945,32.4535,13,30,0.5,25,5,21,26,30,
广元市,老城,2024-11-06T1500,105.821,32.4444,28,64,1.4,35,43,27,18,57,颗粒物(PM10)
广元市,监测站,2024-11-06T1500,105.8628,32.4287,41,,1.2,39,22,34,18,58,细颗粒物(PM2.5)
广元市,经开区,2024-11-06T1500,105.8047,32.4166,72,116,2.2,41,117,19,14,97,细颗粒物(PM2.5)
广州市,广雅中学,2024-11-06T1500,113.2347,23.1423,32,59,1.1,18,8,153,133,55,颗粒物(PM10)
广州市,市五中,2024-11-06T1500,113.2612,23.105,35,63,0.7,14,6,168,147,60,臭氧1小时
广州市,广东商学院,2024-11-06T1500,113.3478,23.0916,32,46,0.6,13,7,157,135,50,
广州市,市八十六中,2024-11-06T1500,113.4332,23.1047,32,50,0.6,11,4,140,122,50,
广州市,番禺中学,2024-11-06T1500,113.3505,22.9483,11,35,0.6,20,7,155,136,49,
广州市,花都师范,2024-11-06T1500,113.2146,23.3916,29,44,1.1,12,6,139,131,44,
广州市,市监测站,2024-11-06T1500,113.2597,23.1331,33,51,0.6,13,6,154,134,51,颗粒物(PM10)
广州市,九龙镇镇龙,2024-11-06T1500,113.5618,23.312,33,46,0.7,9,6,129,121,48,
广州市,麓湖,2024-11-06T1500,113.2765,23.1544,38,59,0.7,13,5,163,141,55,颗粒物(PM10)
广州市,帽峰山森林公园,2024-11-06T1500,113.443,23.3035,25,42,0.7,10,7,146,134,46,
广州市,体育西,2024-11-06T1500,113.3221,23.1322,35,49,0.9,10,7,150,131,50,
广州市,从化街口,2024-11-06T1500,113.5717,23.5491,34,44,0.7,10,8,129,127,49,
广州市,白云竹料,2024-11-06T1500,113.3472,23.3692,32,56,0.8,9,7,145,138,53,颗粒物(PM10)
广州市,白云嘉禾,2024-11-06T1500,113.2981,23.237,33,57,0.9,19,8,150,135,54,颗粒物(PM10)
广州市,黄埔科学城,2024-11-06T1500,113.4256,23.1716,31,46,0.7,10,6,148,133,47,
广州市,番禺大学城,2024-11-06T1500,113.3942,23.0483,27,,0.6,13,7,150,129,,
广州市,南沙黄阁,2024-11-06T1500,113.4922,22.8168,35,65,0.7,21,10,158,130,58,颗粒物(PM10)
广州市,南沙街,2024-11-06T1500,113.5342,22.7896,41,61,0.7,,9,159,132,,
广州市,花都梯面,2024-11-06T1500,113.2902,23.5544,30,43,0.7,8,8,140,132,44,
广州市,从化良口,2024-11-06T1500,113.7858,23.7478,31,42,,7,6,127,127,,
广州市,增城荔城,2024-11-06T1500,113.8051,23.2614,32,41,0.6,12,7,129,122,46,
贵港市,德智高中,2024-11-06T1500,109.568,23.1478,,,,,,,,,
贵港市,江南子站,2024-11-06T1500,109.6047,23.0666,43,61,0.8,,8,,123,,
贵港市,贵城子站,2024-11-06T1500,109.6014,23.0948,44,61,0.9,10,8,152,122,62,细颗粒物(PM2.5)
贵港市,荷城子站,2024-11-06T1500,109.5669,23.1065,51,68,0.7,12,11,143,117,70,细颗粒物(PM2.5)
贵港市,新世纪学校,2024-11-06T1500,109.5886,23.1172,51,63,0.8,10,9,150,121,70,细颗粒物(PM2.5)
贵阳市,马鞍山,2024-11-06T1500,106.6899,26.5998,9,22,0.6,8,4,118,102,37,
贵阳市,市环保站,2024-11-06T1500,106.6971,26.5694,22,22,0.4,9,4,133,118,42,
贵阳市,鉴湖路,2024-11-06T1500,106.6243,26.6266,22,31,0.4,10,4,116,111,37,
贵阳市,燕子冲,2024-11-06T1500,106.7487,26.6343,17,22,0.4,7,5,121,111,38,
贵阳市,碧云窝,2024-11-06T1500,106.6555,26.4365,19,36,0.4,12,5,134,113,42,
贵阳市,中院村,2024-11-06T1500,106.694,26.5161,24,34,0.7,12,4,131,112,41,
贵阳市,红边门,2024-11-06T1500,106.7109,26.6027,27,,0.6,12,4,122,110,39,
贵阳市,新华路,2024-11-06T1500,106.7164,26.5699,22,34,0.5,8,5,127,108,40,
贵阳市,太慈桥,2024-11-06T1500,106.674,26.5424,17,19,0.4,13,4,123,105,39,
贵阳市,桐木岭,2024-11-06T1500,106.805,26.3003,41,58,0.6,4,5,37,96,58,细颗粒物(PM2.5)
桂林市,电子科大尧山校区,2024-11-06T1500,110.4144,25.3167,28,58,0.6,9,5,146,138,54,颗粒物(PM10)
桂林市,监测站,2024-11-06T1500,110.2819,25.2697,45,59,0.7,13,10,150,139,63,细颗粒物(PM2.5)
桂林市,龙隐路小学,2024-11-06T1500,110.3089,25.2708,42,53,0.7,10,10,158,147,59,细颗粒物(PM2.5)
桂林市,八中,2024-11-06T1500,110.2869,25.2178,33,51,0.8,12,10,149,138,51,颗粒物(PM10)
桂林市,创业大厦,2024-11-06T1500,110.1764,25.2381,36,51,0.5,15,9,151,145,52,细颗粒物(PM2.5)
桂林市,旅游学院,2024-11-06T1500,110.296,25.1253,36,53,,14,9,148,140,,
果洛藏族自治州,玛沁县大武镇,2024-11-06T1500,100.2561,34.4714,3,8,0.4,1,16,88,54,28,
哈尔滨市,岭北,2024-11-06T1500,126.5422,45.755,48,,0.4,14,8,76,67,67,细颗粒物(PM2.5)
哈尔滨市,松北商大,2024-11-06T1500,126.561,45.8167,31,42,0.4,15,12,52,38,45,
哈尔滨市,阿城会宁,2024-11-06T1500,126.979,45.5419,28,39,0.6,9,7,52,29,40,
哈尔滨市,南岗学府路,2024-11-06T1500,126.599,45.7222,53,71,0.6,16,6,60,39,73,细颗粒物(PM2.5)
哈尔滨市,太平宏伟公园,2024-11-06T1500,126.689,45.7733,55,62,0.6,15,8,59,39,75,细颗粒物(PM2.5)
哈尔滨市,道外承德广场,2024-11-06T1500,126.635,45.7667,50,74,0.6,24,7,57,39,69,细颗粒物(PM2.5)
哈尔滨市,香坊红旗大街,2024-11-06T1500,126.685,45.7319,59,78,0.4,13,7,67,46,80,细颗粒物(PM2.5)
哈尔滨市,动力和平路,2024-11-06T1500,126.6411,45.7258,55,62,0.6,19,8,,35,,
哈尔滨市,道里建国路,2024-11-06T1500,126.593,45.7478,57,74,0.4,21,11,53,34,78,细颗粒物(PM2.5)
哈尔滨市,平房东轻厂,2024-11-06T1500,126.615,45.61,31,36,0.4,11,6,51,37,45,
哈尔滨市,呼兰师专,2024-11-06T1500,126.595,45.9855,31,39,,30,,64,38,,
哈尔滨市,省农科院,2024-11-06T1500,126.6206,45.6842,30,68,0.4,23,5,45,33,59,颗粒物(PM10)
哈密市,地区监测站,2024-11-06T1500,93.5128,42.8172,42,110,2.3,38,20,69,54,80,颗粒物(PM10)
哈密市,哈密师范学校,2024-11-06T1500,93.4961,42.8328,50,102,2.2,38,17,72,45,76,颗粒物(PM10)
海北藏族自治州,海晏县西海镇,2024-11-06T1500,100.9048,36.9639,16,,0.4,2,9,96,69,30,
海东市,平安区公安北苑,2024-11-06T1500,102.0738,36.5056,16,20,0.6,18,13,102,52,32,
海口市,东寨港,2024-11-06T1500,110.576,19.9507,,,,,,,,,
海口市,海南大学,2024-11-06T1500,110.3232,20.0574,34,55,0.6,11,6,159,125,53,颗粒物(PM10)
海口市,秀英海南医院,2024-11-06T1500,110.283,20.0053,36,52,0.5,12,7,158,122,52,细颗粒物(PM2.5)
海口市,海南师范大学,2024-11-06T1500,110.338,19.9969,34,53,0.6,11,8,157,122,52,颗粒物(PM10)
海口市,龙华路环保局宿舍,2024-11-06T1500,110.33,20.0356,34,50,0.5,9,6,158,124,50,
海口市,桂林洋子站,2024-11-06T1500,110.5111,19.9736,38,56,0.5,8,7,160,126,54,细颗粒物(PM2.5)
海南藏族自治州,共和县恰卜恰镇,2024-11-06T1500,100.6188,36.2866,14,,0.3,10,11,76,48,24,
海西蒙古族藏族自治州,德令哈市,2024-11-06T1500,97.3731,37.3753,7,27,0.4,5,10,93,77,30,
邯郸市,东污水处理厂,2024-11-06T1500,114.5302,36.6116,51,64,0.5,10,5,99,52,70,细颗粒物(PM2.5)
邯郸市,矿院,2024-11-06T1500,114.4918,36.5713,53,81,0.4,17,4,96,56,73,细颗粒物(PM2.5)
邯郸市,丛台公园,2024-11-06T1500,114.484,36.6133,52,68,0.4,19,6,94,50,72,细颗粒物(PM2.5)
邯郸市,香泉濮院小区,2024-11-06T1500,114.7895,36.5593,38,83,0.8,14,8,114,69,67,颗粒物(PM10)
邯郸市,永年区实验高中,2024-11-06T1500,114.50634,36.77178,59,91,0.2,17,6,104,48,80,细颗粒物(PM2.5)
邯郸市,峰峰矿区临水派出所,2024-11-06T1500,114.20016,36.44293,46,79,0.6,18,9,90,46,65,颗粒物(PM10)
汉中市,汉川机床厂子校,2024-11-06T1500,106.9893,33.1842,25,35,0.5,11,6,71,45,36,
汉中市,市监测站,2024-11-06T1500,107.0154,33.0706,24,39,0.5,7,10,72,38,39,
汉中市,鑫源开发区,2024-11-06T1500,107.0089,33.1138,24,32,0.6,9,10,72,34,35,
汉中市,南郑大河坎水厂,2024-11-06T1500,107.007,33.0323,22,36,0.6,14,9,72,42,36,
杭州市,滨江,2024-11-06T1500,120.2072,30.2111,21,39,0.3,23,7,92,71,39,
杭州市,西溪,2024-11-06T1500,120.0633,30.2747,17,33,0.4,21,6,102,61,33,
杭州市,下沙,2024-11-06T1500,120.3461,30.3153,15,29,0.4,23,8,103,75,33,
杭州市,卧龙桥,2024-11-06T1500,120.1269,30.2456,18,32,0.4,17,7,110,75,35,
杭州市,浙江农大,2024-11-06T1500,120.1903,30.2692,19,33,0.4,20,5,94,72,33,
杭州市,和睦小学,2024-11-06T1500,120.1197,30.3119,20,30,0.4,16,,112,73,,
杭州市,临平镇,2024-11-06T1500,120.3019,30.4183,12,27,0.2,18,6,108,84,34,
杭州市,城厢镇,2024-11-06T1500,120.2697,30.1819,17,33,0.5,20,6,101,81,33,
杭州市,云栖,2024-11-06T1500,120.0883,30.1808,14,28,0.4,23,8,105,77,33,
杭州市,镇二中,2024-11-06T1500,119.9464,30.0494,9,28,0.6,18,6,100,66,32,
杭州市,市府大楼,2024-11-06T1500,119.7183,30.2367,21,34,0.4,22,8,116,69,37,
杭州市,消防大队,2024-11-06T1500,120.1556,30.2864,19,37,0.3,21,8,109,82,37,
合肥市,明珠广场,2024-11-06T1500,117.1959,31.7848,17,39,0.4,25,8,94,66,39,
合肥市,三里街,2024-11-06T1500,117.3072,31.8764,17,39,0.5,19,6,89,58,39,
合肥市,琥珀山庄,2024-11-06T1500,117.2588,31.8707,20,36,0.6,18,10,98,75,36,
合肥市,董铺水库,2024-11-06T1500,117.1604,31.9052,14,48,0.4,18,6,86,62,48,
合肥市,长江中路,2024-11-06T1500,117.25,31.8571,25,46,0.5,23,9,96,71,46,
合肥市,庐阳区,2024-11-06T1500,117.266,31.9436,14,46,0.7,15,4,98,72,46,
合肥市,瑶海区,2024-11-06T1500,117.336,31.8586,13,34,0.3,20,7,91,65,34,
合肥市,包河区,2024-11-06T1500,117.3027,31.7964,14,41,0.4,19,5,88,61,41,
合肥市,滨湖新区,2024-11-06T1500,117.2776,31.7385,17,48,0.5,15,7,96,71,48,
合肥市,高新区,2024-11-06T1500,117.1318,31.8403,21,44,0.6,20,2,93,68,44,
合肥市,高教基地,2024-11-06T1500,117.3803,31.9147,19,36,0.4,17,8,97,69,36,
和田地区,地区环保局,2024-11-06T1500,79.924,37.0877,40,132,0.3,12,6,109,71,91,颗粒物(PM10)
和田地区,市环保局,2024-11-06T1500,79.9131,37.113,46,125,0.2,8,7,99,53,88,颗粒物(PM10)
河池市,东仁乐园,2024-11-06T1500,108.2011,24.715,40,68,0.7,7,6,136,96,59,颗粒物(PM10)
河池市,市环保站,2024-11-06T1500,108.0497,24.6947,37,83,0.6,10,9,153,101,67,颗粒物(PM10)
河池市,市疾控中心,2024-11-06T1500,108.0983,24.6989,39,65,0.6,13,8,147,99,58,颗粒物(PM10)
河源市,源西,2024-11-06T1500,114.6778,23.7569,30,45,0.6,8,7,124,116,45,
河源市,东埔,2024-11-06T1500,114.6944,23.7586,28,39,0.7,11,4,133,127,42,
河源市,老城,2024-11-06T1500,114.6892,23.7233,27,50,0.6,8,4,128,124,50,
菏泽市,气象局,2024-11-06T1500,115.4208,35.2464,39,74,0.5,16,5,114,76,62,颗粒物(PM10)
菏泽市,市政协,2024-11-06T1500,115.4747,35.2375,38,66,0.5,21,8,112,74,58,颗粒物(PM10)
菏泽市,定陶老年大学,2024-11-06T1500,115.5564,35.0891,34,61,0.2,20,9,104,64,56,颗粒物(PM10)
菏泽市,菏泽医专,2024-11-06T1500,115.4702,35.2706,33,67,0.4,27,12,112,76,59,颗粒物(PM10)
贺州市,环保小区,2024-11-06T1500,111.5264,24.4172,52,59,0.8,13,7,158,125,72,细颗粒物(PM2.5)
贺州市,政协大楼,2024-11-06T1500,111.5608,24.4078,41,63,0.7,11,8,163,126,58,细颗粒物(PM2.5)
贺州市,西湾,2024-11-06T1500,111.4744,24.4553,46,72,0.6,13,,146,117,,
鹤壁市,市监测站,2024-11-06T1500,114.17,35.9019,57,101,0.4,26,7,97,50,78,细颗粒物(PM2.5)
鹤壁市,市交警支队,2024-11-06T1500,114.2956,35.7511,50,88,0.5,24,9,101,52,69,"颗粒物(PM10),细颗粒物(PM2.5)"
鹤壁市,迎宾馆,2024-11-06T1500,114.2878,35.7306,45,116,0.5,27,3,107,60,83,颗粒物(PM10)
鹤壁市,大新区,2024-11-06T1500,114.2617,35.6822,67,112,0.5,20,8,102,52,90,细颗粒物(PM2.5)
鹤壁市,南山宾馆,2024-11-06T1500,114.1572,35.9603,56,93,0.6,19,10,104,62,77,细颗粒物(PM2.5)
鹤岗市,哈啤分公司,2024-11-06T1500,130.2537,47.3416,12,15,0.4,1,12,56,54,18,
鹤岗市,斯达机电,2024-11-06T1500,130.2684,47.3086,12,17,0.2,6,11,54,53,18,
鹤岗市,东山纸板厂,2024-11-06T1500,130.3114,47.3388,19,43,0.2,3,11,54,54,43,
鹤岗市,五号水库,2024-11-06T1500,130.1097,47.3382,7,13,0.5,3,8,64,66,20,
黑河市,交通局,2024-11-06T1500,127.4833,50.2524,12,13,0.3,16,7,48,46,18,
黑河市,环保局,2024-11-06T1500,127.5144,50.2341,14,20,0.3,14,8,45,49,20,
黑河市,大黑河岛,2024-11-06T1500,127.5291,50.2472,7,22,0.5,15,1,19,37,22,
衡水市,电机北厂,2024-11-06T1500,115.6838,37.7541,33,54,0.4,20,7,98,68,52,颗粒物(PM10)
衡水市,市监测站,2024-11-06T1500,115.6303,37.7316,28,67,0.4,26,8,98,63,59,颗粒物(PM10)
衡水市,市城管局,2024-11-06T1500,115.6683,37.7217,38,70,0.4,20,13,97,65,60,颗粒物(PM10)
衡水市,地表水厂,2024-11-06T1500,115.5989,37.5491,36,56,0.5,18,8,109,61,53,颗粒物(PM10)
衡阳市,原169医院,2024-11-06T1500,112.5003,26.9167,30,42,0.4,9,9,105,81,43,
衡阳市,衡阳化工总厂,2024-11-06T1500,112.6194,26.9258,30,44,,5,8,142,104,,
衡阳市,珠晖区环保局,2024-11-06T1500,112.6211,26.8956,33,44,0.7,15,9,142,103,48,
衡阳市,市委党校,2024-11-06T1500,112.6197,26.8733,,,0.6,11,11,143,112,,
衡阳市,市监测站,2024-11-06T1500,112.6006,26.8919,30,38,0.7,10,11,149,115,47,
衡阳市,真空机电公司,2024-11-06T1500,112.5664,26.9056,35,43,0.7,13,9,145,107,50,
衡阳市,师范学院,2024-11-06T1500,112.6703,26.882,27,39,0.7,12,10,146,115,46,
