area,positionname,timepoint,longitude,latitude,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
临沧市,市环保局,2024-11-06T1500,100.0781,23.8982,22,28,0.6,9,8,54,33,32,
临沧市,市气象局,2024-11-06T1500,100.0894,23.8822,22,,0.6,10,8,58,32,32,
临汾市,临钢医院,2024-11-06T1500,111.5531,36.0783,41,80,0.8,46,12,103,49,65,颗粒物(PM10)
临汾市,技工学校,2024-11-06T1500,111.5028,36.0714,42,61,0.8,21,13,122,59,59,细颗粒物(PM2.5)
临汾市,市委,2024-11-06T1500,111.5018,36.0855,42,73,0.7,22,14,124,62,62,颗粒物(PM10)
临汾市,唐尧大酒店,2024-11-06T1500,111.505,36.1014,41,61,0.8,24,12,118,58,58,细颗粒物(PM2.5)
临汾市,城南,2024-11-06T1500,111.5036,36.0414,43,60,0.8,28,13,127,55,60,细颗粒物(PM2.5)
临夏回族自治州,环保局,2024-11-06T1500,103.2069,35.5993,14,41,0.4,8,8,96,44,41,
临夏回族自治州,建设大厦,2024-11-06T1500,103.2417,35.6057,21,27,0.4,9,8,98,50,31,
临沂市,沂河小区,2024-11-06T1500,118.3429,35.0532,27,36,0.4,21,7,87,61,39,
临沂市,鲁南制药厂,2024-11-06T1500,118.295,35.0583,23,31,0.6,28,6,81,55,33,
临沂市,新光毛纺厂,2024-11-06T1500,118.2794,34.9976,20,27,0.6,23,8,94,62,30,
临沂市,河东保险公司,2024-11-06T1500,118.3956,35.0888,15,27,0.6,16,4,92,56,29,
临沂市,十里堡居委,2024-11-06T1500,118.3564,35.0215,9,31,0.3,18,6,92,58,31,
临沂市,南坊新区,2024-11-06T1500,118.3604,35.1084,17,34,0.6,29,6,91,61,34,
临沂市,皇山花园小区,2024-11-06T1500,118.3920,35.0300,16,24,0.3,21,4,88,52,28,
柳州市,柳东小学,2024-11-06T1500,109.4856,24.3895,44,55,0.5,7,10,146,135,62,细颗粒物(PM2.5)
柳州市,环保监测站,2024-11-06T1500,109.4157,24.3277,45,54,0.7,9,10,143,132,63,细颗粒物(PM2.5)
柳州市,河西水厂,2024-11-06T1500,109.389,24.341,40,58,0.9,8,8,141,128,57,细颗粒物(PM2.5)
柳州市,市四中,2024-11-06T1500,109.4311,24.2921,40,70,0.6,10,8,147,142,60,颗粒物(PM10)
柳州市,市九中,2024-11-06T1500,109.4006,24.3631,50,57,0.7,7,6,147,124,69,细颗粒物(PM2.5)
柳州市,古亭山,2024-11-06T1500,109.4958,24.3134,39,73,0.9,14,11,152,143,62,颗粒物(PM10)
柳州市,市二中,2024-11-06T1500,109.5422,24.3996,35,58,0.7,14,11,147,134,54,颗粒物(PM10)
六安市,监测大楼,2024-11-06T1500,116.5079,31.737,38,48,0.6,23,8,119,78,54,细颗粒物(PM2.5)
六安市,皖西学院,2024-11-06T1500,116.4738,31.7643,28,67,0.6,19,7,124,77,59,颗粒物(PM10)
六安市,朝阳厂,2024-11-06T1500,116.4996,31.7905,24,58,0.6,20,5,121,72,54,颗粒物(PM10)
六安市,开发区,2024-11-06T1500,116.5567,31.7886,36,66,0.5,16,7,126,71,58,颗粒物(PM10)
六盘水市,窑上,2024-11-06T1500,104.8,26.5892,39,,0.6,12,5,68,61,,
六盘水市,黄土坡,2024-11-06T1500,104.83,26.5917,34,44,0.7,15,,74,65,,
六盘水市,水钢,2024-11-06T1500,104.89,26.5939,50,78,0.5,11,3,83,72,69,细颗粒物(PM2.5)
六盘水市,民中,2024-11-06T1500,104.8475,26.5894,31,39,0.5,12,8,77,67,45,
六盘水市,双水,2024-11-06T1500,104.9544,26.5506,22,39,0.4,10,7,82,76,39,
龙岩市,龙岩师专,2024-11-06T1500,117.0189,25.1181,,,,,,,,,
龙岩市,龙岩市监测站,2024-11-06T1500,117.0217,25.1033,17,28,0.4,9,2,111,101,35,
龙岩市,闽西职业技术学院,2024-11-06T1500,117.0258,25.0661,19,37,0.5,3,2,114,102,37,
龙岩市,龙岩学院,2024-11-06T1500,117.0196,25.0306,16,31,0.5,6,6,112,101,35,
陇南市,汉王镇固水子,2024-11-06T1500,105.0822,33.3261,,,,,,,,,
陇南市,滨江中学,2024-11-06T1500,104.9339,33.3826,13,42,0.6,10,7,61,36,42,
陇南市,市总工会,2024-11-06T1500,104.955,33.371,12,34,0.7,7,6,67,38,34,
娄底市,电视发射台,2024-11-06T1500,111.9589,27.8901,34,54,1.6,16,8,139,107,52,颗粒物(PM10)
娄底市,市监测站,2024-11-06T1500,111.9975,27.725,37,61,0.5,9,4,145,106,56,颗粒物(PM10)
娄底市,市委党校,2024-11-06T1500,112.0194,27.7314,36,56,0.5,12,4,136,108,53,颗粒物(PM10)
娄底市,涟钢,2024-11-06T1500,111.9561,27.7569,29,51,0.9,12,11,138,101,51,颗粒物(PM10)
娄底市,市政府,2024-11-06T1500,111.9892,27.7044,32,49,0.6,12,7,137,94,49,
泸州市,九狮山,2024-11-06T1500,105.4324,28.9634,43,94,0.5,24,5,9,5,72,颗粒物(PM10)
泸州市,小市上码头,2024-11-06T1500,105.4427,28.9063,60,99,0.7,32,5,12,19,82,细颗粒物(PM2.5)
泸州市,兰田宪桥,2024-11-06T1500,105.4241,28.8573,73,75,0.7,20,4,20,16,98,细颗粒物(PM2.5)
泸州市,市环监站,2024-11-06T1500,105.4379,28.8833,80,105,0.7,30,6,11,19,107,细颗粒物(PM2.5)
泸州市,纳溪区环保局,2024-11-06T1500,105.3617,28.7703,46,55,0.7,24,3,19,11,64,细颗粒物(PM2.5)
吕梁市,环保局,2024-11-06T1500,111.1406,37.5211,15,52,0.5,27,6,74,44,51,颗粒物(PM10)
吕梁市,自来水公司,2024-11-06T1500,111.1297,37.5136,26,43,0.7,29,6,72,40,43,
吕梁市,马茂庄小学,2024-11-06T1500,111.1283,37.51,19,55,0.5,30,7,77,46,53,颗粒物(PM10)
洛阳市,市委党校,2024-11-06T1500,112.3931,34.6516,64,98,0.5,38,8,85,40,87,细颗粒物(PM2.5)
洛阳市,豫西宾馆,2024-11-06T1500,112.4657,34.6871,59,117,0.4,35,10,95,49,84,颗粒物(PM10)
洛阳市,河南林校,2024-11-06T1500,112.494,34.6886,74,94,0.1,30,10,82,39,99,细颗粒物(PM2.5)
洛阳市,开发区管委会,2024-11-06T1500,112.3844,34.623,66,107,0.4,29,14,88,44,89,细颗粒物(PM2.5)
洛阳市,市委新办公区,2024-11-06T1500,112.4267,34.6258,,,,,10,81,31,,
洛阳市,伊滨,2024-11-06T1500,112.6005,34.6326,48,122,0.3,37,12,77,34,86,颗粒物(PM10)
洛阳市,中移产业园,2024-11-06T1500,112.4951,34.6332,63,99,0.5,37,11,86,44,85,细颗粒物(PM2.5)
洛阳市,吉利监测站,2024-11-06T1500,112.5736,34.8993,69,96,0.4,31,12,82,47,93,细颗粒物(PM2.5)
洛阳市,河科大西苑校区,2024-11-06T1500,112.3677,34.662,61,103,0.5,32,8,92,43,83,细颗粒物(PM2.5)
洛阳市,英才小学,2024-11-06T1500,112.4388,34.6781,47,103,0.4,38,9,85,42,77,颗粒物(PM10)
漯河市,三五一五工厂,2024-11-06T1500,114.051,33.5699,67,100,0.5,20,8,129,76,90,细颗粒物(PM2.5)
漯河市,漯河大学,2024-11-06T1500,114.0055,33.5698,56,110,0.5,18,8,136,83,80,颗粒物(PM10)
漯河市,市水利局,2024-11-06T1500,114.0138,33.5828,53,97,0.5,14,8,132,79,74,颗粒物(PM10)
漯河市,市广电局,2024-11-06T1500,114.0261,33.5698,62,95,0.5,16,8,136,84,84,细颗粒物(PM2.5)
漯河市,市图书馆,2024-11-06T1500,113.9749,33.5664,54,110,0.6,11,6,133,77,80,颗粒物(PM10)
漯河市,召陵区卫健委,2024-11-06T1500,114.0967,33.5906,60,99,0.5,14,11,131,72,82,细颗粒物(PM2.5)
马鞍山市,湖东路四小,2024-11-06T1500,118.5092,31.6837,9,26,0.5,8,4,107,79,34,
马鞍山市,开发区,2024-11-06T1500,118.5024,31.6449,12,20,0.6,20,7,102,72,32,
马鞍山市,慈湖,2024-11-06T1500,118.5228,31.7231,15,15,0.5,16,8,102,79,32,
马鞍山市,濮塘,2024-11-06T1500,118.6245,31.7241,12,15,0.6,11,7,108,78,34,
马鞍山市,雨山,2024-11-06T1500,118.4918,31.6809,11,23,0.4,10,5,103,79,33,
茂名市,电白南海,2024-11-06T1500,111.0286,21.4688,27,51,0.6,17,6,139,110,51,颗粒物(PM10)
茂名市,茂石化七小,2024-11-06T1500,110.9294,21.6533,29,44,0.7,7,9,131,108,44,
茂名市,健康路,2024-11-06T1500,110.9107,21.6687,29,44,0.6,6,14,142,109,45,
茂名市,高岭,2024-11-06T1500,110.8592,21.6828,27,46,0.7,10,11,125,93,46,
茂名市,电白水东,2024-11-06T1500,111.01,21.5165,27,41,0.7,11,10,132,108,42,
眉山市,黑龙滩水库,2024-11-06T1500,104.0308,30.0478,38,41,0.5,3,3,71,43,54,细颗粒物(PM2.5)
眉山市,气象局,2024-11-06T1500,103.8416,30.0874,53,,0.6,23,8,58,24,73,细颗粒物(PM2.5)
眉山市,市委党校,2024-11-06T1500,103.8578,30.0744,48,73,0.6,33,7,39,26,67,细颗粒物(PM2.5)
眉山市,区人社局,2024-11-06T1500,103.8291,30.0564,51,81,0.8,36,5,42,30,70,细颗粒物(PM2.5)
梅州市,梅江月梅,2024-11-06T1500,116.1231,24.3284,27,38,0.6,7,8,122,111,39,
梅州市,梅县新城,2024-11-06T1500,116.0797,24.2719,29,44,0.6,9,6,126,113,44,
梅州市,环境监控中心,2024-11-06T1500,116.1248,24.2654,24,40,0.4,10,6,113,106,40,
梅州市,梅龙,2024-11-06T1500,116.1233,24.2991,24,31,0.6,7,6,114,105,36,
绵阳市,富乐山,2024-11-06T1500,104.7778,31.4741,21,26,0.5,18,2,64,42,30,
绵阳市,市人大,2024-11-06T1500,104.7563,31.4535,21,37,0.4,17,3,65,38,37,
绵阳市,高新区自来水公司,2024-11-06T1500,104.6697,31.4668,9,22,0.6,12,3,78,32,25,
绵阳市,三水厂,2024-11-06T1500,104.7287,31.5075,28,41,0.6,26,5,50,30,41,
绵阳市,西科大附属小学,2024-11-06T1500,104.69,31.5322,,30,0.5,,5,81,31,,
绵阳市,安州区旅游局,2024-11-06T1500,104.5648,31.5343,22,,0.5,6,7,85,50,32,
牡丹江市,环保大楼,2024-11-06T1500,129.61,44.561,23,43,0.3,10,4,52,48,43,
牡丹江市,文化广场,2024-11-06T1500,129.6115,44.5782,28,44,0.3,14,7,48,45,44,
牡丹江市,第一医院,2024-11-06T1500,129.5904,44.5963,44,,0.3,7,4,59,55,62,细颗粒物(PM2.5)
牡丹江市,机车工厂,2024-11-06T1500,129.6364,44.6075,40,44,0.3,5,5,55,50,57,细颗粒物(PM2.5)
牡丹江市,第一中学,2024-11-06T1500,129.6386,44.5462,30,34,0.2,7,4,58,52,43,
内江市,市监测站,2024-11-06T1500,105.0703,29.61,44,,0.6,20,9,35,25,62,细颗粒物(PM2.5)
内江市,东兴区政府,2024-11-06T1500,105.0717,29.5947,27,27,0.8,21,7,42,31,39,
内江市,内江二中,2024-11-06T1500,105.0653,29.5817,43,43,0.6,27,7,42,30,60,细颗粒物(PM2.5)
内江市,内江日报社,2024-11-06T1500,105.0406,29.5822,43,,0.5,30,6,30,23,60,细颗粒物(PM2.5)
那曲市,那曲监测站,2024-11-06T1500,92.0657,31.4846,3,11,0.4,5,6,95,48,30,
那曲市,那曲会议中心,2024-11-06T1500,92.0506,31.4797,,,,,,,56,,
南昌市,省外办,2024-11-06T1500,115.8931,28.6843,31,46,0.4,20,12,121,90,46,
南昌市,省林业公司,2024-11-06T1500,115.8886,28.7003,27,44,0.5,11,8,131,101,44,
南昌市,林科所,2024-11-06T1500,115.8126,28.7442,14,36,0.5,13,8,131,103,41,
南昌市,建工学校,2024-11-06T1500,115.8518,28.687,23,46,0.3,10,10,131,101,46,
南昌市,象湖,2024-11-06T1500,115.8921,28.6424,18,37,0.3,16,9,137,102,43,
南昌市,武术学校,2024-11-06T1500,115.7423,28.7996,13,31,0.5,12,2,108,74,34,
南昌市,省站,2024-11-06T1500,115.9314,28.6842,21,21,0.5,,7,117,88,,
南昌市,机电学校,2024-11-06T1500,115.9084,28.6062,22,41,0.2,19,7,124,95,41,
南昌市,外国语学校,2024-11-06T1500,115.9721,28.7031,13,30,0.4,12,7,119,91,38,
南充市,西山风景区,2024-11-06T1500,106.056,30.8064,29,,0.4,11,1,35,28,42,
南充市,南充市委,2024-11-06T1500,106.0789,30.8023,31,43,0.4,17,2,36,23,45,
南充市,南充炼油厂,2024-11-06T1500,106.1031,30.8217,33,54,0.6,22,3,29,20,52,颗粒物(PM10)
南充市,高坪区监测站,2024-11-06T1500,106.1064,30.7856,30,43,0.4,23,3,29,27,43,
南充市,嘉陵区环保局,2024-11-06T1500,106.0642,30.7636,22,36,0.5,19,3,33,23,36,
南充市,市环境监测站,2024-11-06T1500,106.1087,30.8388,37,44,0.4,14,4,35,26,53,细颗粒物(PM2.5)
南京市,迈皋桥,2024-11-06T1500,118.8086,32.1065,12,23,0,14,3,104,68,33,
南京市,草场门,2024-11-06T1500,118.7538,32.0551,12,31,0.2,26,5,96,69,31,
南京市,山西路,2024-11-06T1500,118.7794,32.0745,14,36,0.4,8,4,107,74,36,
南京市,中华门,2024-11-06T1500,118.7752,32.0023,14,24,0.4,17,3,95,67,30,
南京市,瑞金路,2024-11-06T1500,118.8109,32.0309,9,22,0.4,7,4,93,68,30,
南京市,玄武湖,2024-11-06T1500,118.7997,32.0754,3,21,0.4,28,6,86,54,27,
南京市,浦口,2024-11-06T1500,118.6414,32.0931,15,32,0.6,21,8,90,57,32,
南京市,奥体中心,2024-11-06T1500,118.7356,31.9996,12,25,0.2,20,7,95,72,30,
南京市,仙林大学城,2024-11-06T1500,118.9125,32.1028,12,29,0.3,15,6,105,70,33,
南京市,江宁彩虹桥,2024-11-06T1500,118.8436,31.9198,7,20,0.5,6,5,100,72,32,
南京市,溧水永阳,2024-11-06T1500,119.0138,31.6494,16,29,0.3,14,4,118,78,37,
南京市,高淳老职中,2024-11-06T1500,118.879,31.3302,10,16,0.3,11,5,108,78,34,
南京市,六合雄州,2024-11-06T1500,118.8554,32.3578,14,23,0.2,,8,98,56,,
南宁市,二十一中,2024-11-06T1500,108.3103,22.7881,44,67,1.2,12,5,164,137,62,细颗粒物(PM2.5)
南宁市,北湖,2024-11-06T1500,108.3141,22.8528,46,66,1.0,11,6,156,123,64,细颗粒物(PM2.5)
南宁市,市监测站,2024-11-06T1500,108.3206,22.8225,47,77,0.7,13,8,149,123,65,细颗粒物(PM2.5)
南宁市,大自然花园,2024-11-06T1500,108.3829,22.8037,43,58,0.7,13,8,152,135,60,细颗粒物(PM2.5)
南宁市,仙葫,2024-11-06T1500,108.4394,22.7904,43,57,0.7,11,6,135,120,60,细颗粒物(PM2.5)
南宁市,区农职院,2024-11-06T1500,108.2397,22.8467,41,63,0.8,9,6,163,117,58,细颗粒物(PM2.5)
南宁市,英华嘉园,2024-11-06T1500,108.3275,22.735,41,66,0.8,15,6,153,132,58,"颗粒物(PM10),细颗粒物(PM2.5)"
南宁市,沙井镇街道办,2024-11-06T1500,108.2257,22.7757,44,62,0.8,15,7,160,99,62,细颗粒物(PM2.5)
南宁市,红星社区,2024-11-06T1500,108.4834,22.7618,53,61,0.8,11,8,152,134,73,细颗粒物(PM2.5)
南平市,茫荡山,2024-11-06T1500,118.0966,26.6761,,,,,,,117,,
南平市,南平市监测站,2024-11-06T1500,118.1681,26.6369,19,22,0.2,5,4,113,100,36,
南平市,南平铝业有限公司,2024-11-06T1500,118.1825,26.6489,15,29,0.3,6,3,112,101,35,
南平市,南平七中,2024-11-06T1500,118.1756,26.6272,16,41,0.3,8,4,116,104,41,
南通市,狼山街道,2024-11-06T1500,120.9098,31.9663,3,15,0.2,2,7,100,83,32,
南通市,虹桥,2024-11-06T1500,120.86,32.0005,7,17,0.2,12,5,93,78,30,
南通市,城中,2024-11-06T1500,120.87,32.02,3,18,0.4,12,5,96,80,30,
南通市,星湖花园,2024-11-06T1500,120.94,31.93,8,12,0.4,8,5,92,55,29,
南通市,紫琅学院,2024-11-06T1500,120.81,32.0417,3,14,0.2,10,3,90,73,29,
南通市,通州监测站,2024-11-06T1500,121.067,32.062,3,19,0.2,13,2,94,79,30,
南通市,环境教育馆,2024-11-06T1500,120.9348,31.9883,3,17,0.3,8,3,102,83,32,
南阳市,瓦房庄,2024-11-06T1500,112.5224,33.0122,53,73,0.8,13,6,143,91,73,细颗粒物(PM2.5)
南阳市,汉画馆,2024-11-06T1500,112.5003,32.9735,29,80,0.4,17,9,143,95,65,颗粒物(PM10)
南阳市,气象站,2024-11-06T1500,112.5573,33.027,44,74,0.7,16,7,146,89,62,"颗粒物(PM10),细颗粒物(PM2.5)"
南阳市,理工学院,2024-11-06T1500,112.5481,32.9689,43,70,0.5,13,7,139,91,60,"颗粒物(PM10),细颗粒物(PM2.5)"
南阳市,卧龙区政府,2024-11-06T1500,112.5234,32.9922,45,77,0.5,16,6,141,91,64,颗粒物(PM10)
宁波市,区环保大楼,2024-11-06T1500,121.8358,29.911,6,18,0.3,14,6,87,78,28,
宁波市,万里学院,2024-11-06T1500,121.56,29.82,3,24,0.4,14,6,97,84,31,
宁波市,龙赛医院,2024-11-06T1500,121.713,29.9572,6,24,,,8,87,82,,
宁波市,钱湖水厂,2024-11-06T1500,121.633,29.7733,3,9,0.3,11,8,95,75,30,
宁波市,太古小学,2024-11-06T1500,121.5856,29.8635,11,14,0.5,14,8,95,79,30,
宁波市,市环境监测中心,2024-11-06T1500,121.524,29.8674,7,16,0.5,15,11,98,81,31,
宁波市,万里国际学校,2024-11-06T1500,121.6147,29.9017,9,12,0.4,17,7,96,79,30,
宁波市,白沙活动中心,2024-11-06T1500,121.5594,29.8975,7,20,0.5,16,9,95,81,30,
宁德市,金涵水库,2024-11-06T1500,119.5001,26.6946,,,,,,,,,
宁德市,宁德市监测站,2024-11-06T1500,119.5388,26.6612,13,32,0.3,9,3,128,102,40,
宁德市,宁德一中,2024-11-06T1500,119.5231,26.6562,16,28,0.2,10,4,134,108,42,
怒江傈僳族自治州,州监测站,2024-11-06T1500,98.8601,25.8567,16,23,0.5,13,6,26,24,23,
怒江傈僳族自治州,泸水一中,2024-11-06T1500,98.8546,25.8417,15,,0.5,16,7,18,10,22,
攀枝花市,弄弄坪,2024-11-06T1500,101.6891,26.571,46,56,0.9,20,14,73,35,64,细颗粒物(PM2.5)
攀枝花市,河门口,2024-11-06T1500,101.5769,26.5928,38,54,1.8,22,25,75,39,54,细颗粒物(PM2.5)
攀枝花市,炳草岗,2024-11-06T1500,101.7169,26.585,38,67,1.0,17,14,83,36,59,颗粒物(PM10)
攀枝花市,仁和,2024-11-06T1500,101.7369,26.5008,34,43,0.8,17,17,68,35,49,
攀枝花市,四十中小,2024-11-06T1500,101.7227,26.567,31,50,0.8,11,11,81,34,50,
盘锦市,开发区,2024-11-06T1500,122.0303,41.1489,18,31,0.4,16,9,61,47,31,
盘锦市,兴隆台,2024-11-06T1500,122.0485,41.0883,19,31,0.6,18,11,63,47,31,
盘锦市,新生街道,2024-11-06T1500,121.8297,41.1028,19,41,0.4,15,13,72,50,41,
平顶山市,新华旅馆,2024-11-06T1500,113.3257,33.742,57,108,0.4,16,,,55,,
平顶山市,规划设计院,2024-11-06T1500,113.2919,33.737,66,117,0.5,19,9,132,66,89,细颗粒物(PM2.5)
平顶山市,平顶山工学院,2024-11-06T1500,113.182,33.774,56,99,0.7,14,10,129,53,77,细颗粒物(PM2.5)
平顶山市,规划局,2024-11-06T1500,113.3025,33.73,67,114,0.5,20,9,130,66,90,细颗粒物(PM2.5)
平顶山市,石龙区,2024-11-06T1500,112.8867,33.9116,59,123,0.8,17,13,120,62,87,颗粒物(PM10)
平凉市,聚贤嘉苑,2024-11-06T1500,106.6692,35.5461,52,84,0.6,29,13,72,45,72,细颗粒物(PM2.5)
平凉市,博物馆,2024-11-06T1500,106.7021,35.5307,,,,,,,,,
萍乡市,武功山,2024-11-06T1500,114.0997,27.5002,3,22,0.2,7,8,126,90,40,
萍乡市,中医院,2024-11-06T1500,113.8385,27.6434,29,55,0.6,7,,145,108,,
萍乡市,市政府车库,2024-11-06T1500,113.8493,27.6253,25,46,0.9,9,10,136,107,46,
萍乡市,市环保局,2024-11-06T1500,113.8676,27.6435,28,50,0.5,9,15,138,102,50,
萍乡市,安源区政府,2024-11-06T1500,113.866,27.6198,21,47,0.8,10,14,136,104,47,
莆田市,荔城区仓后路,2024-11-06T1500,119.0141,25.4325,6,38,0.4,7,1,114,103,38,
莆田市,莆田市监测站,2024-11-06T1500,119.0015,25.4553,3,36,0.1,,2,116,106,,
莆田市,涵江区六中,2024-11-06T1500,119.1119,25.4561,6,29,0.3,4,2,115,105,36,
莆田市,秀屿区政府,2024-11-06T1500,119.1013,25.3215,10,46,0.2,6,2,93,88,46,
莆田市,东圳水库,2024-11-06T1500,118.981,25.4792,,,,,,,,,
濮阳市,环保局,2024-11-06T1500,115.0312,35.7636,51,63,0.4,15,10,134,78,70,细颗粒物(PM2.5)
濮阳市,油田运输公司,2024-11-06T1500,115.0574,35.7609,48,78,0.4,21,10,131,77,67,细颗粒物(PM2.5)
濮阳市,油田物探公司,2024-11-06T1500,115.0866,35.7754,45,76,0.3,18,7,120,72,63,"颗粒物(PM10),细颗粒物(PM2.5)"
濮阳市,濮水河管理处,2024-11-06T1500,115,35.7668,42,88,,,9,115,68,,
普洱市,市环保局,2024-11-06T1500,100.98,22.7633,27,,0.6,,5,50,47,,
普洱市,普洱第二中学,2024-11-06T1500,100.9817,22.8322,15,28,0.6,12,7,46,36,28,
七台河市,新一中,2024-11-06T1500,131.0518,45.8751,7,18,0.8,5,10,63,58,20,
七台河市,中波台,2024-11-06T1500,131.0577,45.7879,8,8,0.7,8,7,50,45,16,
七台河市,人民广场,2024-11-06T1500,131.0176,45.7761,,,0.6,9,5,,45,,
七台河市,新建矿广场,2024-11-06T1500,130.8781,45.8222,18,56,0.4,17,8,46,42,53,颗粒物(PM10)
齐齐哈尔市,安居小区,2024-11-06T1500,123.9305,47.3636,61,70,0.4,11,6,76,46,83,细颗粒物(PM2.5)
齐齐哈尔市,中心广场,2024-11-06T1500,123.9488,47.3386,50,,0.4,12,4,64,38,69,细颗粒物(PM2.5)
齐齐哈尔市,农牧车辆厂,2024-11-06T1500,123.9483,47.3227,38,92,0.6,12,5,68,40,71,颗粒物(PM10)
齐齐哈尔市,市环境监测站,2024-11-06T1500,123.945,47.2988,23,28,0.2,8,2,59,41,33,
齐齐哈尔市,富区青少年活动中心,2024-11-06T1500,123.6333,47.2075,11,37,0.2,9,6,56,45,37,
黔东南苗族侗族自治州,市环境监测站,2024-11-06T1500,107.9783,26.5747,43,56,0.5,14,6,127,92,60,细颗粒物(PM2.5)
黔东南苗族侗族自治州,凯里学院,2024-11-06T1500,107.8908,26.5311,37,51,0.6,12,5,136,103,53,细颗粒物(PM2.5)
黔南布依族苗族自治州,小围寨,2024-11-06T1500,107.5228,26.2403,29,44,0.4,8,5,138,109,44,
黔南布依族苗族自治州,沙坝,2024-11-06T1500,107.5175,26.2978,22,36,0.6,8,5,138,103,44,
黔西南布依族苗族自治州,场坝街,2024-11-06T1500,104.9022,25.0925,33,38,0.5,6,5,86,54,48,
黔西南布依族苗族自治州,坪东大道,2024-11-06T1500,104.8811,25.0992,36,,0.4,6,2,83,53,52,细颗粒物(PM2.5)
钦州市,市环保站,2024-11-06T1500,108.6236,21.9667,51,80,0.9,16,9,145,110,70,细颗粒物(PM2.5)
钦州市,沙埠小学,2024-11-06T1500,108.6549,21.9481,49,76,0.8,14,8,154,115,68,细颗粒物(PM2.5)
钦州市,港区一小,2024-11-06T1500,108.5989,21.7431,52,86,0.9,17,8,157,104,72,细颗粒物(PM2.5)
钦州市,北职校,2024-11-06T1500,108.5959,21.9633,51,72,1.0,12,10,148,114,70,细颗粒物(PM2.5)
秦皇岛市,北戴河环保局,2024-11-06T1500,119.5134,39.8207,6,25,0.4,11,4,56,43,25,
秦皇岛市,第一关,2024-11-06T1500,119.7493,40.0116,27,31,0.3,20,3,66,46,39,
秦皇岛市,监测站,2024-11-06T1500,119.5897,39.9499,10,35,0.3,22,4,55,39,35,
秦皇岛市,建设大厦,2024-11-06T1500,119.5251,39.9041,20,28,0.3,17,4,58,36,29,
秦皇岛市,文明里,2024-11-06T1500,119.610547,39.943889,12,34,0.3,24,4,58,42,34,
青岛市,仰口,2024-11-06T1500,120.6659,36.2403,30,53,0.5,18,9,99,74,52,颗粒物(PM10)
青岛市,市南区东部子站,2024-11-06T1500,120.4134,36.0658,27,80,0.7,40,13,83,51,65,颗粒物(PM10)
青岛市,四方区子站,2024-11-06T1500,120.3664,36.1032,78,85,,,,,53,104,细颗粒物(PM2.5)
青岛市,市南区西部子站,2024-11-06T1500,120.2994,36.054,20,51,0.5,24,12,96,56,51,颗粒物(PM10)
青岛市,崂山区子站,2024-11-06T1500,120.4581,36.0858,31,70,0.7,41,14,91,64,60,颗粒物(PM10)
青岛市,黄岛区子站,2024-11-06T1500,120.1983,35.9608,24,39,0.6,22,10,102,57,39,
青岛市,城阳区子站,2024-11-06T1500,120.3999,36.3083,27,53,0.6,27,12,98,60,52,颗粒物(PM10)
青岛市,黄岛区4号,2024-11-06T1500,120.0405,35.8735,22,48,0.4,26,11,96,68,48,
青岛市,即墨2号,2024-11-06T1500,120.5014,36.4034,40,64,0.5,25,10,85,48,57,"颗粒物(PM10),细颗粒物(PM2.5)"
青岛市,市北区南部,2024-11-06T1500,120.3503,36.0736,39,63,0.7,40,14,90,53,57,颗粒物(PM10)
青岛市,李沧区北部,2024-11-06T1500,120.3948,36.1805,36,75,0.9,43,14,81,51,63,颗粒物(PM10)
清远市,环保大楼,2024-11-06T1500,113.0426,23.691,32,37,0.9,12,6,157,148,50,
清远市,凤城街办,2024-11-06T1500,113.0208,23.7106,32,44,0.8,8,10,147,138,46,
清远市,技师学院,2024-11-06T1500,113.0477,23.6344,25,41,,10,,143,129,,
清远市,清新太和,2024-11-06T1500,112.9903,23.7403,29,37,0.9,6,4,143,138,45,
清远市,清城东城,2024-11-06T1500,113.076,23.7198,28,46,0.8,5,6,145,138,46,
庆阳市,庆阳五中,2024-11-06T1500,107.6325,35.7357,65,84,0.5,18,11,93,82,88,细颗粒物(PM2.5)
庆阳市,市环保局,2024-11-06T1500,107.6364,35.7067,55,71,0.5,21,17,89,90,75,细颗粒物(PM2.5)
曲靖市,环境监测站,2024-11-06T1500,103.7897,25.5035,31,46,0.7,18,2,85,72,46,
曲靖市,烟厂办公区,2024-11-06T1500,103.8,25.5364,37,48,0.6,14,3,85,72,53,细颗粒物(PM2.5)
曲靖市,南苑二区,2024-11-06T1500,103.7947,25.462,36,47,0.6,11,4,87,76,52,细颗粒物(PM2.5)
曲靖市,曲靖师范学院,2024-11-06T1500,103.7444,25.5261,38,58,0.7,13,6,93,83,54,"颗粒物(PM10),细颗粒物(PM2.5)"
衢州市,环保大楼,2024-11-06T1500,118.8692,28.9398,40,62,0.4,20,6,127,91,57,细颗粒物(PM2.5)
衢州市,实验学校,2024-11-06T1500,118.8709,28.9666,30,53,0.5,21,9,129,87,52,颗粒物(PM10)
衢州市,衢州学院,2024-11-06T1500,118.8621,28.9808,31,53,0.4,21,9,132,91,52,颗粒物(PM10)
泉州市,涂山街,2024-11-06T1500,118.5819,24.9117,11,39,0.3,10,1,115,106,39,
泉州市,津头埔,2024-11-06T1500,118.5972,24.8978,12,47,0.4,10,2,111,102,47,
泉州市,万安,2024-11-06T1500,118.6663,24.9424,12,46,0.3,7,2,115,104,46,
