area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,州农科所,102.1879,31.914,2025-03-11T1700,3,7,0,7,9,86,81,27,
阿坝藏族羌族自治州,马师校,102.2502,31.8896,2025-03-11T1700,6,15,0.4,7,4,94,80,30,
阿坝藏族羌族自治州,马尔康中学西区,102.2165,31.9024,2025-03-11T1700,11,11,0.3,6,5,100,86,32,
阿克苏地区,电视台,80.292,41.1694,2025-03-11T1700,176,995,0.3,2,6,97,83,500,颗粒物(PM10)
阿克苏地区,艺术中心,80.2613,41.1551,2025-03-11T1700,206,1154,0.3,6,3,95,83,500,颗粒物(PM10)
阿拉善盟,西城区西花园,105.6467,38.8363,2025-03-11T1700,23,108,0.6,7,9,103,103,79,颗粒物(PM10)
阿拉善盟,蒙二幼,105.6985,38.8411,2025-03-11T1700,27,113,0.6,8,5,98,97,82,颗粒物(PM10)
阿拉善盟,环保局新楼,105.724,38.8516,2025-03-11T1700,27,120,0.8,3,7,96,100,85,颗粒物(PM10)
阿勒泰地区,市站,88.1264,47.8517,2025-03-11T1700,8,10,0.4,9,2,75,76,24,
阿里地区,阿里监测站,80.1161,32.5,2025-03-11T1700,8,,0.4,1,6,92,86,29,
阿里地区,阿里藏医院,80.0903,32.5028,2025-03-11T1700,7,11,0.3,1,5,93,87,30,
安康市,香溪洞,109.0318,32.6537,2025-03-11T1700,22,44,0.3,4,6,84,60,44,
安康市,汉滨区检察院,109.0072,32.6975,2025-03-11T1700,21,35,0.5,12,6,82,63,35,
安康市,市邮政管理局,109.0325,32.6913,2025-03-11T1700,20,36,0.4,11,6,87,60,36,
安庆市,环科院,117.0809,30.5177,2025-03-11T1700,25,38,0.8,46,7,25,34,38,
安庆市,马山宾馆,117.0331,30.5119,2025-03-11T1700,22,30,0.7,62,4,9,29,32,
安庆市,安庆大学,116.9896,30.6145,2025-03-11T1700,16,27,0.6,16,7,58,56,27,
安庆市,市人大,117.0598,30.5351,2025-03-11T1700,26,34,0.7,28,13,40,36,38,
安顺市,伍家关,105.9606,26.2611,2025-03-11T1700,29,33,0.7,8,9,111,80,42,
安顺市,凤凰山,105.9408,26.2431,2025-03-11T1700,28,36,0.7,8,11,113,86,40,
安顺市,金钟山,105.9439,26.2564,2025-03-11T1700,23,28,0.6,7,12,117,85,37,
安顺市,娄家坡,105.8983,26.2481,2025-03-11T1700,26,28,0.7,6,6,113,86,38,
安阳市,棉研所,114.4839,36.0621,2025-03-11T1700,,,,,,,,,
安阳市,红庙街,114.3551,36.1017,2025-03-11T1700,81,96,0.6,17,6,87,77,108,细颗粒物(PM2.5)
安阳市,银杏小区,114.361,36.0681,2025-03-11T1700,86,,0.6,16,3,93,77,114,细颗粒物(PM2.5)
安阳市,信访局,114.3922,36.0878,2025-03-11T1700,83,86,0.6,19,2,100,81,110,细颗粒物(PM2.5)
安阳市,左辅环卫站,114.4705,36.0637,2025-03-11T1700,81,116,0.5,21,4,106,90,108,细颗粒物(PM2.5)
安阳市,安钢职工学校,114.2917,36.0949,2025-03-11T1700,84,98,0.7,24,4,91,76,112,细颗粒物(PM2.5)
鞍山市,深沟寺,123.044,41.1196,2025-03-11T1700,61,67,0.6,12,9,112,112,83,细颗粒物(PM2.5)
鞍山市,太阳城,123.011,41.0931,2025-03-11T1700,56,74,0.8,11,6,118,117,77,细颗粒物(PM2.5)
鞍山市,太平,123.0485,41.1442,2025-03-11T1700,54,77,0.7,13,7,115,113,74,细颗粒物(PM2.5)
鞍山市,铁西三道街,122.9642,41.0971,2025-03-11T1700,54,85,0.9,36,8,94,102,74,细颗粒物(PM2.5)
鞍山市,明达新区,123.022,41.0821,2025-03-11T1700,54,69,0.6,12,5,113,113,74,细颗粒物(PM2.5)
鞍山市,千山,123.1289,41.0228,2025-03-11T1700,,,,,,,107,,
鞍山市,兴盛南路290号,122.9446,41.0826,2025-03-11T1700,53,88,1.0,25,12,96,106,73,细颗粒物(PM2.5)
巴彦淖尔市,附二中,107.4212,40.761,2025-03-11T1700,35,144,0.5,5,7,93,90,97,颗粒物(PM10)
巴彦淖尔市,市环保大楼,107.37,40.7372,2025-03-11T1700,24,131,0.2,3,4,97,94,91,颗粒物(PM10)
巴音郭楞蒙古自治州,孔雀公园,86.1472,41.7538,2025-03-11T1700,54,360,0.2,2,4,95,82,215,颗粒物(PM10)
巴音郭楞蒙古自治州,棉纺厂,86.1972,41.7166,2025-03-11T1700,48,378,0.3,8,2,95,83,240,颗粒物(PM10)
巴音郭楞蒙古自治州,经济开发区,86.2357,41.7173,2025-03-11T1700,45,366,0.3,7,4,100,84,223,颗粒物(PM10)
巴中市,苏山坪,106.7677,31.8794,2025-03-11T1700,17,24,0.3,11,4,89,73,28,
巴中市,市五中,106.7768,31.8526,2025-03-11T1700,17,25,0.5,14,4,90,55,29,
巴中市,圣泉水务公司,106.7418,31.8654,2025-03-11T1700,17,23,0.6,12,7,91,60,29,
巴中市,市中心医院,106.7616,31.8344,2025-03-11T1700,22,26,0.4,9,6,95,56,32,
白城市,洮北区环保局,122.7911,45.6077,2025-03-11T1700,97,219,0.8,26,,65,94,135,颗粒物(PM10)
白城市,市环保局,122.8738,45.5725,2025-03-11T1700,104,122,0.9,26,9,60,89,137,细颗粒物(PM2.5)
白山市,喜丰,126.4219,41.9171,2025-03-11T1700,19,49,0.9,12,9,107,108,49,
白山市,环保局,126.4077,41.9419,2025-03-11T1700,28,50,0.9,9,5,114,112,50,
白银市,第三小学,104.1724,36.5446,2025-03-11T1700,25,161,0.6,4,11,99,91,106,颗粒物(PM10)
白银市,动力公司,104.1465,36.5482,2025-03-11T1700,44,167,0.5,6,5,96,92,109,颗粒物(PM10)
百色市,市监测站,106.6103,23.9011,2025-03-11T1700,7,36,0.7,9,9,89,77,36,
百色市,市中心血站,106.6538,23.8859,2025-03-11T1700,8,38,0.7,7,9,84,74,38,
百色市,祈福高中,106.6085,23.8798,2025-03-11T1700,3,48,0.7,8,7,85,74,48,
