area,positionname,longitude,latitude,timepoint,pm2_5,pm10,co,no2,so2,o3,o3_8h,aqi,primarypollutant
阿坝藏族羌族自治州,马师校,102.2503,31.8896,2026-07-24T1800,8,27,0.2,8,4,91,106,29,
阿坝藏族羌族自治州,马尔康中学西区,102.2174,31.9016,2026-07-24T1800,13,51,0.2,4,3,87,106,51,颗粒物(PM10)
阿克苏地区,电视台,80.2899,41.1684,2026-07-24T1800,8,29,0.4,8,5,107,112,34,
阿克苏地区,艺术中心,80.2592,41.1541,2026-07-24T1800,6,29,0.3,15,4,102,111,32,
阿拉善盟,蒙二幼,105.699,38.8409,2026-07-24T1800,16,60,0.4,6,14,184,170,80,臭氧1小时(O3_1h)
阿拉善盟,环保局新楼,105.7198,38.8508,2026-07-24T1800,14,42,0.6,5,12,176,158,70,臭氧1小时(O3_1h)
阿勒泰地区,市站,88.1266,47.8515,2026-07-24T1800,3,26,NA,NA,NA,105,94,NA,NA
阿勒泰地区,阿勒泰路33号,88.1198,47.7931,2026-07-24T1800,3,39,0.3,5,6,110,93,39,
阿里地区,阿里监测站,80.1171,32.4999,2026-07-24T1800,3,6,0.3,2,6,72,78,23,
阿里地区,阿里藏医院,80.0906,32.5029,2026-07-24T1800,3,7,NA,1,6,70,83,NA,NA
安康市,汉滨区检察院,109.0088,32.6974,2026-07-24T1800,18,33,0.3,4,2,121,109,38,
安康市,市邮政管理局,109.0324,32.6913,2026-07-24T1800,23,25,0.7,4,1,120,114,38,
安庆市,环科院,117.0806,30.5181,2026-07-24T1800,14,36,0.7,5,9,101,109,36,
安庆市,马山宾馆,117.0331,30.5118,2026-07-24T1800,15,30,0.7,1,2,109,110,35,
安庆市,安庆大学,116.9897,30.6146,2026-07-24T1800,9,33,0.4,5,4,75,106,33,
安庆市,市人大,117.0598,30.5351,2026-07-24T1800,16,30,0.6,2,8,99,112,31,
安顺市,凤凰山,105.9408,26.2431,2026-07-24T1800,10,11,0.5,5,5,68,71,22,
安顺市,金钟山,105.9443,26.2567,2026-07-24T1800,12,NA,0.5,3,6,69,77,22,
安顺市,娄家坡,105.8983,26.248,2026-07-24T1800,12,12,0.5,2,5,75,79,24,
安阳市,红庙街,114.3552,36.1017,2026-07-24T1800,30,NA,0.7,6,1,143,82,45,
安阳市,银杏小区,114.361,36.0681,2026-07-24T1800,33,50,0.8,8,1,149,130,50,
安阳市,信访局,114.3921,36.0879,2026-07-24T1800,34,44,0.6,1,2,148,136,49,
安阳市,左辅环卫站,114.4706,36.0634,2026-07-24T1800,22,42,0.7,1,2,120,108,42,
安阳市,钢三路198号,114.2918,36.0769,2026-07-24T1800,23,29,1.2,3,2,108,111,34,
鞍山市,深沟寺,123.0441,41.1201,2026-07-24T1800,15,23,1.1,10,7,75,85,24,
鞍山市,太阳城,123.011,41.0931,2026-07-24T1800,12,23,1.3,11,8,101,99,32,
鞍山市,太平,123.0483,41.1445,2026-07-24T1800,17,43,1.1,13,7,100,97,43,
鞍山市,铁西三道街,122.964,41.0968,2026-07-24T1800,17,35,1.0,13,7,118,108,37,
